rank,ch_raw,career_high,prev_career_high,at_career_high,is_new_career_high,player,age,country,flag,points,rank_change,current,previous,next,max,is_playing
275,NCH (277),275,277,yes,yes,Fangran Tian,22,CHN,CHN,243,,+2,Pune R32 251 317,,,yes
276,38,38,,no,no,Heather Watson,33,GBR,GBR,241,,+2,,,,no
277,189,189,,no,no,Katharina Hobgarski,28,GER,GER,241,,+2,,,,no
278,274,274,,no,no,Mika Stojsavljevic,17,GBR,GBR,239,-3,-8,,,,no
279,139,139,,no,no,Tessah Andrianjafitrimo,27,FRA,FRA,237,,+2,,,,no
280,149,149,,no,no,Katrina Scott,21,USA,USA,237,,+2,,,,no
281,230,230,,no,no,Anna Rogers,27,USA,USA,236,-26,-42,,,,no
282,242,242,,no,no,Mei Yamaguchi,26,JPN,JPN,235,,+1,Pune R32 239 305,,,yes
283,280,280,,no,no,Carolyn Ansari,25,USA,USA,235,-3,-6,,Lost in Monastir 6 R16 Lost in Qual. Oeiras R2,,no
284,224,224,,no,no,Wakana Sonobe,18,JPN,JPN,232,,,,,,no
285,CH,285,,yes,no,Tessa Johanna Brockmann,20,GER,GER,232,,,,,,no
286,NCH (288),286,288,yes,yes,Samira de Stefano,21,ITA,ITA,230,,+2,,,,no
287,NCH (289),287,289,yes,yes,Vendula Valdmannová,18,CZE,CZE,226,,+2,,,,no
288,31,31,,no,no,Zarina Diyas,32,KAZ,KAZ,225,,+2,,,,no
289,212,212,,no,no,Matilde Jorge,21,POR,POR,225,-2,-5,Oeiras R32 239 349,,,yes
290,95,95,,no,no,Robin Montgomery,21,USA,USA,224,,+1,,,,no
291,288,288,,no,no,Anouck Vrancken Peeters,22,NED,NED,224,,+1,,,,no
292,243,243,,no,no,Anastasia Zolotareva,24,RUS,RUS,223,+13,+15,Antalya 6 R32**Antalya 5 W****Antalya 5 W** Antalya 6 R32,,,yes
293,289,289,,no,no,Hiromi Abe,25,JPN,JPN,222,,-1,Brisbane 2 R32 230 296,,,yes
294,263,263,,no,no,Lia Karatancheva,22,BUL,BUL,221,,,,,,no
295,178,178,,no,no,Kyōka Okamura,30,JPN,JPN,216,,,,,,no
296,293,293,,no,no,Rina Saigo,25,JPN,JPN,216,,,,Lost in Pune R32,,no
297,226,226,,no,no,Ekaterina Reyngold,24,RUS,RUS,215,,,,,,no
298,295,295,,no,no,Elena Ruxandra Bertea,19,ROU,ROU,215,,,Grenoble R32 218 262,,,yes
299,213,213,,no,no,Haruka Kaji,31,JPN,JPN,214,,+1,,,,no
300,61,61,,no,no,Jule Niemeier,26,GER,GER,213,-1,-1,,,,no
301,1,1,,no,no,Karolína Plíšková,33,CZE,CZE,212,+65,+117,Doha R32 (R64 )267 1147,,,yes
302,217,217,,no,no,Renata Jamrichová,18,SVK,SVK,212,,-1,,,,no
303,214,214,,no,no,Ayla Aksu,29,TUR,TUR,210,,,,,,no
304,NCH (306),304,306,yes,yes,Jeline Vandromme,18,BEL,BEL,209,+2,+1,Grenoble R32 214 258,,,yes
305,293,293,,no,no,Dayeon Back,24,KOR,KOR,209,,-1,,Lost in Pune R32,,no
306,NCH (307),306,307,yes,yes,Laura Hietaranta,22,FIN,FIN,208,,+1,,Lost in Sheffield R32,,no
307,282,282,,no,no,Akasha Urhobo,19,USA,USA,207,,+1,,,,no
308,301,301,,no,no,Alicia Herrero Liñana,27,ESP,ESP,207,,+1,,,,no
309,221,221,,no,no,Gabriela Cé,32,BRA,BRA,207,,+1,Grenoble R32 210 254,,,yes
310,103,103,,no,no,Katarina Zavatska,26,UKR,UKR,207,,+1,,,,no
311,158,158,,no,no,Lea Bošković,26,CRO,CRO,206,,+1,,,,no
312,307,307,,no,no,Katarina Jokić,27,SRB,SRB,206,,+1,,,,no
313,299,299,,no,no,Eunhye Lee,25,KOR,KOR,205,,+1,Grenoble R32 210 254,,,yes
314,35,35,,no,no,Polona Hercog,35,SLO,SLO,204,,+1,Antalya 6 R32,,,yes
315,312,312,,no,no,Jennifer Ruggeri,22,ITA,ITA,202,,+2,Antalya 6 R32,,,yes
316,211,211,,no,no,Margaux Rouvroy,24,FRA,FRA,201,,+2,,,,no
317,CH,317,,yes,no,Tiphanie Lemaître,25,FRA,FRA,201,,+2,Grenoble R32 203 247,,,yes
318,313,313,,no,no,Vivian Wolff,27,USA,USA,201,-2,-2,,,,no
319,147,147,,no,no,Destanee Aiava,25,AUS,AUS,200,,+2,,,,no
320,250,250,,no,no,Julie Štruplová,21,CZE,CZE,200,,+2,,,,no
321,275,275,,no,no,Alevtina Ibragimova,21,RUS,RUS,199,,+2,,,,no
322,204,204,,no,no,Sakura Hosogi,25,JPN,JPN,199,,+2,,,,no
323,213,213,,no,no,Valentina Ryser,24,SUI,SUI,198,-21,-12,,Lost in Sheffield R16,,no
324,321,321,,no,no,Daria Khomutsianskaya,21,BLR,BLR,198,,+1,,,,no
325,292,292,,no,no,Aurora Zantedeschi,25,ITA,ITA,197,,+1,Antalya 6 R32,,,yes
326,NCH (327),326,327,yes,yes,Lea Ma,25,USA,USA,197,,+1,,,,no
327,286,286,,no,no,Alisa Oktiabreva,17,RUS,RUS,195,-41,-36,,,,no
328,200,200,,no,no,Han Shi,20,CHN,CHN,192,,+2,,,,no
329,NCH (344),329,344,yes,yes,Katarína Kuzmová,24,SVK,SVK,192,+37,+20,**Sheffield W**,,,yes
330,235,235,,no,no,Amarni Banks,23,GBR,GBR,191,,+1,,,,no
331,131,131,,no,no,Carol Zhao,30,CAN,CAN,190,,+1,,,,no
332,299,299,,no,no,Francesca Curmi,23,MLT,MLT,190,+15,+7,Pune R16 197 256,,,yes
333,266,266,,no,no,Tina Smith,23,AUS,AUS,189,,,,,,no
334,NCH (343),334,343,yes,yes,Viktória Morvayová,24,SVK,SVK,188,+17,+6,Pune R16 195 254,,,yes
335,334,334,,no,no,Yidi Yang,26,CHN,CHN,188,,-1,Grenoble R32 190 234,,,yes
336,308,308,,no,no,Victoria Bosio,31,ARG,ARG,188,,-1,,,,no
337,305,305,,no,no,Martyna Kubka,24,POL,POL,188,,-1,,,,no
338,330,330,,no,no,Francesca Pace,20,ITA,ITA,188,,-1,,Lost in Sheffield R32,,no
339,133,133,,no,no,Isabella Shinikova,34,BUL,BUL,187,,-1,,Lost in Sharm El Sheikh 2 R32 Lost in Qual. Oeiras R1,,no
340,169,169,,no,no,Han-na Chang,27,USA,USA,186,,-1,,,,no
341,340,340,,no,no,Miho Kuramochi,27,JPN,JPN,186,,-1,Brisbane 2 R32 189 255,,,yes
342,81,81,,no,no,Nina Stojanović,29,SRB,SRB,185,,-1,,,,no
343,290,290,,no,no,Ariana Geerlings,20,ESP,ESP,185,,-1,,,,no
344,315,315,,no,no,Alexandra Shubladze,20,RUS,RUS,185,,-1,Antalya 6 R32,,,yes
345,14,14,,no,no,Petra Martić,35,CRO,CRO,183,,-1,,,,no
346,345,345,,no,no,Mia Pohánková,17,SVK,SVK,183,,-1,,,,no
347,322,322,,no,no,Elena Malygina,25,EST,EST,183,,-1,,,,no
348,CH,348,,yes,no,Eryn Cayetano,24,USA,USA,183,,,,,,no
349,317,317,,no,no,Julieta Pareja,16,USA,USA,182,,,,,,no
350,340,340,,no,no,Monika Ekstrand,18,USA,USA,182,,,,,,no
351,136,136,,no,no,Gabriela Lee,30,ROU,ROU,182,,+1,,,,no
352,338,338,,no,no,Natalija Senić,23,SRB,SRB,182,,+1,Antalya 6 R32,,,yes
353,NCH (362),353,362,yes,yes,Hibah Shaikh,23,USA,USA,181,+11,+8,Pune R16 188 247,,,yes
354,47,47,,no,no,Yafan Wang,31,CHN,CHN,180,,,,,,no
355,173,173,,no,no,Aliona Falei,21,BLR,BLR,180,,,,,,no
356,2,2,,no,no,Vera Zvonareva,41,RUS,RUS,178,+95,+224,Doha R32 (R64 )**Qual. Doha W**233 1113,,,yes
357,114,114,,no,no,Sijia Wei,22,CHN,CHN,178,,-1,,,,no
358,203,203,,no,no,Carlota Martinez Cirez,24,ESP,ESP,177,,-1,Antalya 6 R32,,,yes
359,150,150,,no,no,En-shuo Liang,25,TWN,TWN,177,,+3,,Lost in Qual. Oeiras R2,,no
360,65,65,,no,no,Erika Andreeva,21,RUS,RUS,175,-32,-19,Pune R32 183 249,,,yes
361,NCH (368),361,368,yes,yes,Eva Bennemann,18,GER,GER,175,+7,+4,,Lost in Sheffield R16,,no
362,196,196,,no,no,Kristina Dmitruk,22,BLR,BLR,174,,-4,,,,no
363,143,143,,no,no,Nastasja Schunk,22,GER,GER,174,,-3,,,,no
364,320,320,,no,no,Jenny Duerst,26,SUI,SUI,174,,-3,,,,no
365,183,183,,no,no,Giorgia Pedone,21,ITA,ITA,173,,-3,Antalya 6 R32,,,yes
366,363,363,,no,no,Haley Giavara,25,USA,USA,173,,-3,,,,no
367,82,82,,no,no,Emina Bektas,32,USA,USA,172,,-2,,,,no
368,149,149,,no,no,Martina Capurro Taborda,28,ARG,ARG,171,,-1,,,,no
369,305,305,,no,no,Martha Matoula,28,GRE,GRE,170,,,,,,no
370,237,237,,no,no,Wushuang Zheng,27,CHN,CHN,169,,,,,,no
371,359,359,,no,no,Ane Mintegi Del Olmo,22,ESP,ESP,169,,,Antalya 6 R32,,,yes
372,NCH (374),372,374,yes,yes,Yasmine Kabbaj,22,MAR,MAR,168,+2,+1,Pune R32**Qual. Pune W**177 243,,,yes
373,372,372,,no,no,Amandine Monnot,24,FRA,FRA,168,,-1,,,,no
374,347,347,,no,no,Elena Micic,21,AUS,AUS,167,,-1,Brisbane 2 R32 175 241,,,yes
375,60,60,,no,no,Çağla Büyükakçay,36,TUR,TUR,167,,,,,,no
376,296,296,,no,no,Eri Shimizu,27,JPN,JPN,166,+17,+6,Pune R16 173 232,,,yes
377,283,283,,no,no,Caijsa Hennemann,24,SWE,SWE,166,,,,,,no
378,83,83,,no,no,Zhuoxuan Bai,23,CHN,CHN,165,,,,,,no
379,181,181,,no,no,Darya Astakhova,24,RUS,RUS,165,,,Antalya 6 R32,,,yes
380,365,365,,no,no,Lucciana Perez Alarcon,20,PER,PER,165,,,,,,no
381,376,376,,no,no,Alina Granwehr,22,SUI,SUI,165,,,,,,no
382,322,322,,no,no,Tatiana Pieri,26,ITA,ITA,164,,+1,,,,no
383,310,310,,no,no,Miriana Tona,31,ITA,ITA,164,,+1,,,,no
384,69,69,,no,no,Dalila Jakupović,34,SLO,SLO,164,+5,+3,**Qual. Oeiras W**,,,yes
385,104,104,,no,no,Irina Bara,30,ROU,ROU,162,-9,-4,,,,no
386,353,353,,no,no,Kira Pavlova,21,RUS,RUS,162,,,,,,no
387,151,151,,no,no,Mariam Bolkvadze,28,GEO,GEO,161,-58,-32,,,,no
388,365,365,,no,no,Diletta Cherubini,23,ITA,ITA,161,,-1,Pune R32 166 232,,,yes
389,292,292,,no,no,Zhibek Kulambayeva,25,KAZ,KAZ,161,,-1,,,,no
390,199,199,,no,no,Naiktha Bains,28,GBR,GBR,161,+15,+6,,Lost in Sheffield R16 Lost in Qual. Oeiras R2,,no
391,343,343,,no,no,Saki Imamura,23,JPN,JPN,161,,-1,,,,no
392,342,342,,no,no,Sandra Samir,28,EGY,EGY,161,,-1,,Lost in Sharm El Sheikh 2 R16,,no
393,262,262,,no,no,Victoria Hu,23,USA,USA,160,,-1,,,,no
394,357,357,,no,no,Denislava Glushkova,22,BUL,BUL,160,-12,-5,Antalya 6 R32,,,yes
395,348,348,,no,no,Ikumi Yamazaki,24,JPN,JPN,159,,-1,,,,no
396,357,357,,no,no,Cristina Diaz Adrover,20,ESP,ESP,158,,-1,,,,no
397,85,85,,no,no,Jodie Burrage,26,GBR,GBR,156,,+1,,,,no
398,35,35,,no,no,Madison Brengle,35,USA,USA,156,,+1,,,,no
399,280,280,,no,no,Ekaterina Kazionova,27,RUS,RUS,156,,+1,Qual. Grenoble R2,,,yes
400,NCH (402),400,402,yes,yes,Angelina Voloshchuk,18,POR,POR,156,+2,+1,Oeiras R32 170 280,,,yes
401,154,154,,no,no,Amandine Hesse,33,FRA,FRA,155,,,,,,no
402,175,175,,no,no,Ayano Shimizu,27,JPN,JPN,155,,+1,,,,no
403,210,210,,no,no,Gergana Topalova,25,BUL,BUL,155,,+1,Antalya 6 R32,,,yes
404,231,231,,no,no,Valeriya Strakhova,30,UKR,UKR,154,,+3,,,,no
405,314,314,,no,no,Yasmine Mansouri,24,FRA,FRA,154,-8,-3,,Lost in Qual. Oeiras R1,,no
406,40,40,,no,no,Tereza Martincová,31,CZE,CZE,153,+7,+3,**Qual. Prague W**,,,yes
407,186,186,,no,no,Sofia Shapatava,37,GEO,GEO,153,,+2,Antalya 6 R32,Lost in Antalya 5 R16,,yes
408,399,399,,no,no,Vittoria Paganetti,19,ITA,ITA,152,,+2,,Lost in Sheffield R32,,no
409,355,355,,no,no,Alexis Blokhina,21,USA,USA,152,-24,-10,,,,no
410,351,351,,no,no,Astrid Lew Yan Foon,20,FRA,FRA,151,+4,+1,**Qual. Grenoble W**,,,yes
411,253,253,,no,no,Sapfo Sakellaridi,22,GRE,GRE,151,,+1,,Lost in Monastir 6 R32,,no
412,371,371,,no,no,Antonia Schmidt,24,GER,GER,151,-16,-7,,,,no
413,347,347,,no,no,Martina Colmegna,29,ITA,ITA,149,-5,-4,Antalya 6 R32,,,yes
414,392,392,,no,no,Weronika Ewald,19,POL,POL,149,,+3,,Lost in Qual. Grenoble R2,,no
415,56,56,,no,no,Patricia Maria Țig,31,ROU,ROU,148,,-1,,,,no
416,216,216,,no,no,Victoria Rodríguez,30,MEX,MEX,147,,+3,,,,no
417,293,293,,no,no,Zongyu Li,22,CHN,CHN,146,-1,-3,,,,no
418,200,200,,no,no,Sofya Lansere,25,RUS,RUS,146,,+2,,,,no
419,372,372,,no,no,Martina Okáľová,28,SVK,SVK,145,,+2,,,,no
420,395,395,,no,no,Zuzanna Pawlikowska,20,POL,POL,145,+3,+2,Pune R32**Qual. Pune W**154 220,,,yes
421,250,250,,no,no,Nicole Fossa Huergo,30,ARG,ARG,144,,+1,,,,no
422,110,110,,no,no,Ylena In-Albon,26,SUI,SUI,144,-11,-7,,Lost in Qual. Oeiras R1,,no
423,347,347,,no,no,Emily Appleton,26,GBR,GBR,143,-17,-11,,Lost in Qual. Oeiras R1,,no
424,226,226,,no,no,Momoko Kobori,27,JPN,JPN,142,,+1,,,,no
425,265,265,,no,no,Priska Nugroho,22,INA,INA,140,,+2,,Lost in Pune R32,,no
426,284,284,,no,no,Sahaja Yamalapalli,25,IND,IND,140,,+2,Pune R32 148 214,,,yes
427,NCH (429),427,429,yes,yes,Hayu Kinoshita,19,JPN,JPN,140,,+2,Brisbane 2 R32 148 214,,,yes
428,190,190,,no,no,Maria Mateas,26,USA,USA,139,,+2,,,,no
429,291,291,,no,no,Alana Smith,26,USA,USA,138,,+2,,,,no
430,162,162,,no,no,Jiajing Lu,36,CHN,CHN,138,-4,-3,,,,no
431,396,396,,no,no,Antonia Vergara Rivera,19,CHI,CHI,138,,+1,Antalya 6 R32,,,yes
432,254,254,,no,no,Misaki Matsuda,27,JPN,JPN,138,+2,+2,,Lost in Qual. Pune R2,,no
433,CH,433,,yes,no,Kristiana Sidorova,19,RUS,RUS,137,,,,Lost in Qual. Pune R2,,no
434,219,219,,no,no,Alice Tubello,25,FRA,FRA,136,+1,+1,Grenoble R32 141 185,,,yes
435,NCH (436),435,436,yes,yes,Lamis Alhussein Abdel Aziz,27,EGY,EGY,136,+5,+3,,Lost in Sharm El Sheikh 2 SF,,no
436,4,4,,no,no,Caroline Garcia,32,FRA,FRA,135,-65,-116,,,,no
437,392,392,,no,no,Amelia Rajecki,23,GBR,GBR,135,+37,+21,,Lost in Sheffield F,,no
438,431,431,,no,no,Alicia Dudeney,22,GBR,GBR,135,,-2,,Lost in Sheffield R32,,no
439,296,296,,no,no,Aneta Kučmová,25,CZE,CZE,134,+5,+3,**Qual. Prague W**,,,yes
440,304,304,,no,no,Andreea Prisăcariu,26,ROU,ROU,133,,-2,Antalya 6 R32,,,yes
441,430,430,,no,no,Victoria Allen,24,GBR,GBR,133,,-2,,Lost in Sheffield R32,,no
442,400,400,,no,no,Anastasia Abbagnato,22,ITA,ITA,132,,-1,,,,no
443,421,421,,no,no,Patcharin Cheapchandej,31,THA,THA,132,,-1,,,,no
444,435,435,,no,no,Aunchisa Chanta,23,THA,THA,132,,-1,,,,no
445,430,430,,no,no,Yufei Ren,19,CHN,CHN,129,+4,+2,,Lost in Sharm El Sheikh 2 QF,,no
446,144,144,,no,no,Leonie Küng,25,SUI,SUI,128,,+2,,,,no
447,379,379,,no,no,Federica Urgesi,21,ITA,ITA,128,+16,+7,Qual. Grenoble R2,Lost in Sheffield QF 129 129,,yes
448,157,157,,no,no,Lucija Ćirić Bagarić,22,CRO,CRO,128,+7,+3,,Lost in Sheffield R32 Lost in Qual. Oeiras R2,,no
449,361,361,,no,no,Stephanie Visscher,26,NED,NED,127,-4,-4,,Lost in Sheffield R32,,no
450,442,442,,no,no,Jasmijn Gimbrère,24,NED,NED,127,+3,+1,,Lost in Qual. Pune R2,,no
451,32,32,,no,no,Sara Sorribes Tormo,29,ESP,ESP,126,+3,+1,,Lost in Qual. Oeiras R1,,no
452,158,158,,no,no,Ekaterina Makarova,29,RUS,RUS,126,-6,-4,,,,no
453,379,379,,no,no,Thaisa Grana Pedretti,26,BRA,BRA,126,,-2,,,,no
454,266,266,,no,no,Mariia Tkacheva,24,RUS,RUS,126,,-2,,,,no
455,200,200,,no,no,Tena Lukas,30,CRO,CRO,126,-8,-3,Qual. Antalya 6 R3,,,yes
456,445,445,,no,no,Britt Du Pree,19,NED,NED,125,-6,-2,,,,no
457,418,418,,no,no,Julia Adams,26,USA,USA,125,,-1,,Lost in Monastir 6 R16,,no
458,414,414,,no,no,Angella Okutoyi,22,KEN,KEN,124,,-1,,,,no
459,346,346,,no,no,Natsumi Kawaguchi,23,JPN,JPN,124,,-1,Brisbane 2 R32 132 198,,,yes
460,421,421,,no,no,Ranah Stoiber,20,GBR,GBR,123,,-1,,Lost in Sheffield R32,,no
461,455,455,,no,no,Mell Reasco González,23,ECU,ECU,123,,-1,,,,no
462,437,437,,no,no,Fernanda Labrana,26,CHI,CHI,123,,-1,,,,no
463,26,26,,no,no,Lauren Davis,32,USA,USA,121,-39,-21,,,,no
464,442,442,,no,no,Emily Seibold,26,GER,GER,121,,,,,,no
465,395,395,,no,no,Lisa Zaar,25,SWE,SWE,120,,+3,,,,no
466,294,294,,no,no,Madison Sieg,22,USA,USA,119,-29,-14,,,,no
467,397,397,,no,no,Mathilde Lollia,25,FRA,FRA,118,,+3,,Lost in Qual. Grenoble R1,,no
468,143,143,,no,no,Valentini Grammatikopoulou,29,GRE,GRE,118,+1,-2,,,,no
469,404,404,,no,no,Mina Hodzic,23,GER,GER,117,,+2,,,,no
470,434,434,,no,no,Meiqi Guo,26,CHN,CHN,117,-5,-3,,,,no
471,363,363,,no,no,Nahia Berecoechea,21,FRA,FRA,116,-5,-4,Grenoble R32 121 165,,,yes
472,355,355,,no,no,Vaidehi Chaudhari,25,IND,IND,116,+1,+1,,Lost in Pune R32,,no
473,CH,473,,yes,no,Carla Markus,19,ARG,ARG,114,,+2,,,,no
474,CH,474,,yes,no,Luca Udvardy,20,HUN,HUN,114,,+2,,,,no
475,NCH (477),475,477,yes,yes,Maria Martinez Vaquero,24,ESP,ESP,114,,+2,,,,no
476,190,190,,no,no,Berfu Cengiz,26,TUR,TUR,113,+12,+2,,Lost in Qual. Doha R1,,no
477,403,403,,no,no,Ruth Roura Llaverias,20,ESP,ESP,113,,+1,,,,no
478,352,352,,no,no,Ella Mcdonald,20,GBR,GBR,113,,+1,,,,no
479,NCH (481),479,481,yes,yes,Isis Louise van Den Broek,20,NED,NED,113,,+2,,,,no
480,317,317,,no,no,Ilinca Amariei,23,ROU,ROU,113,,+2,,,,no
481,127,127,,no,no,Fangzhou Liu,30,CHN,CHN,113,,+2,,,,no
482,137,137,,no,no,Robin Anderson,32,USA,USA,113,,+2,,,,no
483,367,367,,no,no,Ayumi Koshiishi,25,JPN,JPN,112,,+3,,,,no
484,353,353,,no,no,Mayu Crossley,19,JPN,JPN,112,,+3,,,,no
485,464,464,,no,no,Varvara Panshina,19,RUS,RUS,112,-13,-4,,Lost in Qual. Pune R2,,no
486,CH,486,,yes,no,Tahlia Kokkinis,17,AUS,AUS,111,,+3,,,,no
487,466,466,,no,no,Ema Burgić Bucko,33,BIH,BIH,111,,+3,,,,no
488,479,479,,no,no,Sara Dols,20,ESP,ESP,111,,+3,,,,no
489,240,240,,no,no,Weronika Falkowska,25,POL,POL,110,+51,+14,**Monastir 6 W**,,,yes
490,465,465,,no,no,Ekaterina Khayrutdinova,21,RUS,RUS,110,,+2,,,,no
491,456,456,,no,no,Alessandra Mazzola,26,ITA,ITA,109,,+4,,,,no
492,456,456,,no,no,Maria Urrutia,24,ARG,ARG,109,,+4,,,,no
493,403,403,,no,no,Radka Zelníčková,22,SVK,SVK,109,-26,-11,,Lost in Monastir 6 R16,,no
494,169,169,,no,no,Yuki Naito,24,JPN,JPN,109,,+3,Brisbane 2 R32 117 183,,,yes
495,475,475,,no,no,Marie Vogt,21,GER,GER,109,-2,-1,,Lost in Sheffield R32 Lost in Qual. Prague R2,,no
496,NCH (497),496,497,yes,yes,Yelyzaveta Kotliar,19,UKR,UKR,108,+21,+5,Qual. Antalya 6 R3,Lost in Antalya 5 SF,,yes
497,485,485,,no,no,Jiaqi Wang,23,CHN,CHN,108,,+1,,Lost in Monastir 6 R16,,no
498,NCH (499),498,499,yes,yes,Ena Koike,19,JPN,JPN,108,,+1,,,,no
499,448,448,,no,no,Camilla Zanolini,22,ITA,ITA,108,,+1,,Lost in Sharm El Sheikh 2 R32,,no
500,482,482,,no,no,Josy Daems,19,GER,GER,108,,+1,,Lost in Sheffield R32,,no
501,205,205,,no,no,Xinxin Yao,22,CHN,CHN,107,+4,+1,**Qual. Grenoble W**,,,yes
502,179,179,,no,no,Anastasia Kulikova,25,FIN,FIN,107,-8,-2,,,,no
503,413,413,,no,no,Joelle Steur,21,GER,GER,107,-41,-15,,,,no
504,221,221,,no,no,Shiho Akita,36,JPN,JPN,107,,-2,,,,no
505,427,427,,no,no,Anja Stanković,20,SRB,SRB,107,,-2,,,,no
506,380,380,,no,no,Oana Georgeta Simion,29,ROU,ROU,107,,-2,,,,no
507,453,453,,no,no,Yaroslava Bartashevich,20,FRA,FRA,106,,-1,Grenoble R32 111 155,,,yes
508,435,435,,no,no,Jenny Lim,21,FRA,FRA,106,+2,+2,,Lost in Monastir 6 QF,,no
509,440,440,,no,no,Noemi Basiletti,19,ITA,ITA,106,,-2,,Lost in Qual. Grenoble R2,,no
510,503,503,,no,no,Sarah van Emst,21,NED,NED,106,,-1,,,,no
511,466,466,,no,no,Alice Gillan,27,GBR,GBR,105,-3,-1,,Lost in Sheffield R32,,no
512,296,296,,no,no,Daria Lodikova,29,RUS,RUS,104,+11,+3,,Lost in Antalya 5 QF Lost in Qual. Antalya 6 R2,,no
513,331,331,,no,no,Georgia Crăciun,26,ROU,ROU,104,,-1,,,,no
514,405,405,,no,no,Pia Lovrič,23,SLO,SLO,104,,-1,,,,no
515,NCH (534),515,534,yes,yes,Maria Teixido Garcia,25,ESP,ESP,104,+34,+10,,Lost in Monastir 6 F,,no
516,514,514,,no,no,Sofia Cabezas Dominguez,24,VEN,VEN,104,,-2,,,,no
517,515,515,,no,no,Lidia Encheva,19,BUL,BUL,104,,-2,Qual. Prague R2 106 106,,,yes
518,342,342,,no,no,Maria Kozyreva,26,RUS,RUS,103,,-2,,,,no
519,516,516,,no,no,Gina Dittmann,23,GER,GER,103,,-1,,,,no
520,427,427,,no,no,Ariana Arseneault,23,CAN,CAN,102,+9,+3,Qual. Prague R2,Lost in Sheffield R16 105 105,,yes
521,163,163,,no,no,İpek Öz,26,TUR,TUR,102,+5,+2,,Lost in Sheffield R16 Lost in Qual. Prague R2,,no
522,395,395,,no,no,Maria Sara Popa,20,ROU,ROU,102,,-2,,,,no
523,494,494,,no,no,Anna Hertel,25,POL,POL,102,,-2,,Lost in Monastir 6 R16,,no
524,188,188,,no,no,Sayaka Ishii,20,JPN,JPN,101,,-2,,,,no
525,410,410,,no,no,Ekaterina Ovcharenko,25,RUS,RUS,101,-6,-1,,,,no
526,366,366,,no,no,Ekaterina Maklakova,21,RUS,RUS,101,+8,+3,Pune R32**Qual. Pune W**110 176,,,yes
527,463,463,,no,no,Rasheeda Mcadoo,30,USA,USA,101,,-3,,,,no
528,523,523,,no,no,Mio Mushika,20,JPN,JPN,101,,-3,,,,no
529,513,513,,no,no,Arianna Zucchini,22,ITA,ITA,100,+3,+2,,Lost in Monastir 6 QF,,no
530,456,456,,no,no,Ana Candiotto,21,BRA,BRA,100,,-3,,Lost in Qual. Grenoble R1,,no
531,479,479,,no,no,Rada Zolotareva,17,RUS,RUS,100,,-3,Qual. Antalya 6 R3,,,yes
532,515,515,,no,no,Julie Paštiková,17,CZE,CZE,99,,-2,,,,no
533,489,489,,no,no,Eva Voracek,26,GER,GER,99,,-2,Qual. Antalya 6 R3,Lost in Antalya 5 R16,,yes
534,532,532,,no,no,Alana Subasic,18,AUS,AUS,98,,-1,Brisbane 2 R32 106 172,,,yes
535,143,143,,no,no,Deborah Chiesa,29,ITA,ITA,98,+2,+1,Qual. Grenoble R2 99 99,,,yes
536,424,424,,no,no,Sara Daavettila,28,USA,USA,98,-51,-15,,,,no
537,523,523,,no,no,Jaeda Daniel,26,USA,USA,98,,-2,,,,no
538,2,2,,no,no,Petra Kvitová,35,CZE,CZE,97,,-2,,,,no
539,356,356,,no,no,Ying Zhang,29,CHN,CHN,97,,-1,Brisbane 2 R32 105 171,,,yes
540,491,491,,no,no,Jessica Bertoldo,33,ITA,ITA,96,,+1,Qual. Antalya 6 R3,Lost in Antalya 5 R32,,yes
541,352,352,,no,no,Haruna Arakawa,26,JPN,JPN,96,,+1,,,,no
542,503,503,,no,no,Katerina Tsygourova,25,SUI,SUI,96,-3,-1,**Qual. Prague W**,,,yes
543,457,457,,no,no,Arina Bulatova,19,RUS,RUS,96,,,Qual. Antalya 6 R3,,,yes
544,71,71,,no,no,Vitalia Diatchenko,35,RUS,RUS,95,,+1,,,,no
545,328,328,,no,no,Lian Tran,23,NED,NED,95,-65,-18,,,,no
546,461,461,,no,no,Luiza Fullana,24,BRA,BRA,95,,,,Lost in Qual. Sheffield R1 Lost in Qual. Grenoble R1,,no
547,389,389,,no,no,Malaika Rapolu,22,USA,USA,94,,,,,,no
548,29,29,,no,no,Urszula Radwańska,35,POL,POL,94,,,Qual. Grenoble R2 95 95,,,yes
549,339,339,,no,no,Diana Martynov,24,FRA,FRA,93,,+1,,Lost in Qual. Grenoble R1,,no
550,317,317,,no,no,Ashley Lahey,26,USA,USA,93,,+1,,,,no
551,1,1,,no,no,Venus Williams,45,USA,USA,92,,+1,,,,no
552,300,300,,no,no,Émeline Dartron,25,FRA,FRA,92,-41,-12,,,,no
553,527,527,,no,no,Draginja Vuković,25,SRB,SRB,92,,,,,,no
554,551,551,,no,no,Laura Mair,23,ITA,ITA,92,,,,,,no
555,NCH (559),555,559,yes,yes,Isabella Serban,19,ITA,ITA,92,+8,+3,**Qual. Prague W**,,,yes
556,284,284,,no,no,Sara Cakarevic,28,FRA,FRA,91,+5,+2,**Qual. Grenoble W**,,,yes
557,359,359,,no,no,Ksenia Zaytseva,21,RUS,RUS,91,,-2,,,,no
558,485,485,,no,no,Boyoung Jeong,22,KOR,KOR,91,,+1,Brisbane 2 R32 99 165,,,yes
559,513,513,,no,no,Daria Egorova,18,RUS,RUS,91,,-3,,,,no
560,132,132,,no,no,Jamie Loeb,30,USA,USA,90,,-3,,,,no
