tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2026-brisbane,Brisbane,Hard,,P,20260104,27,114904,,,Aliaksandra Sasnovich,,,,,359411,,,Clara Tauson,,,,,6-2 6-3,3,R32,,2,2,,,,,,,,3,4,,,,,,,,114,685,12,2770
2026-brisbane,Brisbane,Hard,,P,20260104,28,286370,,,Liudmila Samsonova,,,,,993262,,,Emerson Jones,,,,,6-4 6-1,3,R32,,3,0,,,,,,,,2,4,,,,,,,,17,2209,150,492
2026-brisbane,Brisbane,Hard,,P,20260104,29,187314,,,Linda Noskova,,,,,362890,,,Magdalena Frech,,,,,6-7 6-4 6-4,3,R32,,11,10,,,,,,,,12,4,,,,,,,,13,2641,58,1051
2026-brisbane,Brisbane,Hard,,P,20260104,30,727666,,,Mirra Andreeva,,,,,397015,,,Olivia Gadecki,,,,,4-6 6-1 6-2,3,R32,,4,7,,,,,,,,2,3,,,,,,,,9,4319,209,350
2026-brisbane,Brisbane,Hard,,P,20260104,31,756180,,,Marta Kostyuk,,,,,133650,,,Yulia Putintseva,,,,,6-7 6-1 6-0,3,R32,,4,1,,,,,,,,0,1,,,,,,,,26,1659,71,924
2026-brisbane,Brisbane,Hard,,P,20260104,32,324536,,,Amanda Anisimova,,,,,851560,,,Kimberly Birrell,,,,,6-1 6-3,3,R32,,4,1,,,,,,,,0,5,,,,,,,,4,6287,98,802
2026-brisbane,Brisbane,Hard,,P,20260104,33,716715,,,Aryna Sabalenka,,,,,600745,,,Sorana Cirstea,,,,,6-3 6-3,3,R16,,2,1,,,,,,,,2,1,,,,,,,,1,10870,43,1243
2026-brisbane,Brisbane,Hard,,P,20260104,34,350535,,,Elena Rybakina,,,,,695399,,,Paula Badosa,,,,,6-3 6-2,3,R16,,3,0,,,,,,,,6,9,,,,,,,,5,5850,25,1676
2026-brisbane,Brisbane,Hard,,P,20260104,35,563551,,,Karolina Muchova,,,,,558914,,,Ekaterina Alexandrova,,,,,6-4 7-5,3,R16,,9,1,,,,,,,,2,1,,,,,,,,19,1996,10,3375
2026-brisbane,Brisbane,Hard,,P,20260104,36,731934,,,Madison Keys,,,,,425446,,,Diana Shnaider,,,,,6-7 7-6 7-6,3,R16,,9,3,,,,,,,,1,4,,,,,,,,7,4335,21,1866
2026-brisbane,Brisbane,Hard,,P,20260104,37,286370,,,Liudmila Samsonova,,,,,114904,,,Aliaksandra Sasnovich,,,,,6-4 6-4,3,R16,,1,3,,,,,,,,0,3,,,,,,,,17,2209,114,685
2026-brisbane,Brisbane,Hard,,P,20260104,38,814118,,,Jessica Pegula,,,,,813190,,,Dayana Yastremska,,,,,5-7 6-2 6-3,3,R16,,5,4,,,,,,,,5,10,,,,,,,,6,5583,27,1604
2026-brisbane,Brisbane,Hard,,P,20260104,39,756180,,,Marta Kostyuk,,,,,324536,,,Amanda Anisimova,,,,,6-4 6-3,3,R16,,6,4,,,,,,,,2,5,,,,,,,,26,1659,4,6287
2026-brisbane,Brisbane,Hard,,P,20260104,40,727666,,,Mirra Andreeva,,,,,187314,,,Linda Noskova,,,,,5-7 6-4 7-5,3,R16,,9,3,,,,,,,,6,9,,,,,,,,9,4319,13,2641
2026-brisbane,Brisbane,Hard,,P,20260104,41,563551,,,Karolina Muchova,,,,,350535,,,Elena Rybakina,,,,,6-2 2-6 6-4,3,QF,,3,0,,,,,,,,9,7,,,,,,,,19,1996,5,5850
2026-brisbane,Brisbane,Hard,,P,20260104,42,716715,,,Aryna Sabalenka,,,,,731934,,,Madison Keys,,,,,6-3 6-3,3,QF,,5,2,,,,,,,,4,8,,,,,,,,1,10870,7,4335
2026-brisbane,Brisbane,Hard,,P,20260104,43,814118,,,Jessica Pegula,,,,,286370,,,Liudmila Samsonova,,,,,6-3 7-6,3,QF,,4,2,,,,,,,,8,7,,,,,,,,6,5583,17,2209
2026-brisbane,Brisbane,Hard,,P,20260104,44,756180,,,Marta Kostyuk,,,,,727666,,,Mirra Andreeva,,,,,7-6 6-3,3,QF,,2,2,,,,,,,,1,5,,,,,,,,26,1659,9,4319
2026-brisbane,Brisbane,Hard,,P,20260104,45,716715,,,Aryna Sabalenka,,,,,563551,,,Karolina Muchova,,,,,6-3 6-4,3,SF,,5,1,,,,,,,,6,1,,,,,,,,1,10870,19,1996
2026-brisbane,Brisbane,Hard,,P,20260104,46,756180,,,Marta Kostyuk,,,,,814118,,,Jessica Pegula,,,,,6-0 6-3,3,SF,,4,1,,,,,,,,0,0,,,,,,,,26,1659,6,5583
2026-brisbane,Brisbane,Hard,,P,20260104,47,716715,,,Aryna Sabalenka,,,,,756180,,,Marta Kostyuk,,,,,6-4 6-3,3,F,,1,0,,,,,,,,3,3,,,,,,,,1,10870,26,1659
2026-adelaide,Adelaide,Hard,,P,20260112,1,804248,,,Emma Navarro,,,,,993262,,,Emerson Jones,,,,,6-3 6-3,3,R32,,1,5,,,,,,,,0,5,,,,,,,,15,2515,150,492
2026-adelaide,Adelaide,Hard,,P,20260112,2,844223,,,Victoria Mboko,,,,,692146,,,Beatriz Haddad Maia,,,,,5-7 6-3 6-2,3,R32,,4,5,,,,,,,,2,5,,,,,,,,18,2157,57,1052
2026-adelaide,Adelaide,Hard,,P,20260112,3,389789,,,Ajla Tomljanovic,,,,,359411,,,Clara Tauson,,,,,7-6,3,R32,,0,6,,,,,,,,5,0,,,,,,,,80,844,12,2770
2026-adelaide,Adelaide,Hard,,P,20260112,4,393113,,,Anna Kalinskaya,,,,,275310,,,Elena-Gabriela Ruse,,,,,6-0 6-3,3,R32,,1,1,,,,,,,,0,6,,,,,,,,33,1461,88,825
2026-adelaide,Adelaide,Hard,,P,20260112,5,369605,,,Marie Bouzkova,,,,,695399,,,Paula Badosa,,,,,3-6 6-3 6-4,3,R32,,3,1,,,,,,,,5,8,,,,,,,,42,1260,25,1676
2026-adelaide,Adelaide,Hard,,P,20260112,6,885728,,,Jaqueline  Cristian,,,,,558914,,,Ekaterina Alexandrova,,,,,6-4 6-4,3,R32,,1,3,,,,,,,,2,7,,,,,,,,39,1324,10,3375
2026-adelaide,Adelaide,Hard,,P,20260112,7,626163,,,Daria Kasatkina,,,,,710062,,,Maria Sakkari,,,,,7-6 6-4,3,R32,,3,6,,,,,,,,1,2,,,,,,,,37,1334,51,1116
2026-adelaide,Adelaide,Hard,,P,20260112,8,425446,,,Diana Shnaider,,,,,914953,,,Leylah Fernandez,,,,,7-5 6-3,3,R32,,2,7,,,,,,,,2,4,,,,,,,,21,1866,22,1821
2026-adelaide,Adelaide,Hard,,P,20260112,9,851560,,,Kimberly Birrell,,,,,651611,,,Anastasia Potapova,,,,,6-4 6-4,3,R32,,0,3,,,,,,,,0,5,,,,,,,,98,802,50,1131
2026-adelaide,Adelaide,Hard,,P,20260112,10,339700,,,Marketa Vondrousova,,,,,286370,,,Liudmila Samsonova,,,,,6-1 4-6 6-2,3,R32,,9,4,,,,,,,,3,10,,,,,,,,34,1445,17,2209
2026-adelaide,Adelaide,Hard,,P,20260112,11,690300,,,Maya Joint,,,,,549141,,,Sofia Kenin,,,,,7-6 6-4,3,R32,,5,1,,,,,,,,6,4,,,,,,,,32,1539,28,1589
2026-adelaide,Adelaide,Hard,,P,20260112,12,922335,,,Tereza Valentova,,,,,762485,,,Jelena Ostapenko,,,,,7-5 3-2,3,R32,,6,1,,,,,,,,3,6,,,,,,,,60,1039,23,1800
2026-adelaide,Adelaide,Hard,,P,20260112,13,133650,,,Yulia Putintseva,,,,,425404,,,Dalma Galfi,,,,,6-4 6-4,3,R32,,2,3,,,,,,,,4,5,,,,,,,,71,924,99,795
2026-adelaide,Adelaide,Hard,,P,20260112,14,344482,,,Katerina Siniakova,,,,,813190,,,Dayana Yastremska,,,,,6-0 6-1,3,R32,,3,3,,,,,,,,1,3,,,,,,,,48,1172,27,1604
2026-adelaide,Adelaide,Hard,,P,20260112,15,844223,,,Victoria Mboko,,,,,393113,,,Anna Kalinskaya,,,,,6-2 3-6 7-6,3,R16,,4,5,,,,,,,,1,3,,,,,,,,18,2157,33,1461
2026-adelaide,Adelaide,Hard,,P,20260112,16,727666,,,Mirra Andreeva,,,,,369605,,,Marie Bouzkova,,,,,6-3 6-1,3,R16,,2,2,,,,,,,,0,1,,,,,,,,9,4319,42,1260
2026-adelaide,Adelaide,Hard,,P,20260112,17,851560,,,Kimberly Birrell,,,,,339700,,,Marketa Vondrousova,,,,,,3,R16,,,,,,,,,,,,,,,,,,,,107,726,34,1386
2026-adelaide,Adelaide,Hard,,P,20260112,18,885728,,,Jaqueline  Cristian,,,,,626163,,,Daria Kasatkina,,,,,6-4 6-0,3,R16,,2,3,,,,,,,,0,9,,,,,,,,39,1324,37,1334
2026-adelaide,Adelaide,Hard,,P,20260112,19,731934,,,Madison Keys,,,,,922335,,,Tereza Valentova,,,,,6-4 6-1,3,R16,,3,9,,,,,,,,1,2,,,,,,,,9,4003,60,1036
2026-adelaide,Adelaide,Hard,,P,20260112,20,425446,,,Diana Shnaider,,,,,344482,,,Katerina Siniakova,,,,,6-1 2-6 7-5,3,R16,,2,6,,,,,,,,0,2,,,,,,,,23,1818,46,1172
2026-adelaide,Adelaide,Hard,,P,20260112,21,804248,,,Emma Navarro,,,,,133650,,,Yulia Putintseva,,,,,6-1 6-4,3,R16,,2,3,,,,,,,,0,0,,,,,,,,15,2467,105,741
2026-adelaide,Adelaide,Hard,,P,20260112,22,690300,,,Maya Joint,,,,,389789,,,Ajla Tomljanovic,,,,,0-2,3,R16,,0,0,,,,,,,,0,1,,,,,,,,32,1490,76,851
2026-adelaide,Adelaide,Hard,,P,20260112,23,851560,,,Kimberly Birrell,,,,,885728,,,Jaqueline  Cristian,,,,,5-7 6-1 7-5,3,QF,,2,8,,,,,,,,3,4,,,,,,,,107,726,37,1324
2026-adelaide,Adelaide,Hard,,P,20260112,24,844223,,,Victoria Mboko,,,,,731934,,,Madison Keys,,,,,6-4 4-6 6-2,3,QF,,4,4,,,,,,,,9,4,,,,,,,,17,2157,9,4003
2026-adelaide,Adelaide,Hard,,P,20260112,25,425446,,,Diana Shnaider,,,,,804248,,,Emma Navarro,,,,,6-3 6-3,3,QF,,4,4,,,,,,,,0,5,,,,,,,,23,1818,15,2467
2026-adelaide,Adelaide,Hard,,P,20260112,26,727666,,,Mirra Andreeva,,,,,690300,,,Maya Joint,,,,,6-2 6-0,3,QF,,2,5,,,,,,,,0,3,,,,,,,,8,4232,32,1490
2026-adelaide,Adelaide,Hard,,P,20260112,27,844223,,,Victoria Mboko,,,,,851560,,,Kimberly Birrell,,,,,6-2 6-1,3,SF,,8,3,,,,,,,,0,3,,,,,,,,17,2157,107,726
2026-adelaide,Adelaide,Hard,,P,20260112,28,727666,,,Mirra Andreeva,,,,,425446,,,Diana Shnaider,,,,,6-3 6-2,3,SF,,3,5,,,,,,,,0,1,,,,,,,,8,4232,23,1818
2026-adelaide,Adelaide,Hard,,P,20260112,29,727666,,,Mirra Andreeva,,,,,844223,,,Victoria Mboko,,,,,6-3 6-1,3,F,,1,1,,,,,,,,2,3,,,,,,,,8,4232,17,2157
2026-hobart,Hobart,Hard,,I,20260112,1,988957,,,Renata Zarazua,,,,,987862,,,Hailey Baptiste,,,,,6-7 6-3 6-3,3,R32,,1,1,,,,,,,,1,4,,,,,,,,79,851,61,1023
2026-hobart,Hobart,Hard,,I,20260112,2,410890,,,Taylah Preston,,,,,595819,,,Jessica Bouzas Maneiro,,,,,6-4 7-6,3,R32,,1,1,,,,,,,,3,5,,,,,,,,197,368,41,1262
2026-hobart,Hobart,Hard,,I,20260112,3,619460,,,Ann Li,,,,,421894,,,Katie Volynets,,,,,4-6 7-5 6-2,3,R32,,3,3,,,,,,,,0,2,,,,,,,,38,1334,93,810
2026-hobart,Hobart,Hard,,I,20260112,4,121013,,,Elisabetta Cocciaretto,,,,,332475,,,Ayano Shimizu,,,,,6-3 6-4,3,R32,,5,2,,,,,,,,2,1,,,,,,,,81,837,411,145
2026-hobart,Hobart,Hard,,I,20260112,5,519047,,,Solana Sierra,,,,,520895,,,Caty Mcnally,,,,,1-6 6-4 6-1,3,R32,,1,7,,,,,,,,1,2,,,,,,,,66,978,83,836
2026-hobart,Hobart,Hard,,I,20260112,6,923407,,,Olga Danilovic,,,,,421789,,,Mccartney Kessler,,,,,4-6 6-4 6-4,3,R32,,5,1,,,,,,,,4,6,,,,,,,,67,957,31,1558
2026-hobart,Hobart,Hard,,I,20260112,7,651454,,,Antonia Ruzic,,,,,741705,,,Emiliana Arango,,,,,7-5 6-1,3,R32,,1,2,,,,,,,,0,4,,,,,,,,73,913,49,1161
2026-hobart,Hobart,Hard,,I,20260112,8,610520,,,Anna Bondar,,,,,631483,,,Ella Seidel,,,,,6-0 6-1,3,R32,,6,0,,,,,,,,0,4,,,,,,,,75,900,84,833
2026-hobart,Hobart,Hard,,I,20260112,9,123538,,,Rebecca Sramkova,,,,,323630,,,Varvara Gracheva,,,,,6-4 4-6 6-2,3,R32,,8,6,,,,,,,,4,9,,,,,,,,72,914,77,887
2026-hobart,Hobart,Hard,,I,20260112,10,688846,,,Peyton Stearns,,,,,358837,,,Barbora Krejcikova,,,,,6-4 1-6 7-6,3,R32,,12,10,,,,,,,,7,8,,,,,,,,63,1013,65,989
2026-hobart,Hobart,Hard,,I,20260112,11,388459,,,Iva Jovic,,,,,797291,,,Janice Tjen,,,,,6-0 6-1,3,R32,,0,2,,,,,,,,2,1,,,,,,,,35,1423,53,1105
2026-hobart,Hobart,Hard,,I,20260112,12,362890,,,Magdalena Frech,,,,,973113,,,Elsa Jacquemot,,,,,6-4 6-0,3,R32,,4,3,,,,,,,,3,5,,,,,,,,58,1051,59,1044
2026-hobart,Hobart,Hard,,I,20260112,13,913730,,,Tatjana Maria,,,,,969718,,,Venus Williams,,,,,6-4 6-3,3,R32,,1,1,,,,,,,,1,5,,,,,,,,45,1229,577,80
2026-hobart,Hobart,Hard,,I,20260112,14,600494,,,Xinyu Wang,,,,,828867,,,Talia Gibson,,,,,6-2 6-3,3,R32,,5,2,,,,,,,,3,0,,,,,,,,56,1056,121,634
2026-hobart,Hobart,Hard,,I,20260112,15,121013,,,Elisabetta Cocciaretto,,,,,619460,,,Ann Li,,,,,1-6 7-5 7-5,3,R16,,0,4,,,,,,,,7,3,,,,,,,,81,837,38,1334
