tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2026-ostrava-wta-indoor,Ostrava WTA (indoor),Hard,,I,20260201,11,334255,,,Linda Fruhvirtova,,,,,531454,,,Mona Barthel,,,,,7-6 6-4,3,R32,,1,5,,,,,,,,3,7,,,,,,,,132,548,229,319
2026-ostrava-wta-indoor,Ostrava WTA (indoor),Hard,,I,20260201,12,123538,,,Rebecca Sramkova,,,,,964476,,,Valdmannova V.,,,,,6-2 6-3,3,R32,,3,4,,,,,,,,2,4,,,,,,,,73,914,321,201
2026-ostrava-wta-indoor,Ostrava WTA (indoor),Hard,,I,20260201,13,970027,,,Katie Boulter,,,,,930140,,,Lucie Havlickova,,,,,6-4 3-6 6-1,3,R32,,4,2,,,,,,,,6,4,,,,,,,,113,684,279,243
2026-ostrava-wta-indoor,Ostrava WTA (indoor),Hard,,I,20260201,14,988932,,,Viktorija Golubic,,,,,879393,,,Sinja Kraus,,,,,6-4 6-0,3,R32,,2,0,,,,,,,,0,3,,,,,,,,81,841,104,742
2026-ostrava-wta-indoor,Ostrava WTA (indoor),Hard,,I,20260201,15,421894,,,Katie Volynets,,,,,913730,,,Tatjana Maria,,,,,7-5 6-1,3,R16,,2,0,,,,,,,,3,3,,,,,,,,96,783,42,1232
2026-ostrava-wta-indoor,Ostrava WTA (indoor),Hard,,I,20260201,16,520895,,,Caty Mcnally,,,,,412476,,,Tereza Martincova,,,,,6-4 6-4,3,R16,,2,1,,,,,,,,1,3,,,,,,,,85,836,469,117
2026-ostrava-wta-indoor,Ostrava WTA (indoor),Hard,,I,20260201,17,663060,,,Alycia Parks,,,,,272544,,,Elina Avanesyan,,,,,6-4 6-2,3,R16,,9,3,,,,,,,,0,6,,,,,,,,99,770,149,491
2026-ostrava-wta-indoor,Ostrava WTA (indoor),Hard,,I,20260201,18,293685,,,Tamara Korpatsch,,,,,741705,,,Emiliana Arango,,,,,6-3 6-4,3,R16,,3,2,,,,,,,,0,0,,,,,,,,124,590,51,1149
2026-ostrava-wta-indoor,Ostrava WTA (indoor),Hard,,I,20260201,19,970027,,,Katie Boulter,,,,,988932,,,Viktorija Golubic,,,,,6-2 6-2,3,R16,,0,4,,,,,,,,1,4,,,,,,,,120,624,89,810
2026-ostrava-wta-indoor,Ostrava WTA (indoor),Hard,,I,20260201,20,334255,,,Linda Fruhvirtova,,,,,123538,,,Rebecca Sramkova,,,,,6-3 6-1,3,R16,,3,3,,,,,,,,2,4,,,,,,,,121,618,81,848
2026-ostrava-wta-indoor,Ostrava WTA (indoor),Hard,,I,20260201,21,515592,,,Nikola Bartunkova,,,,,192242,,,Fiona Ferro,,,,,6-4 3-6 6-1,3,R16,,8,5,,,,,,,,0,2,,,,,,,,126,582,369,168
2026-ostrava-wta-indoor,Ostrava WTA (indoor),Hard,,I,20260201,22,671871,,,Diane Parry,,,,,416641,,,Panna Udvardy,,,,,6-1 6-2,3,R16,,1,2,,,,,,,,0,4,,,,,,,,122,615,90,819
2026-ostrava-wta-indoor,Ostrava WTA (indoor),Hard,,I,20260201,23,421894,,,Katie Volynets,,,,,663060,,,Alycia Parks,,,,,5-7 6-4 6-2,3,QF,,1,0,,,,,,,,10,13,,,,,,,,96,783,85,830
2026-ostrava-wta-indoor,Ostrava WTA (indoor),Hard,,I,20260201,24,970027,,,Katie Boulter,,,,,334255,,,Linda Fruhvirtova,,,,,6-3 6-2,3,QF,,0,3,,,,,,,,4,3,,,,,,,,120,624,121,618
2026-ostrava-wta-indoor,Ostrava WTA (indoor),Hard,,I,20260201,25,671871,,,Diane Parry,,,,,515592,,,Nikola Bartunkova,,,,,6-1 6-3,3,QF,,6,1,,,,,,,,1,2,,,,,,,,119,627,108,712
2026-ostrava-wta-indoor,Ostrava WTA (indoor),Hard,,I,20260201,26,293685,,,Tamara Korpatsch,,,,,520895,,,Caty Mcnally,,,,,6-4 6-2,3,QF,,0,1,,,,,,,,1,2,,,,,,,,124,600,71,896
2026-ostrava-wta-indoor,Ostrava WTA (indoor),Hard,,I,20260201,27,970027,,,Katie Boulter,,,,,421894,,,Katie Volynets,,,,,6-1 6-3,3,SF,,3,3,,,,,,,,0,2,,,,,,,,120,624,96,783
2026-ostrava-wta-indoor,Ostrava WTA (indoor),Hard,,I,20260201,28,293685,,,Tamara Korpatsch,,,,,671871,,,Diane Parry,,,,,6-4 6-4,3,SF,,0,6,,,,,,,,1,1,,,,,,,,124,600,119,627
2026-ostrava-wta-indoor,Ostrava WTA (indoor),Hard,,I,20260201,29,970027,,,Katie Boulter,,,,,293685,,,Tamara Korpatsch,,,,,5-7 6-2 6-1,3,F,,3,0,,,,,,,,5,2,,,,,,,,120,624,124,600
2026-doha,Doha,Hard,,PM,20260208,1,362890,,,Magdalena Frech,,,,,286370,,,Liudmila Samsonova,,,,,6-3 4-6 7-6,3,R64,,6,1,,,,,,,,1,4,,,,,,,,60,1033,18,2062
2026-doha,Doha,Hard,,PM,20260208,2,323630,,,Varvara Gracheva,,,,,685811,,,Laura Siegemund,,,,,7-6 6-4,3,R64,,1,2,,,,,,,,1,5,,,,,,,,73,887,48,1111
2026-doha,Doha,Hard,,PM,20260208,3,673285,,,Vera Zvonareva,,,,,688846,,,Peyton Stearns,,,,,2-6 6-2 6-3,3,R64,,2,3,,,,,,,,7,2,,,,,,,,584,82,50,1107
2026-doha,Doha,Hard,,PM,20260208,4,809758,,,Elise Mertens,,,,,834140,,,Anastasia Pavlyuchenkova,,,,,6-2 6-1,3,R64,,4,1,,,,,,,,1,5,,,,,,,,22,1936,100,765
2026-doha,Doha,Hard,,PM,20260208,5,663060,,,Alycia Parks,,,,,425446,,,Diana Shnaider,,,,,1-6 6-4 7-6,3,R64,,11,4,,,,,,,,0,0,,,,,,,,85,830,21,1953
2026-doha,Doha,Hard,,PM,20260208,6,121013,,,Elisabetta Cocciaretto,,,,,973113,,,Elsa Jacquemot,,,,,7-6 6-2,3,R64,,1,1,,,,,,,,5,4,,,,,,,,51,1099,53,1091
2026-doha,Doha,Hard,,PM,20260208,7,619460,,,Ann Li,,,,,914953,,,Leylah Fernandez,,,,,6-4 6-3,3,R64,,1,1,,,,,,,,4,2,,,,,,,,41,1243,25,1701
2026-doha,Doha,Hard,,PM,20260208,8,684064,,,Magda Linette,,,,,444525,,,Sonay Kartal,,,,,6-4 3-6 6-3,3,R64,,10,1,,,,,,,,3,0,,,,,,,,39,1277,61,1004
2026-doha,Doha,Hard,,PM,20260208,9,844223,,,Victoria Mboko,,,,,369605,,,Marie Bouzkova,,,,,7-5 6-2,3,R64,,0,6,,,,,,,,1,5,,,,,,,,13,2606,37,1285
2026-doha,Doha,Hard,,PM,20260208,10,884844,,,Karolina Pliskova,,,,,519047,,,Solana Sierra,,,,,6-1 6-2,3,R64,,5,2,,,,,,,,1,2,,,,,,,,416,146,63,987
2026-doha,Doha,Hard,,PM,20260208,11,626163,,,Daria Kasatkina,,,,,482165,,,Moyuka Uchijima,,,,,4-6 6-3 6-0,3,R64,,3,6,,,,,,,,4,3,,,,,,,,62,997,87,822
2026-doha,Doha,Hard,,PM,20260208,12,563551,,,Karolina Muchova,,,,,885728,,,Jaqueline  Cristian,,,,,6-2 6-3,3,R64,,1,0,,,,,,,,4,4,,,,,,,,19,2058,35,1307
2026-doha,Doha,Hard,,PM,20260208,13,187314,,,Linda Noskova,,,,,690300,,,Maya Joint,,,,,6-4 6-0,3,R64,,1,5,,,,,,,,0,0,,,,,,,,12,2761,29,1549
2026-doha,Doha,Hard,,PM,20260208,14,600494,,,Xinyu Wang,,,,,741705,,,Emiliana Arango,,,,,6-1 7-5,3,R64,,1,6,,,,,,,,0,3,,,,,,,,33,1356,46,1142
2026-doha,Doha,Hard,,PM,20260208,15,813190,,,Dayana Yastremska,,,,,480371,,,Cristina Bucsa,,,,,6-4 4-6 7-6,3,R64,,5,5,,,,,,,,1,3,,,,,,,,43,1175,57,1069
2026-doha,Doha,Hard,,PM,20260208,16,344482,,,Katerina Siniakova,,,,,359411,,,Clara Tauson,,,,,6-4 6-1,3,R64,,1,4,,,,,,,,3,2,,,,,,,,40,1275,16,2345
2026-doha,Doha,Hard,,PM,20260208,17,922335,,,Tereza Valentova,,,,,261807,,,Alexandra Eala,,,,,7-6 6-1,3,R64,,4,3,,,,,,,,0,3,,,,,,,,44,1175,45,1163
2026-doha,Doha,Hard,,PM,20260208,18,804248,,,Emma Navarro,,,,,913730,,,Tatjana Maria,,,,,7-5 6-1,3,R64,,2,1,,,,,,,,4,2,,,,,,,,17,2095,54,1089
2026-doha,Doha,Hard,,PM,20260208,19,809492,,,Qinwen Zheng,,,,,549141,,,Sofia Kenin,,,,,4-6 6-1 6-2,3,R64,,20,3,,,,,,,,1,4,,,,,,,,26,1658,28,1567
2026-doha,Doha,Hard,,PM,20260208,20,762485,,,Jelena Ostapenko,,,,,926087,,,Anastasia Zakharova,,,,,6-7 6-3 6-4,3,R64,,9,7,,,,,,,,3,6,,,,,,,,24,1801,107,719
2026-doha,Doha,Hard,,PM,20260208,21,710062,,,Maria Sakkari,,,,,337480,,,Zeynep Sonmez,,,,,6-1 6-3,3,R64,,1,1,,,,,,,,0,2,,,,,,,,49,1110,79,854
2026-doha,Doha,Hard,,PM,20260208,22,393113,,,Anna Kalinskaya,,,,,595819,,,Jessica Bouzas Maneiro,,,,,6-2 6-1,3,R64,,0,4,,,,,,,,2,5,,,,,,,,27,1575,42,1202
2026-doha,Doha,Hard,,PM,20260208,23,884844,,,Karolina Pliskova,,,,,324536,,,Amanda Anisimova,,,,,5-7 7-6 4-1,3,R32,,7,3,,,,,,,,4,1,,,,,,,,416,146,4,6680
2026-doha,Doha,Hard,,PM,20260208,24,769396,,,Camila Osorio,,,,,858188,,,Emma Raducanu,,,,,2-6 6-4 2-0,3,R64,,5,6,,,,,,,,0,3,,,,,,,,80,851,30,1547
2026-doha,Doha,Hard,,PM,20260208,25,797291,,,Janice Tjen,,,,,692146,,,Beatriz Haddad Maia,,,,,6-0 6-1,3,R64,,3,1,,,,,,,,2,2,,,,,,,,47,1139,68,932
2026-doha,Doha,Hard,,PM,20260208,26,727666,,,Mirra Andreeva,,,,,684064,,,Magda Linette,,,,,7-6 6-1,3,R32,,4,1,,,,,,,,2,0,,,,,,,,7,4731,39,1277
2026-doha,Doha,Hard,,PM,20260208,27,626163,,,Daria Kasatkina,,,,,809758,,,Elise Mertens,,,,,6-4 6-0,3,R32,,0,6,,,,,,,,2,4,,,,,,,,62,997,22,1936
2026-doha,Doha,Hard,,PM,20260208,28,619460,,,Ann Li,,,,,362890,,,Magdalena Frech,,,,,6-3 6-4,3,R32,,4,3,,,,,,,,1,1,,,,,,,,41,1243,60,1033
2026-doha,Doha,Hard,,PM,20260208,29,710062,,,Maria Sakkari,,,,,324333,,,Jasmine Paolini,,,,,6-4 6-2,3,R32,,3,0,,,,,,,,0,2,,,,,,,,52,1110,8,4267
2026-doha,Doha,Hard,,PM,20260208,30,762485,,,Jelena Ostapenko,,,,,558914,,,Ekaterina Alexandrova,,,,,6-4 6-2,3,R32,,4,3,,,,,,,,5,1,,,,,,,,24,1860,10,3200
2026-doha,Doha,Hard,,PM,20260208,31,121013,,,Elisabetta Cocciaretto,,,,,296713,,,Coco Gauff,,,,,6-4 6-2,3,R32,,0,2,,,,,,,,2,3,,,,,,,,51,1099,5,6423
2026-doha,Doha,Hard,,PM,20260208,32,844223,,,Victoria Mboko,,,,,673285,,,Vera Zvonareva,,,,,6-4 6-4,3,R32,,6,6,,,,,,,,1,4,,,,,,,,13,2606,584,82
2026-doha,Doha,Hard,,PM,20260208,33,323630,,,Varvara Gracheva,,,,,187314,,,Linda Noskova,,,,,6-2 2-6 7-5,3,R32,,4,8,,,,,,,,11,6,,,,,,,,73,887,12,2761
2026-doha,Doha,Hard,,PM,20260208,34,568896,,,Elina Svitolina,,,,,813190,,,Dayana Yastremska,,,,,6-1 6-4,3,R32,,5,2,,,,,,,,2,6,,,,,,,,10,3205,43,1175
2026-doha,Doha,Hard,,PM,20260208,35,139227,,,Iga Swiatek,,,,,797291,,,Janice Tjen,,,,,6-0 6-3,3,R32,,4,2,,,,,,,,1,1,,,,,,,,2,7978,46,1185
2026-doha,Doha,Hard,,PM,20260208,36,769396,,,Camila Osorio,,,,,344482,,,Katerina Siniakova,,,,,6-2 5-7 6-3,3,R32,,0,6,,,,,,,,1,5,,,,,,,,80,851,44,1207
2026-doha,Doha,Hard,,PM,20260208,37,563551,,,Karolina Muchova,,,,,922335,,,Tereza Valentova,,,,,6-1 6-4,3,R32,,1,0,,,,,,,,2,4,,,,,,,,19,2058,44,1175
2026-doha,Doha,Hard,,PM,20260208,38,809492,,,Qinwen Zheng,,,,,663060,,,Alycia Parks,,,,,7-6 3-6 6-2,3,R32,,5,6,,,,,,,,11,8,,,,,,,,26,1658,77,872
2026-doha,Doha,Hard,,PM,20260208,39,350535,,,Elena Rybakina,,,,,600494,,,Xinyu Wang,,,,,6-2 6-4,3,R32,,2,1,,,,,,,,1,1,,,,,,,,3,7610,33,1356
2026-doha,Doha,Hard,,PM,20260208,40,393113,,,Anna Kalinskaya,,,,,804248,,,Emma Navarro,,,,,7-5 2-6 6-2,3,R32,,3,4,,,,,,,,7,3,,,,,,,,28,1575,18,2095
2026-doha,Doha,Hard,,PM,20260208,41,710062,,,Maria Sakkari,,,,,323630,,,Varvara Gracheva,,,,,7-6 6-0,3,R16,,6,0,,,,,,,,1,3,,,,,,,,52,1110,73,887
2026-doha,Doha,Hard,,PM,20260208,42,121013,,,Elisabetta Cocciaretto,,,,,619460,,,Ann Li,,,,,7-6 5-7 6-4,3,R16,,1,6,,,,,,,,8,2,,,,,,,,57,1063,41,1243
2026-doha,Doha,Hard,,PM,20260208,43,844223,,,Victoria Mboko,,,,,727666,,,Mirra Andreeva,,,,,6-3 3-6 7-6,3,R16,,5,7,,,,,,,,2,4,,,,,,,,13,2606,7,4731
2026-doha,Doha,Hard,,PM,20260208,44,762485,,,Jelena Ostapenko,,,,,769396,,,Camila Osorio,,,,,6-3 6-1,3,R16,,4,3,,,,,,,,1,4,,,,,,,,24,1860,80,851
2026-doha,Doha,Hard,,PM,20260208,45,139227,,,Iga Swiatek,,,,,626163,,,Daria Kasatkina,,,,,5-7 6-1 6-1,3,R16,,7,4,,,,,,,,1,4,,,,,,,,2,7978,61,997
2026-doha,Doha,Hard,,PM,20260208,46,563551,,,Karolina Muchova,,,,,884844,,,Karolina Pliskova,,,,,5-2,3,R16,,1,1,,,,,,,,0,3,,,,,,,,19,2058,418,147
2026-doha,Doha,Hard,,PM,20260208,47,350535,,,Elena Rybakina,,,,,809492,,,Qinwen Zheng,,,,,4-6 6-2 7-5,3,R16,,6,1,,,,,,,,9,6,,,,,,,,3,7523,26,1658
2026-doha,Doha,Hard,,PM,20260208,48,393113,,,Anna Kalinskaya,,,,,568896,,,Elina Svitolina,,,,,6-4 6-3,3,R16,,1,3,,,,,,,,5,2,,,,,,,,28,1575,9,3205
2026-doha,Doha,Hard,,PM,20260208,49,762485,,,Jelena Ostapenko,,,,,121013,,,Elisabetta Cocciaretto,,,,,7-5 6-4,3,QF,,2,2,,,,,,,,1,5,,,,,,,,24,1860,57,1063
2026-doha,Doha,Hard,,PM,20260208,50,710062,,,Maria Sakkari,,,,,139227,,,Iga Swiatek,,,,,2-6 6-4 7-5,3,QF,,0,2,,,,,,,,5,1,,,,,,,,52,1110,2,7978
2026-doha,Doha,Hard,,PM,20260208,51,844223,,,Victoria Mboko,,,,,350535,,,Elena Rybakina,,,,,7-5 4-6 6-4,3,QF,,6,2,,,,,,,,11,1,,,,,,,,13,2606,3,7523
2026-doha,Doha,Hard,,PM,20260208,52,563551,,,Karolina Muchova,,,,,393113,,,Anna Kalinskaya,,,,,6-3 6-4,3,QF,,1,0,,,,,,,,2,1,,,,,,,,19,2058,28,1575
2026-doha,Doha,Hard,,PM,20260208,53,844223,,,Victoria Mboko,,,,,762485,,,Jelena Ostapenko,,,,,6-3 6-2,3,SF,,6,4,,,,,,,,0,1,,,,,,,,13,2606,24,1860
2026-doha,Doha,Hard,,PM,20260208,54,563551,,,Karolina Muchova,,,,,710062,,,Maria Sakkari,,,,,3-6 6-4 6-1,3,SF,,4,1,,,,,,,,0,3,,,,,,,,19,2058,52,1110
2026-doha,Doha,Hard,,PM,20260208,55,563551,,,Karolina Muchova,,,,,844223,,,Victoria Mboko,,,,,6-4 7-5,3,F,,2,2,,,,,,,,4,1,,,,,,,,19,2058,13,2606
2026-dubai,Dubai,Hard,,PM,20260215,1,187314,,,Linda Noskova,,,,,619460,,,Ann Li,,,,,6-3 5-7 6-4,3,R64,,6,3,,,,,,,,13,1,,,,,,,,12,2626,41,1243
2026-dubai,Dubai,Hard,,PM,20260215,2,797291,,,Janice Tjen,,,,,813190,,,Dayana Yastremska,,,,,6-4 6-1,3,R64,,3,3,,,,,,,,0,7,,,,,,,,46,1185,42,1225
2026-dubai,Dubai,Hard,,PM,20260215,3,688846,,,Peyton Stearns,,,,,362890,,,Magdalena Frech,,,,,6-4 6-2,3,R64,,4,3,,,,,,,,1,1,,,,,,,,55,1078,59,1033
2026-dubai,Dubai,Hard,,PM,20260215,4,851560,,,Kimberly Birrell,,,,,913730,,,Tatjana Maria,,,,,6-4 3-6 7-5,3,R64,,2,9,,,,,,,,7,4,,,,,,,,96,789,54,1089
2026-dubai,Dubai,Hard,,PM,20260215,5,809758,,,Elise Mertens,,,,,369605,,,Marie Bouzkova,,,,,6-2 6-2,3,R64,,4,3,,,,,,,,2,1,,,,,,,,22,1936,37,1285
2026-dubai,Dubai,Hard,,PM,20260215,6,358837,,,Barbora Krejcikova,,,,,834140,,,Anastasia Pavlyuchenkova,,,,,6-4 6-4,3,R64,,8,3,,,,,,,,4,6,,,,,,,,53,1091,110,706
2026-dubai,Dubai,Hard,,PM,20260215,7,914953,,,Leylah Fernandez,,,,,286370,,,Liudmila Samsonova,,,,,5-7 7-5 6-3,3,R64,,7,3,,,,,,,,4,5,,,,,,,,27,1653,17,2116
2026-dubai,Dubai,Hard,,PM,20260215,8,631483,,,Ella Seidel,,,,,480371,,,Cristina Bucsa,,,,,6-1 6-4,3,R64,,6,5,,,,,,,,0,0,,,,,,,,100,777,56,1069
2026-dubai,Dubai,Hard,,PM,20260215,9,425446,,,Diana Shnaider,,,,,690300,,,Maya Joint,,,,,6-4 6-1,3,R64,,1,5,,,,,,,,0,0,,,,,,,,21,1953,30,1549
2026-dubai,Dubai,Hard,,PM,20260215,10,684064,,,Magda Linette,,,,,460138,,,Lulu Sun,,,,,4-6 6-4 6-1,3,R64,,10,4,,,,,,,,5,5,,,,,,,,47,1179,99,780
2026-dubai,Dubai,Hard,,PM,20260215,11,261807,,,Alexandra Eala,,,,,987862,,,Hailey Baptiste,,,,,6-4 0-1,3,R64,,1,1,,,,,,,,2,3,,,,,,,,40,1244,39,1264
2026-dubai,Dubai,Hard,,PM,20260215,12,429517,,,Sara Bejlek,,,,,337480,,,Zeynep Sonmez,,,,,6-2 6-2,3,R64,,2,5,,,,,,,,0,5,,,,,,,,38,1277,85,843
2026-dubai,Dubai,Hard,,PM,20260215,13,388459,,,Iva Jovic,,,,,568609,,,Kamilla Rakhimova,,,,,6-1 1-6 6-1,3,R64,,5,2,,,,,,,,3,8,,,,,,,,20,2031,92,802
2026-dubai,Dubai,Hard,,PM,20260215,14,804248,,,Emma Navarro,,,,,275310,,,Elena-Gabriela Ruse,,,,,6-4 7-5,3,R64,,1,6,,,,,,,,5,8,,,,,,,,18,2095,72,892
2026-dubai,Dubai,Hard,,PM,20260215,15,323630,,,Varvara Gracheva,,,,,123538,,,Rebecca Sramkova,,,,,7-5 1-6 6-4,3,R64,,3,5,,,,,,,,5,1,,,,,,,,73,887,82,848
2026-dubai,Dubai,Hard,,PM,20260215,16,600745,,,Sorana Cirstea,,,,,114904,,,Aliaksandra Sasnovich,,,,,6-3 7-6,3,R64,,5,3,,,,,,,,0,2,,,,,,,,31,1499,114,673
2026-dubai,Dubai,Hard,,PM,20260215,17,359411,,,Clara Tauson,,,,,549141,,,Sofia Kenin,,,,,7-6 6-2,3,R64,,20,5,,,,,,,,0,5,,,,,,,,14,2530,29,1567
2026-dubai,Dubai,Hard,,PM,20260215,18,626163,,,Daria Kasatkina,,,,,685811,,,Laura Siegemund,,,,,6-2 6-3,3,R64,,2,7,,,,,,,,1,2,,,,,,,,61,997,51,1111
2026-dubai,Dubai,Hard,,PM,20260215,19,218416,,,Belinda Bencic,,,,,595819,,,Jessica Bouzas Maneiro,,,,,2-6 6-1 6-2,3,R64,,2,2,,,,,,,,3,6,,,,,,,,11,2843,45,1202
2026-dubai,Dubai,Hard,,PM,20260215,20,797291,,,Janice Tjen,,,,,914953,,,Leylah Fernandez,,,,,7-6 6-4,3,R32,,5,5,,,,,,,,6,6,,,,,,,,46,1185,27,1653
2026-dubai,Dubai,Hard,,PM,20260215,21,926087,,,Anastasia Zakharova,,,,,482165,,,Moyuka Uchijima,,,,,6-2 6-4,3,R64,,0,1,,,,,,,,0,6,,,,,,,,105,737,88,810
2026-dubai,Dubai,Hard,,PM,20260215,22,393113,,,Anna Kalinskaya,,,,,762485,,,Jelena Ostapenko,,,,,2-6 6-1 6-4,3,R64,,3,2,,,,,,,,3,4,,,,,,,,28,1575,24,1860
2026-dubai,Dubai,Hard,,PM,20260215,23,651454,,,Antonia Ruzic,,,,,858188,,,Emma Raducanu,,,,,6-1 5-7 6-2,3,R64,,10,6,,,,,,,,6,7,,,,,,,,66,933,25,1700
2026-dubai,Dubai,Hard,,PM,20260215,24,695399,,,Paula Badosa,,,,,344482,,,Katerina Siniakova,,,,,6-3 7-5,3,R64,,6,9,,,,,,,,1,2,,,,,,,,64,966,44,1207
2026-dubai,Dubai,Hard,,PM,20260215,25,885728,,,Jaqueline  Cristian,,,,,302110,,,Petra Marcinko,,,,,6-1 6-1,3,R64,,3,3,,,,,,,,1,7,,,,,,,,36,1307,69,912
2026-dubai,Dubai,Hard,,PM,20260215,26,324536,,,Amanda Anisimova,,,,,358837,,,Barbora Krejcikova,,,,,,3,R32,,0,0,,,,,,,,0,0,,,,,,,,4,6680,53,1091
2026-dubai,Dubai,Hard,,PM,20260215,27,684064,,,Magda Linette,,,,,558914,,,Ekaterina Alexandrova,,,,,6-2 4-6 6-1,3,R32,,6,1,,,,,,,,1,4,,,,,,,,47,1179,10,3200
2026-dubai,Dubai,Hard,,PM,20260215,28,814118,,,Jessica Pegula,,,,,323630,,,Varvara Gracheva,,,,,6-4 6-0,3,R32,,4,1,,,,,,,,2,3,,,,,,,,6,6103,73,887
2026-dubai,Dubai,Hard,,PM,20260215,29,359411,,,Clara Tauson,,,,,688846,,,Peyton Stearns,,,,,6-2 6-4,3,R32,,11,4,,,,,,,,1,3,,,,,,,,14,2530,55,1078
2026-dubai,Dubai,Hard,,PM,20260215,30,727666,,,Mirra Andreeva,,,,,626163,,,Daria Kasatkina,,,,,,3,R32,,,,,,,,,,,,,,,,,,,,7,4786,61,997
2026-dubai,Dubai,Hard,,PM,20260215,31,388459,,,Iva Jovic,,,,,425446,,,Diana Shnaider,,,,,6-4 1-6 6-0,3,R32,,2,1,,,,,,,,3,2,,,,,,,,20,2031,21,1953
2026-dubai,Dubai,Hard,,PM,20260215,32,218416,,,Belinda Bencic,,,,,429517,,,Sara Bejlek,,,,,,3,R32,,,,,,,,,,,,,,,,,,,,13,2843,41,1277
2026-dubai,Dubai,Hard,,PM,20260215,33,809758,,,Elise Mertens,,,,,804248,,,Emma Navarro,,,,,6-2 6-2,3,R32,,5,1,,,,,,,,1,5,,,,,,,,22,1936,18,2095
2026-dubai,Dubai,Hard,,PM,20260215,34,885728,,,Jaqueline  Cristian,,,,,631483,,,Ella Seidel,,,,,6-0,3,R32,,1,2,,,,,,,,0,3,,,,,,,,39,1307,95,785
2026-dubai,Dubai,Hard,,PM,20260215,35,651454,,,Antonia Ruzic,,,,,926087,,,Anastasia Zakharova,,,,,6-1 6-7 6-1,3,R32,,2,4,,,,,,,,3,2,,,,,,,,67,933,104,754
2026-dubai,Dubai,Hard,,PM,20260215,36,296713,,,Coco Gauff,,,,,393113,,,Anna Kalinskaya,,,,,6-4 6-4,3,R32,,4,12,,,,,,,,0,2,,,,,,,,4,6423,23,1780
2026-dubai,Dubai,Hard,,PM,20260215,37,568896,,,Elina Svitolina,,,,,695399,,,Paula Badosa,,,,,6-4,3,R32,,1,2,,,,,,,,2,4,,,,,,,,9,3260,70,901
2026-dubai,Dubai,Hard,,PM,20260215,38,600745,,,Sorana Cirstea,,,,,187314,,,Linda Noskova,,,,,6-1 6-4,3,R32,,10,1,,,,,,,,2,4,,,,,,,,32,1439,14,2571
2026-dubai,Dubai,Hard,,PM,20260215,39,350535,,,Elena Rybakina,,,,,851560,,,Kimberly Birrell,,,,,6-1 6-2,3,R32,,6,1,,,,,,,,1,4,,,,,,,,3,7523,96,789
2026-dubai,Dubai,Hard,,PM,20260215,40,261807,,,Alexandra Eala,,,,,324333,,,Jasmine Paolini,,,,,6-1 7-6,3,R32,,2,2,,,,,,,,0,4,,,,,,,,40,1244,8,4267
2026-dubai,Dubai,Hard,,PM,20260215,41,324536,,,Amanda Anisimova,,,,,797291,,,Janice Tjen,,,,,6-1 6-3,3,R16,,2,4,,,,,,,,0,6,,,,,,,,6,5690,46,1236
2026-dubai,Dubai,Hard,,PM,20260215,42,359411,,,Clara Tauson,,,,,684064,,,Magda Linette,,,,,6-4 6-2,3,R16,,3,3,,,,,,,,2,2,,,,,,,,15,2530,50,1124
2026-dubai,Dubai,Hard,,PM,20260215,43,727666,,,Mirra Andreeva,,,,,885728,,,Jaqueline  Cristian,,,,,7-5 6-3,3,R16,,4,7,,,,,,,,0,6,,,,,,,,7,4786,39,1307
2026-dubai,Dubai,Hard,,PM,20260215,44,814118,,,Jessica Pegula,,,,,388459,,,Iva Jovic,,,,,6-4 6-2,3,R16,,5,1,,,,,,,,3,1,,,,,,,,5,5888,20,2008
2026-dubai,Dubai,Hard,,PM,20260215,45,651454,,,Antonia Ruzic,,,,,350535,,,Elena Rybakina,,,,,5-7 6-4 1-0,3,R16,,4,4,,,,,,,,10,5,,,,,,,,67,933,3,7523
2026-dubai,Dubai,Hard,,PM,20260215,46,568896,,,Elina Svitolina,,,,,218416,,,Belinda Bencic,,,,,4-6 6-1 6-3,3,R16,,9,4,,,,,,,,0,5,,,,,,,,9,3260,13,2843
2026-dubai,Dubai,Hard,,PM,20260215,47,296713,,,Coco Gauff,,,,,809758,,,Elise Mertens,,,,,2-6 7-6 6-3,3,R16,,1,12,,,,,,,,3,5,,,,,,,,4,6423,22,1881
2026-dubai,Dubai,Hard,,PM,20260215,48,261807,,,Alexandra Eala,,,,,600745,,,Sorana Cirstea,,,,,7-5 6-4,3,R16,,0,3,,,,,,,,2,3,,,,,,,,47,1227,32,1439
2026-dubai,Dubai,Hard,,PM,20260215,49,814118,,,Jessica Pegula,,,,,359411,,,Clara Tauson,,,,,6-3 2-6 6-4,3,QF,,8,3,,,,,,,,6,3,,,,,,,,5,5888,15,2530
