tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2025-berlin,Berlin,Grass,,P,20250616,11,425446,,,Diana Shnaider,,,,,975382,,,Donna Vekic,,,,,6-2 6-4,3,R32,,1,1,,,,,,,,0,4,,,,,,,,,,,
2025-berlin,Berlin,Grass,,P,20250616,12,350535,,,Elena Rybakina,,,,,701534,,,Ashlyn Krueger,,,,,6-3 7-6,3,R32,,6,3,,,,,,,,2,4,,,,,,,,,,,
2025-berlin,Berlin,Grass,,P,20250616,13,695399,,,Paula Badosa,,,,,804248,,,Emma Navarro,,,,,7-6 6-3,3,R16,,5,4,,,,,,,,1,1,,,,,,,,,,,
2025-berlin,Berlin,Grass,,P,20250616,14,638293,,,Ons Jabeur,,,,,324333,,,Jasmine Paolini,,,,,6-1 6-3,3,R16,,8,0,,,,,,,,0,3,,,,,,,,,,,
2025-berlin,Berlin,Grass,,P,20250616,15,286370,,,Liudmila Samsonova,,,,,814118,,,Jessica Pegula,,,,,6-7 7-5 7-6,3,R16,,18,2,,,,,,,,2,8,,,,,,,,,,,
2025-berlin,Berlin,Grass,,P,20250616,16,339700,,,Marketa Vondrousova,,,,,425446,,,Diana Shnaider,,,,,6-3 6-7 6-3,3,R16,,3,8,,,,,,,,0,7,,,,,,,,,,,
2025-berlin,Berlin,Grass,,P,20250616,17,716715,,,Aryna Sabalenka,,,,,149280,,,Rebeka Masarova,,,,,6-2 7-6,3,R16,,5,5,,,,,,,,7,3,,,,,,,,,,,
2025-berlin,Berlin,Grass,,P,20250616,18,350535,,,Elena Rybakina,,,,,344482,,,Katerina Siniakova,,,,,6-4 7-6,3,R16,,5,8,,,,,,,,1,6,,,,,,,,,,,
2025-berlin,Berlin,Grass,,P,20250616,19,600494,,,Xinyu Wang,,,,,296713,,,Coco Gauff,,,,,6-3 6-3,3,R16,,1,1,,,,,,,,1,7,,,,,,,,,,,
2025-berlin,Berlin,Grass,,P,20250616,20,324536,,,Amanda Anisimova,,,,,362890,,,Magdalena Frech,,,,,6-2 4-6 6-3,3,R16,,3,6,,,,,,,,1,6,,,,,,,,,,,
2025-berlin,Berlin,Grass,,P,20250616,21,339700,,,Marketa Vondrousova,,,,,638293,,,Ons Jabeur,,,,,6-4 6-1,3,QF,,0,1,,,,,,,,1,0,,,,,,,,,,,
2025-berlin,Berlin,Grass,,P,20250616,22,600494,,,Xinyu Wang,,,,,695399,,,Paula Badosa,,,,,6-1 0-0,3,QF,,2,0,,,,,,,,0,4,,,,,,,,,,,
2025-berlin,Berlin,Grass,,P,20250616,23,716715,,,Aryna Sabalenka,,,,,350535,,,Elena Rybakina,,,,,7-6 3-6 7-6,3,QF,,6,5,,,,,,,,14,2,,,,,,,,,,,
2025-berlin,Berlin,Grass,,P,20250616,24,286370,,,Liudmila Samsonova,,,,,324536,,,Amanda Anisimova,,,,,6-1 6-1,3,QF,,1,2,,,,,,,,2,2,,,,,,,,,,,
2025-berlin,Berlin,Grass,,P,20250616,25,339700,,,Marketa Vondrousova,,,,,716715,,,Aryna Sabalenka,,,,,6-2 6-4,3,SF,,4,3,,,,,,,,4,4,,,,,,,,,,,
2025-berlin,Berlin,Grass,,P,20250616,26,600494,,,Xinyu Wang,,,,,286370,,,Liudmila Samsonova,,,,,6-4 6-1,3,SF,,3,4,,,,,,,,3,1,,,,,,,,,,,
2025-berlin,Berlin,Grass,,P,20250616,27,339700,,,Marketa Vondrousova,,,,,600494,,,Xinyu Wang,,,,,7-6 4-6 6-2,3,F,,6,7,,,,,,,,3,4,,,,,,,,,,,
2025-nottingham,Nottingham,Grass,,I,20250616,1,914953,,,Leylah Fernandez,,,,,689373,,,Suzan Lamens,,,,,6-3 4-6 7-5,3,R32,,3,2,,,,,,,,2,7,,,,,,,,,,,
2025-nottingham,Nottingham,Grass,,I,20250616,2,813190,,,Dayana Yastremska,,,,,923407,,,Olga Danilovic,,,,,6-4 7-6,3,R32,,5,7,,,,,,,,3,5,,,,,,,,,,,
2025-nottingham,Nottingham,Grass,,I,20250616,3,133650,,,Yulia Putintseva,,,,,799426,,,Klugman H.,,,,,6-2 6-2,3,R32,,1,1,,,,,,,,0,5,,,,,,,,,,,
2025-nottingham,Nottingham,Grass,,I,20250616,4,359411,,,Clara Tauson,,,,,851560,,,Kimberly Birrell,,,,,7-5 6-2,3,R32,,7,3,,,,,,,,2,9,,,,,,,,,,,
2025-nottingham,Nottingham,Grass,,I,20250616,5,187314,,,Linda Noskova,,,,,384199,,,Anca Todoni,,,,,6-4 3-6 7-6,3,R32,,11,5,,,,,,,,13,0,,,,,,,,,,,
2025-nottingham,Nottingham,Grass,,I,20250616,6,126226,,,Anna Blinkova,,,,,568609,,,Kamilla Rakhimova,,,,,6-2 6-3,3,R32,,0,2,,,,,,,,0,2,,,,,,,,,,,
2025-nottingham,Nottingham,Grass,,I,20250616,7,651454,,,Antonia Ruzic,,,,,152800,,,Lucia Bronzetti,,,,,6-0 6-4,3,R32,,1,2,,,,,,,,5,3,,,,,,,,,,,
2025-nottingham,Nottingham,Grass,,I,20250616,8,510565,,,Lin Zhu,,,,,114904,,,Aliaksandra Sasnovich,,,,,6-4 6-1,3,R32,,0,3,,,,,,,,2,4,,,,,,,,,,,
2025-nottingham,Nottingham,Grass,,I,20250616,9,684064,,,Magda Linette,,,,,261807,,,Alexandra Eala,,,,,6-4 6-3,3,R32,,6,6,,,,,,,,1,5,,,,,,,,,,,
2025-nottingham,Nottingham,Grass,,I,20250616,10,794930,,,Francesca Jones,,,,,805782,,,Harriet Dart,,,,,7-5 6-4,3,R32,,3,4,,,,,,,,1,1,,,,,,,,,,,
2025-nottingham,Nottingham,Grass,,I,20250616,11,444525,,,Sonay Kartal,,,,,344636,,,Leolia Jeanjean,,,,,6-3 6-4,3,R32,,3,2,,,,,,,,1,1,,,,,,,,,,,
2025-nottingham,Nottingham,Grass,,I,20250616,12,123538,,,Rebecca Sramkova,,,,,685811,,,Laura Siegemund,,,,,7-6 4-6 7-6,3,R32,,5,3,,,,,,,,0,3,,,,,,,,,,,
2025-nottingham,Nottingham,Grass,,I,20250616,13,936813,,,Xu M.,,,,,421894,,,Katie Volynets,,,,,6-3 6-3,3,R32,,7,6,,,,,,,,0,0,,,,,,,,,,,
2025-nottingham,Nottingham,Grass,,I,20250616,14,970027,,,Katie Boulter,,,,,460138,,,Lulu Sun,,,,,6-2 6-2,3,R32,,4,8,,,,,,,,3,3,,,,,,,,,,,
2025-nottingham,Nottingham,Grass,,I,20250616,15,480371,,,Cristina Bucsa,,,,,976242,,,Yuliia Starodubtseva,,,,,6-3 6-3,3,R32,,1,2,,,,,,,,1,4,,,,,,,,,,,
2025-nottingham,Nottingham,Grass,,I,20250616,16,421789,,,Mccartney Kessler,,,,,692146,,,Beatriz Haddad Maia,,,,,7-5 6-7 7-5,3,R32,,2,3,,,,,,,,3,5,,,,,,,,,,,
2025-nottingham,Nottingham,Grass,,I,20250616,17,813190,,,Dayana Yastremska,,,,,651454,,,Antonia Ruzic,,,,,6-2 2-6 6-4,3,R16,,7,3,,,,,,,,2,3,,,,,,,,,,,
2025-nottingham,Nottingham,Grass,,I,20250616,18,123538,,,Rebecca Sramkova,,,,,133650,,,Yulia Putintseva,,,,,6-1 4-6 6-4,3,R16,,3,3,,,,,,,,4,3,,,,,,,,,,,
2025-nottingham,Nottingham,Grass,,I,20250616,19,187314,,,Linda Noskova,,,,,794930,,,Francesca Jones,,,,,6-1 6-3,3,R16,,9,2,,,,,,,,2,6,,,,,,,,,,,
2025-nottingham,Nottingham,Grass,,I,20250616,20,914953,,,Leylah Fernandez,,,,,480371,,,Cristina Bucsa,,,,,6-3 6-4,3,R16,,1,5,,,,,,,,2,3,,,,,,,,,,,
2025-nottingham,Nottingham,Grass,,I,20250616,21,421789,,,Mccartney Kessler,,,,,510565,,,Lin Zhu,,,,,6-1 6-4,3,R16,,1,2,,,,,,,,2,2,,,,,,,,,,,
2025-nottingham,Nottingham,Grass,,I,20250616,22,684064,,,Magda Linette,,,,,936813,,,Xu M.,,,,,7-5 6-1,3,R16,,1,0,,,,,,,,4,8,,,,,,,,,,,
2025-nottingham,Nottingham,Grass,,I,20250616,23,970027,,,Katie Boulter,,,,,444525,,,Sonay Kartal,,,,,6-4 1-6 7-5,3,R16,,5,7,,,,,,,,8,3,,,,,,,,,,,
2025-nottingham,Nottingham,Grass,,I,20250616,24,359411,,,Clara Tauson,,,,,126226,,,Anna Blinkova,,,,,6-4 6-4,3,R16,,10,4,,,,,,,,1,2,,,,,,,,,,,
2025-nottingham,Nottingham,Grass,,I,20250616,25,813190,,,Dayana Yastremska,,,,,914953,,,Leylah Fernandez,,,,,6-3 7-6,3,QF,,5,4,,,,,,,,1,1,,,,,,,,,,,
2025-nottingham,Nottingham,Grass,,I,20250616,26,684064,,,Magda Linette,,,,,359411,,,Clara Tauson,,,,,6-2 7-5,3,QF,,1,2,,,,,,,,3,8,,,,,,,,,,,
2025-nottingham,Nottingham,Grass,,I,20250616,27,421789,,,Mccartney Kessler,,,,,970027,,,Katie Boulter,,,,,6-3 3-6 6-4,3,QF,,6,5,,,,,,,,3,8,,,,,,,,,,,
2025-nottingham,Nottingham,Grass,,I,20250616,28,123538,,,Rebecca Sramkova,,,,,187314,,,Linda Noskova,,,,,3-6 6-4 6-4,3,QF,,9,4,,,,,,,,8,7,,,,,,,,,,,
2025-nottingham,Nottingham,Grass,,I,20250616,29,813190,,,Dayana Yastremska,,,,,684064,,,Magda Linette,,,,,6-4 6-4,3,SF,,5,1,,,,,,,,3,2,,,,,,,,,,,
2025-nottingham,Nottingham,Grass,,I,20250616,30,421789,,,Mccartney Kessler,,,,,123538,,,Rebecca Sramkova,,,,,6-4 6-2,3,SF,,4,3,,,,,,,,1,3,,,,,,,,,,,
2025-nottingham,Nottingham,Grass,,I,20250616,31,421789,,,Mccartney Kessler,,,,,813190,,,Dayana Yastremska,,,,,6-4 7-5,3,F,,2,2,,,,,,,,4,2,,,,,,,,,,,
2025-bad-homburg,Bad Homburg,Grass,,P,20250622,1,710062,,,Maria Sakkari,,,,,133650,,,Yulia Putintseva,,,,,7-5 7-6,3,R32,,10,3,,,,,,,,2,0,,,,,,,,,,,
2025-bad-homburg,Bad Homburg,Grass,,P,20250622,2,804248,,,Emma Navarro,,,,,756180,,,Marta Kostyuk,,,,,6-2 7-5,3,R32,,1,1,,,,,,,,3,4,,,,,,,,,,,
2025-bad-homburg,Bad Homburg,Grass,,P,20250622,3,914953,,,Leylah Fernandez,,,,,913730,,,Tatjana Maria,,,,,6-0 7-6,3,R32,,3,1,,,,,,,,4,2,,,,,,,,,,,
2025-bad-homburg,Bad Homburg,Grass,,P,20250622,4,568896,,,Elina Svitolina,,,,,809758,,,Elise Mertens,,,,,7-5 6-4,3,R32,,3,3,,,,,,,,1,5,,,,,,,,,,,
2025-bad-homburg,Bad Homburg,Grass,,P,20250622,5,187314,,,Linda Noskova,,,,,389789,,,Ajla Tomljanovic,,,,,6-3 6-2,3,R32,,9,2,,,,,,,,3,8,,,,,,,,,,,
2025-bad-homburg,Bad Homburg,Grass,,P,20250622,6,558914,,,Ekaterina Alexandrova,,,,,218416,,,Belinda Bencic,,,,,6-1 6-2,3,R32,,8,4,,,,,,,,0,4,,,,,,,,,,,
2025-bad-homburg,Bad Homburg,Grass,,P,20250622,7,359411,,,Clara Tauson,,,,,362890,,,Magdalena Frech,,,,,6-7 6-3 6-3,3,R32,,16,5,,,,,,,,7,6,,,,,,,,,,,
2025-bad-homburg,Bad Homburg,Grass,,P,20250622,8,975382,,,Donna Vekic,,,,,425446,,,Diana Shnaider,,,,,6-3 6-3,3,R32,,5,1,,,,,,,,1,1,,,,,,,,,,,
2025-bad-homburg,Bad Homburg,Grass,,P,20250622,9,344482,,,Katerina Siniakova,,,,,876368,,,Veronika Kudermetova,,,,,7-6 7-5,3,R32,,4,2,,,,,,,,5,0,,,,,,,,,,,
2025-bad-homburg,Bad Homburg,Grass,,P,20250622,10,714334,,,Naomi Osaka,,,,,923407,,,Olga Danilovic,,,,,7-6 7-6,3,R32,,16,2,,,,,,,,10,10,,,,,,,,,,,
2025-bad-homburg,Bad Homburg,Grass,,P,20250622,11,804895,,,Victoria Azarenka,,,,,685811,,,Laura Siegemund,,,,,6-2 6-2,3,R32,,5,1,,,,,,,,1,0,,,,,,,,,,,
2025-bad-homburg,Bad Homburg,Grass,,P,20250622,12,692146,,,Beatriz Haddad Maia,,,,,701534,,,Ashlyn Krueger,,,,,6-1 6-4,3,R32,,1,4,,,,,,,,1,2,,,,,,,,,,,
2025-bad-homburg,Bad Homburg,Grass,,P,20250622,13,324333,,,Jasmine Paolini,,,,,914953,,,Leylah Fernandez,,,,,7-6 7-6,3,R16,,4,1,,,,,,,,7,4,,,,,,,,,,,
2025-bad-homburg,Bad Homburg,Grass,,P,20250622,14,814118,,,Jessica Pegula,,,,,344482,,,Katerina Siniakova,,,,,6-2 6-3,3,R16,,5,2,,,,,,,,4,1,,,,,,,,,,,
2025-bad-homburg,Bad Homburg,Grass,,P,20250622,15,139227,,,Iga Swiatek,,,,,804895,,,Victoria Azarenka,,,,,6-4 6-4,3,R16,,6,3,,,,,,,,6,5,,,,,,,,,,,
2025-bad-homburg,Bad Homburg,Grass,,P,20250622,16,804248,,,Emma Navarro,,,,,714334,,,Naomi Osaka,,,,,6-4 6-4,3,R16,,0,1,,,,,,,,9,3,,,,,,,,,,,
2025-bad-homburg,Bad Homburg,Grass,,P,20250622,17,558914,,,Ekaterina Alexandrova,,,,,710062,,,Maria Sakkari,,,,,6-3 6-7 6-3,3,R16,,13,6,,,,,,,,7,5,,,,,,,,,,,
2025-bad-homburg,Bad Homburg,Grass,,P,20250622,18,692146,,,Beatriz Haddad Maia,,,,,568896,,,Elina Svitolina,,,,,3-6 6-4 7-6,3,R16,,4,5,,,,,,,,6,4,,,,,,,,,,,
2025-bad-homburg,Bad Homburg,Grass,,P,20250622,19,187314,,,Linda Noskova,,,,,975382,,,Donna Vekic,,,,,2-6 6-2 6-4,3,R16,,14,7,,,,,,,,6,4,,,,,,,,,,,
2025-bad-homburg,Bad Homburg,Grass,,P,20250622,20,727666,,,Mirra Andreeva,,,,,359411,,,Clara Tauson,,,,,3-6 6-3 6-1,3,R16,,4,3,,,,,,,,3,2,,,,,,,,,,,
2025-bad-homburg,Bad Homburg,Grass,,P,20250622,21,324333,,,Jasmine Paolini,,,,,692146,,,Beatriz Haddad Maia,,,,,7-5 7-5,3,QF,,0,3,,,,,,,,4,7,,,,,,,,,,,
2025-bad-homburg,Bad Homburg,Grass,,P,20250622,22,139227,,,Iga Swiatek,,,,,558914,,,Ekaterina Alexandrova,,,,,6-4 7-6,3,QF,,5,4,,,,,,,,3,2,,,,,,,,,,,
2025-bad-homburg,Bad Homburg,Grass,,P,20250622,23,814118,,,Jessica Pegula,,,,,804248,,,Emma Navarro,,,,,6-4 1-6 6-3,3,QF,,6,2,,,,,,,,0,3,,,,,,,,,,,
2025-bad-homburg,Bad Homburg,Grass,,P,20250622,24,187314,,,Linda Noskova,,,,,727666,,,Mirra Andreeva,,,,,6-3 6-3,3,QF,,2,1,,,,,,,,4,6,,,,,,,,,,,
2025-bad-homburg,Bad Homburg,Grass,,P,20250622,25,139227,,,Iga Swiatek,,,,,324333,,,Jasmine Paolini,,,,,6-1 6-3,3,SF,,4,0,,,,,,,,0,2,,,,,,,,,,,
2025-bad-homburg,Bad Homburg,Grass,,P,20250622,26,814118,,,Jessica Pegula,,,,,187314,,,Linda Noskova,,,,,6-7 7-5 6-1,3,SF,,8,6,,,,,,,,15,6,,,,,,,,,,,
2025-bad-homburg,Bad Homburg,Grass,,P,20250622,27,814118,,,Jessica Pegula,,,,,139227,,,Iga Swiatek,,,,,6-4 7-5,3,F,,3,1,,,,,,,,9,3,,,,,,,,,,,
2025-eastbourne,Eastbourne,Grass,,I,20250623,1,834140,,,Anastasia Pavlyuchenkova,,,,,897792,,,Viktoriya Tomova,,,,,6-1 6-7 7-6,3,R32,,3,6,,,,,,,,2,5,,,,,,,,,,,
2025-eastbourne,Eastbourne,Grass,,I,20250623,2,261807,,,Alexandra Eala,,,,,152800,,,Lucia Bronzetti,,,,,6-0 6-1,3,R32,,0,0,,,,,,,,1,3,,,,,,,,,,,
2025-eastbourne,Eastbourne,Grass,,I,20250623,3,126226,,,Anna Blinkova,,,,,369605,,,Marie Bouzkova,,,,,6-4 2-6 6-3,3,R32,,0,8,,,,,,,,4,5,,,,,,,,,,,
2025-eastbourne,Eastbourne,Grass,,I,20250623,4,794930,,,Francesca Jones,,,,,460146,,,Greet Minnen,,,,,6-4 7-5,3,R32,,1,4,,,,,,,,0,5,,,,,,,,,,,
2025-eastbourne,Eastbourne,Grass,,I,20250623,5,460138,,,Lulu Sun,,,,,626163,,,Daria Kasatkina,,,,,7-5 2-6 6-3,3,R32,,4,2,,,,,,,,2,11,,,,,,,,,,,
2025-eastbourne,Eastbourne,Grass,,I,20250623,6,690300,,,Maya Joint,,,,,638293,,,Ons Jabeur,,,,,7-5 6-2,3,R32,,1,4,,,,,,,,0,4,,,,,,,,,,,
2025-eastbourne,Eastbourne,Grass,,I,20250623,7,851560,,,Kimberly Birrell,,,,,549141,,,Sofia Kenin,,,,,6-4 6-4,3,R32,,6,4,,,,,,,,4,7,,,,,,,,,,,
2025-eastbourne,Eastbourne,Grass,,I,20250623,8,568609,,,Kamilla Rakhimova,,,,,121013,,,Elisabetta Cocciaretto,,,,,6-4 4-6 6-3,3,R32,,0,6,,,,,,,,5,4,,,,,,,,,,,
2025-eastbourne,Eastbourne,Grass,,I,20250623,9,323630,,,Varvara Gracheva,,,,,769396,,,Camila Osorio,,,,,6-4 4-6 7-5,3,R32,,2,4,,,,,,,,3,6,,,,,,,,,,,
2025-eastbourne,Eastbourne,Grass,,I,20250623,10,358837,,,Barbora Krejcikova,,,,,805782,,,Harriet Dart,,,,,6-3 6-7 7-5,3,R32,,5,7,,,,,,,,1,6,,,,,,,,,,,
2025-eastbourne,Eastbourne,Grass,,I,20250623,11,889635,,,Jodie Burrage,,,,,482165,,,Moyuka Uchijima,,,,,6-3 6-2,3,R32,,2,4,,,,,,,,2,9,,,,,,,,,,,
2025-eastbourne,Eastbourne,Grass,,I,20250623,12,123538,,,Rebecca Sramkova,,,,,885728,,,Jaqueline  Cristian,,,,,6-3 6-2,3,R32,,0,0,,,,,,,,3,4,,,,,,,,,,,
2025-eastbourne,Eastbourne,Grass,,I,20250623,13,858188,,,Emma Raducanu,,,,,619460,,,Ann Li,,,,,6-7 6-3 6-1,3,R32,,3,3,,,,,,,,2,2,,,,,,,,,,,
2025-eastbourne,Eastbourne,Grass,,I,20250623,14,813190,,,Dayana Yastremska,,,,,684064,,,Magda Linette,,,,,6-4 4-2,3,R32,,1,0,,,,,,,,0,5,,,,,,,,,,,
2025-eastbourne,Eastbourne,Grass,,I,20250623,15,762485,,,Jelena Ostapenko,,,,,444525,,,Sonay Kartal,,,,,6-3 7-6,3,R32,,3,5,,,,,,,,2,2,,,,,,,,,,,
2025-eastbourne,Eastbourne,Grass,,I,20250623,16,688846,,,Peyton Stearns,,,,,936813,,,Xu M.,,,,,6-3 6-4,3,R32,,2,4,,,,,,,,3,1,,,,,,,,,,,
2025-eastbourne,Eastbourne,Grass,,I,20250623,17,358837,,,Barbora Krejcikova,,,,,889635,,,Jodie Burrage,,,,,6-4 4-6 7-6,3,R16,,4,4,,,,,,,,10,4,,,,,,,,,,,
2025-eastbourne,Eastbourne,Grass,,I,20250623,18,834140,,,Anastasia Pavlyuchenkova,,,,,851560,,,Kimberly Birrell,,,,,7-5 7-5,3,R16,,9,4,,,,,,,,2,2,,,,,,,,,,,
2025-eastbourne,Eastbourne,Grass,,I,20250623,19,323630,,,Varvara Gracheva,,,,,123538,,,Rebecca Sramkova,,,,,7-5 6-3,3,R16,,3,1,,,,,,,,1,2,,,,,,,,,,,
2025-eastbourne,Eastbourne,Grass,,I,20250623,20,126226,,,Anna Blinkova,,,,,460138,,,Lulu Sun,,,,,6-3 6-3,3,R16,,3,2,,,,,,,,3,3,,,,,,,,,,,
2025-eastbourne,Eastbourne,Grass,,I,20250623,21,690300,,,Maya Joint,,,,,858188,,,Emma Raducanu,,,,,4-6 6-1 7-6,3,R16,,3,2,,,,,,,,1,4,,,,,,,,,,,
2025-eastbourne,Eastbourne,Grass,,I,20250623,22,568609,,,Kamilla Rakhimova,,,,,688846,,,Peyton Stearns,,,,,6-3 6-4,3,R16,,6,3,,,,,,,,6,3,,,,,,,,,,,
2025-eastbourne,Eastbourne,Grass,,I,20250623,23,261807,,,Alexandra Eala,,,,,762485,,,Jelena Ostapenko,,,,,0-6 6-2 3-2,3,R16,,0,2,,,,,,,,7,8,,,,,,,,,,,
2025-eastbourne,Eastbourne,Grass,,I,20250623,24,813190,,,Dayana Yastremska,,,,,794930,,,Francesca Jones,,,,,6-2 6-1,3,R16,,7,5,,,,,,,,0,2,,,,,,,,,,,
2025-eastbourne,Eastbourne,Grass,,I,20250623,25,323630,,,Varvara Gracheva,,,,,358837,,,Barbora Krejcikova,,,,,,3,QF,,0,0,,,,,,,,0,0,,,,,,,,,,,
2025-eastbourne,Eastbourne,Grass,,I,20250623,26,690300,,,Maya Joint,,,,,126226,,,Anna Blinkova,,,,,6-4 7-5,3,QF,,2,4,,,,,,,,0,1,,,,,,,,,,,
2025-eastbourne,Eastbourne,Grass,,I,20250623,27,261807,,,Alexandra Eala,,,,,813190,,,Dayana Yastremska,,,,,6-1 6-2,3,QF,,0,1,,,,,,,,0,2,,,,,,,,,,,
2025-eastbourne,Eastbourne,Grass,,I,20250623,28,834140,,,Anastasia Pavlyuchenkova,,,,,568609,,,Kamilla Rakhimova,,,,,6-2 2-6 6-0,3,QF,,9,7,,,,,,,,0,4,,,,,,,,,,,
2025-eastbourne,Eastbourne,Grass,,I,20250623,29,261807,,,Alexandra Eala,,,,,323630,,,Varvara Gracheva,,,,,7-5 2-6 6-3,3,SF,,2,6,,,,,,,,3,3,,,,,,,,,,,
2025-eastbourne,Eastbourne,Grass,,I,20250623,30,690300,,,Maya Joint,,,,,834140,,,Anastasia Pavlyuchenkova,,,,,7-5 6-3,3,SF,,6,1,,,,,,,,2,4,,,,,,,,,,,
2025-eastbourne,Eastbourne,Grass,,I,20250623,31,690300,,,Maya Joint,,,,,261807,,,Alexandra Eala,,,,,6-4 1-6 7-6,3,F,,0,7,,,,,,,,2,1,,,,,,,,,,,
2025-wimbledon,Wimbledon,Grass,,G,20250630,1,897792,,,Viktoriya Tomova,,,,,638293,,,Ons Jabeur,,,,,7-6 2-0,3,R128,,1,5,,,,,,,,1,0,,,,,,,,,,,
2025-wimbledon,Wimbledon,Grass,,G,20250630,2,444525,,,Sonay Kartal,,,,,762485,,,Jelena Ostapenko,,,,,7-5 2-6 6-2,3,R128,,3,2,,,,,,,,2,5,,,,,,,,,,,
2025-wimbledon,Wimbledon,Grass,,G,20250630,3,671871,,,Diane Parry,,,,,824559,,,Petra Martic,,,,,4-6 6-3 6-2,3,R128,,9,4,,,,,,,,5,5,,,,,,,,,,,
2025-wimbledon,Wimbledon,Grass,,G,20250630,4,743463,,,Eva Lys,,,,,803486,,,Yue Yuan,,,,,6-4 5-7 6-2,3,R128,,2,3,,,,,,,,1,3,,,,,,,,,,,
2025-wimbledon,Wimbledon,Grass,,G,20250630,5,975382,,,Donna Vekic,,,,,851560,,,Kimberly Birrell,,,,,6-0 6-4,3,R128,,4,3,,,,,,,,3,3,,,,,,,,,,,
2025-wimbledon,Wimbledon,Grass,,G,20250630,6,568896,,,Elina Svitolina,,,,,610520,,,Anna Bondar,,,,,6-3 6-1,3,R128,,2,2,,,,,,,,1,6,,,,,,,,,,,
2025-wimbledon,Wimbledon,Grass,,G,20250630,7,480371,,,Cristina Bucsa,,,,,384199,,,Anca Todoni,,,,,6-4 6-4,3,R128,,1,0,,,,,,,,1,2,,,,,,,,,,,
2025-wimbledon,Wimbledon,Grass,,G,20250630,8,187314,,,Linda Noskova,,,,,557676,,,Bernarda Pera,,,,,6-2 6-4,3,R128,,7,3,,,,,,,,9,4,,,,,,,,,,,
2025-wimbledon,Wimbledon,Grass,,G,20250630,9,716715,,,Aryna Sabalenka,,,,,169028,,,Carson Branstine,,,,,6-1 7-5,3,R128,,3,3,,,,,,,,7,4,,,,,,,,,,,
2025-wimbledon,Wimbledon,Grass,,G,20250630,10,692146,,,Beatriz Haddad Maia,,,,,123538,,,Rebecca Sramkova,,,,,7-6 6-4,3,R128,,5,2,,,,,,,,2,5,,,,,,,,,,,
2025-wimbledon,Wimbledon,Grass,,G,20250630,11,519047,,,Solana Sierra,,,,,397015,,,Olivia Gadecki,,,,,6-2 7-6,3,R128,,1,4,,,,,,,,2,4,,,,,,,,,,,
2025-wimbledon,Wimbledon,Grass,,G,20250630,12,114904,,,Aliaksandra Sasnovich,,,,,323630,,,Varvara Gracheva,,,,,6-4 6-7 7-6,3,R128,,6,13,,,,,,,,0,6,,,,,,,,,,,
2025-wimbledon,Wimbledon,Grass,,G,20250630,13,685811,,,Laura Siegemund,,,,,688846,,,Peyton Stearns,,,,,6-4 6-2,3,R128,,0,1,,,,,,,,3,4,,,,,,,,,,,
2025-wimbledon,Wimbledon,Grass,,G,20250630,14,425446,,,Diana Shnaider,,,,,482165,,,Moyuka Uchijima,,,,,7-6 6-3,3,R128,,3,2,,,,,,,,3,4,,,,,,,,,,,
2025-wimbledon,Wimbledon,Grass,,G,20250630,15,731934,,,Madison Keys,,,,,275310,,,Elena-Gabriela Ruse,,,,,6-7 7-5 7-5,3,R128,,5,5,,,,,,,,2,5,,,,,,,,,,,
2025-wimbledon,Wimbledon,Grass,,G,20250630,16,923407,,,Olga Danilovic,,,,,952597,,,Shuai Zhang,,,,,6-2 6-4,3,R128,,4,5,,,,,,,,3,1,,,,,,,,,,,
2025-wimbledon,Wimbledon,Grass,,G,20250630,17,914953,,,Leylah Fernandez,,,,,799426,,,Klugman H.,,,,,6-1 6-3,3,R128,,3,6,,,,,,,,1,5,,,,,,,,,,,
2025-wimbledon,Wimbledon,Grass,,G,20250630,18,425404,,,Dalma Galfi,,,,,805782,,,Harriet Dart,,,,,3-6 6-3 7-5,3,R128,,6,6,,,,,,,,2,5,,,,,,,,,,,
2025-wimbledon,Wimbledon,Grass,,G,20250630,19,988957,,,Renata Zarazua,,,,,382331,,,Yanina Wickmayer,,,,,6-0 6-3,3,R128,,1,1,,,,,,,,1,3,,,,,,,,,,,
2025-wimbledon,Wimbledon,Grass,,G,20250630,20,339700,,,Marketa Vondrousova,,,,,421789,,,Mccartney Kessler,,,,,6-1 7-6,3,R128,,4,5,,,,,,,,0,5,,,,,,,,,,,
2025-wimbledon,Wimbledon,Grass,,G,20250630,21,619460,,,Ann Li,,,,,988932,,,Viktorija Golubic,,,,,6-3 4-6 6-1,3,R128,,5,3,,,,,,,,1,2,,,,,,,,,,,
2025-wimbledon,Wimbledon,Grass,,G,20250630,22,858188,,,Emma Raducanu,,,,,936813,,,Xu M.,,,,,6-3 6-3,3,R128,,4,2,,,,,,,,3,4,,,,,,,,,,,
