tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2025-auckland,Auckland,Hard,,I,20241229,1,615524,,,Nao Hibino,,,,,534672,,,Jule Niemeier,,,,,6-3 6-4,3,R32,,3,4,,,,,,,,2,5,,,,,,,,,,,
2025-auckland,Auckland,Hard,,I,20241229,2,359411,,,Clara Tauson,,,,,647835,,,Lucrezia Stefanini,,,,,6-2 6-3,3,R32,,5,4,,,,,,,,0,4,,,,,,,,,,,
2025-auckland,Auckland,Hard,,I,20241229,3,675084,,,Rebecca Marino,,,,,460138,,,Lulu Sun,,,,,6-3 3-6 6-3,3,R32,,7,6,,,,,,,,5,4,,,,,,,,,,,
2025-auckland,Auckland,Hard,,I,20241229,4,557676,,,Bernarda Pera,,,,,199960,,,Victoria Jimenez Kasintseva,,,,,6-2 7-5,3,R32,,4,1,,,,,,,,3,5,,,,,,,,,,,
2025-auckland,Auckland,Hard,,I,20241229,5,714334,,,Naomi Osaka,,,,,863771,,,Lina Glushko,,,,,6-4 6-4,3,R32,,7,4,,,,,,,,3,4,,,,,,,,,,,
2025-auckland,Auckland,Hard,,I,20241229,6,346262,,,Julia Grabher,,,,,275150,,,Leyre Romero Gormaz,,,,,2-6 6-3 7-6,3,R32,,2,3,,,,,,,,6,10,,,,,,,,,,,
2025-auckland,Auckland,Hard,,I,20241229,7,619460,,,Ann Li,,,,,441252,,,Sloane Stephens,,,,,5-7 6-4 6-4,3,R32,,2,1,,,,,,,,2,1,,,,,,,,,,,
2025-auckland,Auckland,Hard,,I,20241229,8,421894,,,Katie Volynets,,,,,303568,,,Erika Andreeva,,,,,6-4 6-7 6-2,3,R32,,1,0,,,,,,,,1,3,,,,,,,,,,,
2025-auckland,Auckland,Hard,,I,20241229,9,549141,,,Sofia Kenin,,,,,674631,,,Xinyu Wang,,,,,7-6 6-1,3,R32,,0,3,,,,,,,,8,4,,,,,,,,,,,
2025-auckland,Auckland,Hard,,I,20241229,10,885728,,,Jaqueline  Cristian,,,,,976242,,,Yuliia Starodubtseva,,,,,6-3 2-0,3,R32,,3,2,,,,,,,,0,4,,,,,,,,,,,
2025-auckland,Auckland,Hard,,I,20241229,11,987862,,,Hailey Baptiste,,,,,435950,,,Renata Jamrichova,,,,,6-0 6-2,3,R32,,3,1,,,,,,,,1,11,,,,,,,,,,,
2025-auckland,Auckland,Hard,,I,20241229,12,731934,,,Madison Keys,,,,,152800,,,Lucia Bronzetti,,,,,6-4 6-4,3,R32,,4,1,,,,,,,,0,2,,,,,,,,,,,
2025-auckland,Auckland,Hard,,I,20241229,13,460146,,,Greet Minnen,,,,,909013,,,Anna-Lena Friedsam,,,,,6-4 6-0,3,R32,,1,5,,,,,,,,1,2,,,,,,,,,,,
2025-auckland,Auckland,Hard,,I,20241229,14,889635,,,Jodie Burrage,,,,,699742,,,Vivian Yang,,,,,6-3 6-3,3,R32,,2,6,,,,,,,,0,7,,,,,,,,,,,
2025-auckland,Auckland,Hard,,I,20241229,15,735911,,,Robin Montgomery,,,,,252693,,,Mai Hontama,,,,,6-3 2-6 6-0,3,R32,,6,4,,,,,,,,0,5,,,,,,,,,,,
2025-auckland,Auckland,Hard,,I,20241229,16,663060,,,Alycia Parks,,,,,324536,,,Amanda Anisimova,,,,,2-6 6-2 6-3,3,R32,,9,11,,,,,,,,2,9,,,,,,,,,,,
2025-auckland,Auckland,Hard,,I,20241229,17,557676,,,Bernarda Pera,,,,,675084,,,Rebecca Marino,,,,,7-6 6-4,3,R16,,3,3,,,,,,,,9,4,,,,,,,,,,,
2025-auckland,Auckland,Hard,,I,20241229,18,714334,,,Naomi Osaka,,,,,346262,,,Julia Grabher,,,,,7-5 6-3,3,R16,,5,0,,,,,,,,1,2,,,,,,,,,,,
2025-auckland,Auckland,Hard,,I,20241229,19,359411,,,Clara Tauson,,,,,549141,,,Sofia Kenin,,,,,4-6 7-6 7-6,3,R16,,26,4,,,,,,,,4,7,,,,,,,,,,,
2025-auckland,Auckland,Hard,,I,20241229,20,421894,,,Katie Volynets,,,,,619460,,,Ann Li,,,,,6-4 6-3,3,R16,,0,0,,,,,,,,1,1,,,,,,,,,,,
2025-auckland,Auckland,Hard,,I,20241229,21,731934,,,Madison Keys,,,,,885728,,,Jaqueline  Cristian,,,,,6-1 6-2,3,R16,,3,3,,,,,,,,0,5,,,,,,,,,,,
2025-auckland,Auckland,Hard,,I,20241229,22,735911,,,Robin Montgomery,,,,,615524,,,Nao Hibino,,,,,6-2 6-2,3,R16,,3,4,,,,,,,,1,3,,,,,,,,,,,
2025-auckland,Auckland,Hard,,I,20241229,23,663060,,,Alycia Parks,,,,,460146,,,Greet Minnen,,,,,7-5 6-3,3,R16,,10,6,,,,,,,,0,3,,,,,,,,,,,
2025-auckland,Auckland,Hard,,I,20241229,24,987862,,,Hailey Baptiste,,,,,889635,,,Jodie Burrage,,,,,5-7 7-5 7-6,3,R16,,10,5,,,,,,,,8,6,,,,,,,,,,,
2025-auckland,Auckland,Hard,,I,20241229,25,735911,,,Robin Montgomery,,,,,557676,,,Bernarda Pera,,,,,6-4 6-4,3,QF,,13,2,,,,,,,,5,5,,,,,,,,,,,
2025-auckland,Auckland,Hard,,I,20241229,26,714334,,,Naomi Osaka,,,,,987862,,,Hailey Baptiste,,,,,6-7 6-1 6-2,3,QF,,10,3,,,,,,,,7,6,,,,,,,,,,,
2025-auckland,Auckland,Hard,,I,20241229,27,359411,,,Clara Tauson,,,,,731934,,,Madison Keys,,,,,6-4 7-6,3,QF,,3,1,,,,,,,,5,1,,,,,,,,,,,
2025-auckland,Auckland,Hard,,I,20241229,28,663060,,,Alycia Parks,,,,,421894,,,Katie Volynets,,,,,6-1 6-4,3,QF,,11,5,,,,,,,,1,0,,,,,,,,,,,
2025-auckland,Auckland,Hard,,I,20241229,29,359411,,,Clara Tauson,,,,,735911,,,Robin Montgomery,,,,,6-4 6-3,3,SF,,7,2,,,,,,,,5,6,,,,,,,,,,,
2025-auckland,Auckland,Hard,,I,20241229,30,714334,,,Naomi Osaka,,,,,663060,,,Alycia Parks,,,,,6-4 6-2,3,SF,,4,2,,,,,,,,5,5,,,,,,,,,,,
2025-auckland,Auckland,Hard,,I,20241229,31,359411,,,Clara Tauson,,,,,714334,,,Naomi Osaka,,,,,4-6,3,F,,7,3,,,,,,,,5,0,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,1,689373,,,Suzan Lamens,,,,,568609,,,Kamilla Rakhimova,,,,,6-2 6-4,3,R64,,3,2,,,,,,,,2,3,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,2,701534,,,Ashlyn Krueger,,,,,482165,,,Moyuka Uchijima,,,,,6-3 1-6 6-3,3,R64,,5,3,,,,,,,,3,7,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,3,690300,,,Maya Joint,,,,,646421,,,Maddison Inglis,,,,,6-3 6-4,3,R64,,2,2,,,,,,,,3,0,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,4,988957,,,Renata Zarazua,,,,,897792,,,Viktoriya Tomova,,,,,6-0 6-3,3,R64,,0,1,,,,,,,,0,2,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,5,272544,,,Elina Avanesyan,,,,,123538,,,Rebecca Sramkova,,,,,1-6 6-2 6-2,3,R64,,0,2,,,,,,,,4,0,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,6,126226,,,Anna Blinkova,,,,,429517,,,Sara Bejlek,,,,,6-1 7-6,3,R64,,2,2,,,,,,,,0,3,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,7,369605,,,Marie Bouzkova,,,,,828867,,,Talia Gibson,,,,,7-6 3-6 6-3,3,R64,,9,7,,,,,,,,5,1,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,8,421789,,,Mccartney Kessler,,,,,684064,,,Magda Linette,,,,,6-4 6-4,3,R64,,1,1,,,,,,,,0,2,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,9,851560,,,Kimberly Birrell,,,,,861465,,,Priscilla Hon,,,,,3-6 7-5 6-2,3,R64,,3,7,,,,,,,,6,7,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,10,688846,,,Peyton Stearns,,,,,876368,,,Veronika Kudermetova,,,,,6-2 6-3,3,R64,,2,5,,,,,,,,9,2,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,11,561744,,,Anhelina Kalinina,,,,,927809,,,Yafan Wang,,,,,6-4 2-0,3,R64,,0,2,,,,,,,,1,2,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,12,824108,,,Polina Kudermetova,,,,,600494,,,Xinyu Wang,,,,,6-1 6-3,3,R64,,5,6,,,,,,,,3,2,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,13,384199,,,Anca Todoni,,,,,480371,,,Cristina Bucsa,,,,,7-6 6-2,3,R64,,6,2,,,,,,,,3,6,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,14,803486,,,Yue Yuan,,,,,342785,,,Arantxa Rus,,,,,6-2 6-4,3,R64,,1,0,,,,,,,,3,1,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,15,651611,,,Anastasia Potapova,,,,,288191,,,Ana Bogdan,,,,,2-6 6-4 2-0,3,R64,,5,3,,,,,,,,1,2,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,16,638293,,,Ons Jabeur,,,,,783984,,,Saisai Zheng,,,,,7-6 6-4,3,R64,,6,4,,,,,,,,1,1,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,17,272544,,,Elina Avanesyan,,,,,695399,,,Paula Badosa,,,,,6-3 1-6 6-2,3,R32,,3,0,,,,,,,,3,7,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,18,133650,,,Yulia Putintseva,,,,,421789,,,Mccartney Kessler,,,,,6-2 7-5,3,R32,,2,2,,,,,,,,0,1,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,19,701534,,,Ashlyn Krueger,,,,,393113,,,Anna Kalinskaya,,,,,6-3 6-3,3,R32,,6,4,,,,,,,,0,1,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,20,716715,,,Aryna Sabalenka,,,,,988957,,,Renata Zarazua,,,,,6-4 6-0,3,R32,,5,1,,,,,,,,0,0,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,21,727666,,,Mirra Andreeva,,,,,126226,,,Anna Blinkova,,,,,6-4 6-4,3,R32,,3,4,,,,,,,,2,1,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,22,369605,,,Marie Bouzkova,,,,,762485,,,Jelena Ostapenko,,,,,7-6 6-4,3,R32,,5,8,,,,,,,,4,12,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,23,638293,,,Ons Jabeur,,,,,558914,,,Ekaterina Alexandrova,,,,,6-3 6-2,3,R32,,3,3,,,,,,,,0,2,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,24,561744,,,Anhelina Kalinina,,,,,425446,,,Diana Shnaider,,,,,6-3 4-6 6-1,3,R32,,5,4,,,,,,,,5,6,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,25,824108,,,Polina Kudermetova,,,,,286370,,,Liudmila Samsonova,,,,,6-7 6-3 6-2,3,R32,,5,4,,,,,,,,4,6,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,26,851560,,,Kimberly Birrell,,,,,804248,,,Emma Navarro,,,,,7-5 7-5,3,R32,,1,1,,,,,,,,5,2,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,27,651611,,,Anastasia Potapova,,,,,813190,,,Dayana Yastremska,,,,,7-5 6-4,3,R32,,1,1,,,,,,,,5,3,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,28,626163,,,Daria Kasatkina,,,,,688846,,,Peyton Stearns,,,,,7-6 4-6 7-5,3,R32,,4,8,,,,,,,,7,4,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,29,689373,,,Suzan Lamens,,,,,362890,,,Magdalena Frech,,,,,7-5 6-3,3,R32,,2,5,,,,,,,,5,3,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,30,803486,,,Yue Yuan,,,,,756180,,,Marta Kostyuk,,,,,6-4 6-3,3,R32,,1,4,,,,,,,,3,8,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,31,804895,,,Victoria Azarenka,,,,,690300,,,Maya Joint,,,,,6-7 6-2 6-4,3,R32,,4,6,,,,,,,,3,8,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,32,187314,,,Linda Noskova,,,,,384199,,,Anca Todoni,,,,,6-1 6-4,3,R32,,6,4,,,,,,,,6,0,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,33,851560,,,Kimberly Birrell,,,,,651611,,,Anastasia Potapova,,,,,7-6 6-2,3,R16,,2,2,,,,,,,,2,5,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,34,701534,,,Ashlyn Krueger,,,,,689373,,,Suzan Lamens,,,,,7-5 6-0,3,R16,,3,1,,,,,,,,0,3,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,35,824108,,,Polina Kudermetova,,,,,626163,,,Daria Kasatkina,,,,,1-6 6-2 7-5,3,R16,,2,6,,,,,,,,2,3,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,36,561744,,,Anhelina Kalinina,,,,,803486,,,Yue Yuan,,,,,6-1 6-4,3,R16,,0,2,,,,,,,,2,1,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,37,727666,,,Mirra Andreeva,,,,,187314,,,Linda Noskova,,,,,6-3 6-0,3,R16,,4,1,,,,,,,,2,1,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,38,638293,,,Ons Jabeur,,,,,272544,,,Elina Avanesyan,,,,,6-4 1-6 6-4,3,R16,,1,3,,,,,,,,0,1,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,39,369605,,,Marie Bouzkova,,,,,804895,,,Victoria Azarenka,,,,,6-4 6-4,3,R16,,6,13,,,,,,,,1,7,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,40,716715,,,Aryna Sabalenka,,,,,133650,,,Yulia Putintseva,,,,,7-6 6-4,3,R16,,6,1,,,,,,,,1,3,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,41,561744,,,Anhelina Kalinina,,,,,851560,,,Kimberly Birrell,,,,,4-6 6-1 7-5,3,QF,,9,4,,,,,,,,6,2,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,42,727666,,,Mirra Andreeva,,,,,638293,,,Ons Jabeur,,,,,6-4 7-6,3,QF,,4,3,,,,,,,,2,2,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,43,824108,,,Polina Kudermetova,,,,,701534,,,Ashlyn Krueger,,,,,7-6 6-3,3,QF,,1,1,,,,,,,,2,2,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,44,716715,,,Aryna Sabalenka,,,,,369605,,,Marie Bouzkova,,,,,6-3 6-4,3,QF,,6,0,,,,,,,,2,0,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,45,824108,,,Polina Kudermetova,,,,,561744,,,Anhelina Kalinina,,,,,6-4 6-3,3,SF,,6,7,,,,,,,,2,1,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,46,716715,,,Aryna Sabalenka,,,,,727666,,,Mirra Andreeva,,,,,6-3 6-2,3,SF,,3,1,,,,,,,,2,4,,,,,,,,,,,
2025-brisbane,Brisbane,Hard,,P,20241229,47,716715,,,Aryna Sabalenka,,,,,824108,,,Polina Kudermetova,,,,,4-6 6-3 6-2,3,F,,5,0,,,,,,,,9,7,,,,,,,,,,,
2025-adelaide,Adelaide,Hard,,P,20250106,1,993262,,,Emerson Jones,,,,,600494,,,Xinyu Wang,,,,,6-4 6-0,3,R32,,0,3,,,,,,,,0,3,,,,,,,,,,,
2025-adelaide,Adelaide,Hard,,P,20250106,2,133650,,,Yulia Putintseva,,,,,975382,,,Donna Vekic,,,,,6-2 6-3,3,R32,,4,2,,,,,,,,3,6,,,,,,,,,,,
2025-adelaide,Adelaide,Hard,,P,20250106,3,558914,,,Ekaterina Alexandrova,,,,,914953,,,Leylah Fernandez,,,,,6-4 3-6 6-2,3,R32,,7,3,,,,,,,,9,9,,,,,,,,,,,
2025-adelaide,Adelaide,Hard,,P,20250106,4,626163,,,Daria Kasatkina,,,,,397015,,,Olivia Gadecki,,,,,6-2 6-3,3,R32,,4,2,,,,,,,,3,6,,,,,,,,,,,
2025-adelaide,Adelaide,Hard,,P,20250106,5,339700,,,Marketa Vondrousova,,,,,834140,,,Anastasia Pavlyuchenkova,,,,,6-4 6-7 6-2,3,R32,,22,8,,,,,,,,2,8,,,,,,,,,,,
2025-adelaide,Adelaide,Hard,,P,20250106,6,695399,,,Paula Badosa,,,,,688846,,,Peyton Stearns,,,,,6-7 6-3 7-5,3,R32,,5,3,,,,,,,,3,4,,,,,,,,,,,
2025-adelaide,Adelaide,Hard,,P,20250106,7,731934,,,Madison Keys,,,,,692146,,,Beatriz Haddad Maia,,,,,6-2 6-1,3,R32,,1,3,,,,,,,,0,4,,,,,,,,,,,
2025-adelaide,Adelaide,Hard,,P,20250106,8,710062,,,Maria Sakkari,,,,,187314,,,Linda Noskova,,,,,6-3 6-3,3,R32,,7,5,,,,,,,,5,9,,,,,,,,,,,
2025-adelaide,Adelaide,Hard,,P,20250106,9,286370,,,Liudmila Samsonova,,,,,369605,,,Marie Bouzkova,,,,,1-6 6-4 6-1,3,R32,,4,8,,,,,,,,0,5,,,,,,,,,,,
2025-adelaide,Adelaide,Hard,,P,20250106,10,762485,,,Jelena Ostapenko,,,,,362890,,,Magdalena Frech,,,,,4-6 6-1 6-1,3,R32,,6,9,,,,,,,,5,1,,,,,,,,,,,
2025-adelaide,Adelaide,Hard,,P,20250106,11,425446,,,Diana Shnaider,,,,,344482,,,Katerina Siniakova,,,,,6-3 0-6 6-0,3,R32,,2,5,,,,,,,,1,4,,,,,,,,,,,
2025-adelaide,Adelaide,Hard,,P,20250106,12,701534,,,Ashlyn Krueger,,,,,756180,,,Marta Kostyuk,,,,,4-6 6-2 6-2,3,R32,,2,6,,,,,,,,4,9,,,,,,,,,,,
2025-adelaide,Adelaide,Hard,,P,20250106,13,218416,,,Belinda Bencic,,,,,393113,,,Anna Kalinskaya,,,,,6-2 1-0,3,R32,,4,2,,,,,,,,0,2,,,,,,,,,,,
2025-adelaide,Adelaide,Hard,,P,20250106,14,638293,,,Ons Jabeur,,,,,788190,,,Danielle Collins,,,,,7-6 6-2,3,R32,,5,1,,,,,,,,6,6,,,,,,,,,,,
2025-adelaide,Adelaide,Hard,,P,20250106,15,804248,,,Emma Navarro,,,,,558914,,,Ekaterina Alexandrova,,,,,7-6 6-4,3,R16,,2,5,,,,,,,,6,6,,,,,,,,,,,
2025-adelaide,Adelaide,Hard,,P,20250106,16,814118,,,Jessica Pegula,,,,,710062,,,Maria Sakkari,,,,,6-4 6-1,3,R16,,5,0,,,,,,,,0,5,,,,,,,,,,,
2025-adelaide,Adelaide,Hard,,P,20250106,17,286370,,,Liudmila Samsonova,,,,,218416,,,Belinda Bencic,,,,,7-6 4-6 6-4,3,R16,,8,10,,,,,,,,4,6,,,,,,,,,,,
2025-adelaide,Adelaide,Hard,,P,20250106,18,701534,,,Ashlyn Krueger,,,,,695399,,,Paula Badosa,,,,,7-6 6-7 6-2,3,R16,,5,9,,,,,,,,4,8,,,,,,,,,,,
2025-adelaide,Adelaide,Hard,,P,20250106,19,425446,,,Diana Shnaider,,,,,339700,,,Marketa Vondrousova,,,,,4-6 1-1,3,R16,,1,2,,,,,,,,6,5,,,,,,,,,,,
2025-adelaide,Adelaide,Hard,,P,20250106,20,731934,,,Madison Keys,,,,,762485,,,Jelena Ostapenko,,,,,3-6 6-4 6-3,3,R16,,8,1,,,,,,,,3,7,,,,,,,,,,,
2025-adelaide,Adelaide,Hard,,P,20250106,21,133650,,,Yulia Putintseva,,,,,638293,,,Ons Jabeur,,,,,6-2 6-4,3,R16,,2,2,,,,,,,,3,1,,,,,,,,,,,
2025-adelaide,Adelaide,Hard,,P,20250106,22,626163,,,Daria Kasatkina,,,,,993262,,,Emerson Jones,,,,,7-5 6-3,3,R16,,4,3,,,,,,,,0,3,,,,,,,,,,,
2025-adelaide,Adelaide,Hard,,P,20250106,23,286370,,,Liudmila Samsonova,,,,,804248,,,Emma Navarro,,,,,6-4 6-4,3,QF,,2,4,,,,,,,,3,2,,,,,,,,,,,
2025-adelaide,Adelaide,Hard,,P,20250106,24,814118,,,Jessica Pegula,,,,,701534,,,Ashlyn Krueger,,,,,6-4 2-0,3,QF,,3,1,,,,,,,,4,1,,,,,,,,,,,
2025-adelaide,Adelaide,Hard,,P,20250106,25,731934,,,Madison Keys,,,,,626163,,,Daria Kasatkina,,,,,6-1 6-3,3,QF,,11,0,,,,,,,,0,3,,,,,,,,,,,
2025-adelaide,Adelaide,Hard,,P,20250106,26,133650,,,Yulia Putintseva,,,,,425446,,,Diana Shnaider,,,,,7-6 6-7 6-4,3,QF,,1,1,,,,,,,,1,5,,,,,,,,,,,
2025-adelaide,Adelaide,Hard,,P,20250106,27,731934,,,Madison Keys,,,,,286370,,,Liudmila Samsonova,,,,,5-7 7-5 3-0,3,SF,,12,2,,,,,,,,7,6,,,,,,,,,,,
2025-adelaide,Adelaide,Hard,,P,20250106,28,814118,,,Jessica Pegula,,,,,133650,,,Yulia Putintseva,,,,,7-6 6-3,3,SF,,4,4,,,,,,,,1,4,,,,,,,,,,,
2025-adelaide,Adelaide,Hard,,P,20250106,29,731934,,,Madison Keys,,,,,814118,,,Jessica Pegula,,,,,6-3 4-6 6-1,3,F,,10,3,,,,,,,,3,4,,,,,,,,,,,
2025-hobart,Hobart,Hard,,I,20250106,1,421789,,,Mccartney Kessler,,,,,123538,,,Rebecca Sramkova,,,,,6-3 7-5,3,R32,,4,1,,,,,,,,1,3,,,,,,,,,,,
2025-hobart,Hobart,Hard,,I,20250106,2,272544,,,Elina Avanesyan,,,,,674631,,,Xinyu Wang,,,,,6-3 7-5,3,R32,,0,2,,,,,,,,2,0,,,,,,,,,,,
2025-hobart,Hobart,Hard,,I,20250106,3,610520,,,Anna Bondar,,,,,729721,,,Mayar Sherif,,,,,7-5 6-4,3,R32,,4,4,,,,,,,,1,4,,,,,,,,,,,
2025-hobart,Hobart,Hard,,I,20250106,4,957435,,,Maria Lourdes Carle,,,,,595819,,,Jessica Bouzas Maneiro,,,,,6-3 3-6 6-0,3,R32,,2,9,,,,,,,,0,3,,,,,,,,,,,
2025-hobart,Hobart,Hard,,I,20250106,5,460146,,,Greet Minnen,,,,,897792,,,Viktoriya Tomova,,,,,7-5 6-3,3,R32,,1,3,,,,,,,,2,6,,,,,,,,,,,
2025-hobart,Hobart,Hard,,I,20250106,6,769396,,,Camila Osorio,,,,,803486,,,Yue Yuan,,,,,6-2 6-3,3,R32,,1,1,,,,,,,,0,1,,,,,,,,,,,
2025-hobart,Hobart,Hard,,I,20250106,7,876368,,,Veronika Kudermetova,,,,,121013,,,Elisabetta Cocciaretto,,,,,7-5 6-0,3,R32,,3,1,,,,,,,,1,8,,,,,,,,,,,
2025-hobart,Hobart,Hard,,I,20250106,8,126226,,,Anna Blinkova,,,,,557676,,,Bernarda Pera,,,,,7-5 6-4,3,R32,,1,4,,,,,,,,3,8,,,,,,,,,,,
2025-hobart,Hobart,Hard,,I,20250106,9,619460,,,Ann Li,,,,,441252,,,Sloane Stephens,,,,,7-5 6-1,3,R32,,0,0,,,,,,,,1,0,,,,,,,,,,,
2025-hobart,Hobart,Hard,,I,20250106,10,813190,,,Dayana Yastremska,,,,,421894,,,Katie Volynets,,,,,2-6 6-4 6-1,3,R32,,2,1,,,,,,,,0,0,,,,,,,,,,,
2025-hobart,Hobart,Hard,,I,20250106,11,549141,,,Sofia Kenin,,,,,460138,,,Lulu Sun,,,,,4-6 6-3 6-3,3,R32,,2,4,,,,,,,,5,4,,,,,,,,,,,
2025-hobart,Hobart,Hard,,I,20250106,12,690300,,,Maya Joint,,,,,923407,,,Olga Danilovic,,,,,6-2 6-3,3,R32,,0,4,,,,,,,,1,4,,,,,,,,,,,
2025-hobart,Hobart,Hard,,I,20250106,13,684064,,,Magda Linette,,,,,323630,,,Varvara Gracheva,,,,,6-3 3-6 6-4,3,R32,,2,1,,,,,,,,1,5,,,,,,,,,,,
2025-hobart,Hobart,Hard,,I,20250106,14,988957,,,Renata Zarazua,,,,,152800,,,Lucia Bronzetti,,,,,6-4 6-3,3,R32,,1,0,,,,,,,,1,1,,,,,,,,,,,
2025-hobart,Hobart,Hard,,I,20250106,15,324536,,,Amanda Anisimova,,,,,658597,,,Daria Saville,,,,,6-3 6-3,3,R32,,3,4,,,,,,,,2,2,,,,,,,,,,,
2025-hobart,Hobart,Hard,,I,20250106,16,809758,,,Elise Mertens,,,,,457861,,,Nuria Parrizas Diaz,,,,,6-3 6-1,3,R32,,6,0,,,,,,,,0,3,,,,,,,,,,,
2025-hobart,Hobart,Hard,,I,20250106,17,549141,,,Sofia Kenin,,,,,126226,,,Anna Blinkova,,,,,6-2 3-6 6-2,3,R16,,2,2,,,,,,,,9,4,,,,,,,,,,,
2025-hobart,Hobart,Hard,,I,20250106,18,421789,,,Mccartney Kessler,,,,,957435,,,Maria Lourdes Carle,,,,,6-2 6-2,3,R16,,0,0,,,,,,,,0,4,,,,,,,,,,,
2025-hobart,Hobart,Hard,,I,20250106,19,690300,,,Maya Joint,,,,,684064,,,Magda Linette,,,,,6-1 6-1,3,R16,,0,1,,,,,,,,1,0,,,,,,,,,,,
2025-hobart,Hobart,Hard,,I,20250106,20,272544,,,Elina Avanesyan,,,,,460146,,,Greet Minnen,,,,,6-2 6-2,3,R16,,1,4,,,,,,,,1,3,,,,,,,,,,,
2025-hobart,Hobart,Hard,,I,20250106,21,813190,,,Dayana Yastremska,,,,,619460,,,Ann Li,,,,,1-6 7-5 6-2,3,R16,,1,4,,,,,,,,2,2,,,,,,,,,,,
2025-hobart,Hobart,Hard,,I,20250106,22,876368,,,Veronika Kudermetova,,,,,769396,,,Camila Osorio,,,,,6-4 6-1,3,R16,,5,6,,,,,,,,1,5,,,,,,,,,,,
2025-hobart,Hobart,Hard,,I,20250106,23,324536,,,Amanda Anisimova,,,,,610520,,,Anna Bondar,,,,,6-3 6-4,3,R16,,8,1,,,,,,,,10,2,,,,,,,,,,,
2025-hobart,Hobart,Hard,,I,20250106,24,809758,,,Elise Mertens,,,,,988957,,,Renata Zarazua,,,,,6-4 6-3,3,R16,,7,5,,,,,,,,1,1,,,,,,,,,,,
