rank,ch_raw,career_high,prev_career_high,at_career_high,is_new_career_high,player,age,country,flag,points,rank_change,current,previous,next,max,is_playing
812,395,395,,no,no,Wishaya Trongcharoenchaikul,30,THA,THA,33,-14,-2,,Lost in Sharm El Sheikh 5 R32 Lost in Sharm El Sheikh 6 R32,,no
813,479,479,,no,no,Jacob Bradshaw,23,AUS,AUS,32,+44,+4,,Lost in Sharm El Sheikh 5 SF,,no
814,NCH (828),814,828,yes,yes,Matt Ponchet,21,FRA,FRA,32,+14,+1,,Lost in Pszczyna R32 Lost in Poitiers R16,,no
815,601,601,,no,no,Bautista Vilicich,24,ARG,ARG,32,-11,-2,,,,no
816,748,748,,no,no,Luca Preda,19,ROU,ROU,32,,+3,,,,no
817,717,717,,no,no,Alan Magadan,24,MEX,MEX,32,,+3,,,,no
818,497,497,,no,no,Victor Lilov,22,USA,USA,32,,+3,,,,no
819,751,751,,no,no,Joshua Charlton,26,AUS,AUS,32,+13,+1,,Lost in Burnie R16 Lost in Launceston R32,,no
820,815,815,,no,no,Romain Faucon,23,BEL,BEL,32,-5,-1,,,,no
821,635,635,,no,no,John Sperle,24,GER,GER,32,,+3,,Lost in Naples 3 R32,,no
822,745,745,,no,no,Taiyo Yamanaka,24,JPN,JPN,32,,+1,,Lost in Burnie R32 Lost in Launceston R32,,no
823,729,729,,no,no,Tomas Curras Abasolo,25,ESP,ESP,32,-45,-5,,Lost in Vale Do Lobo R32 Lost in Faro R16,,no
824,NCH (833),824,833,yes,yes,Pavel Lagutin,21,RUS,RUS,31,+17,+1,,Lost in Torello R16,,no
825,727,727,,no,no,Petros Tsitsipas,25,GRE,GRE,31,-7,-1,,Lost in Qual. Hersonissos 1 R1,,no
826,820,820,,no,no,Nikola Slavic,25,SWE,SWE,31,,+4,,,,no
827,130,130,,no,no,Duck-hee Lee,27,KOR,KOR,31,-16,-2,,Lost in Maanshan R32,,no
828,812,812,,no,no,Maximilian Homberg,23,GER,GER,31,,+5,,,,no
829,341,341,,no,no,Wilson Leite,34,BRA,BRA,31,-35,-4,,,,no
830,794,794,,no,no,Izan Almazan Valiente,20,ESP,ESP,31,-24,-3,,Lost in Heraklion R16,,no
831,433,433,,no,no,Fausto Tabacco,23,ITA,ITA,31,,+5,,Lost in Faro R32,,no
832,716,716,,no,no,Dinko Dinev,22,BUL,BUL,31,,+5,,,,no
833,663,663,,no,no,Samir Hamza Reguig,24,ALG,ALG,31,,+5,,,,no
834,13,13,,no,no,Nick Kyrgios,30,AUS,AUS,30,-83,-10,,,,no
835,NCH (839),835,839,yes,yes,Thijs Boogaard,17,NED,NED,30,,+4,,,,no
836,826,826,,no,no,Gian Luca Tanner,25,SUI,SUI,30,,+6,,,,no
837,810,810,,no,no,Kristijan Juhas,24,SRB,SRB,30,,+6,,,,no
838,544,544,,no,no,Luca Wiedenmann,27,GER,GER,30,+21,+2,**Qual. Villena 2 W**,Lost in Villena 2 QF,,yes
839,NCH (852),839,852,yes,yes,Scott Jones,28,AUS,AUS,30,+28,+3,,Lost in Burnie R32 Lost in Launceston QF,,no
840,394,394,,no,no,Tiago Cação,28,POR,POR,30,+40,+4,,Lost in Vale Do Lobo R16 Lost in Faro QF,,no
841,NCH (842),841,842,yes,yes,Natan Rodrigues,24,BRA,BRA,30,,+3,,,,no
842,532,532,,no,no,Adrien Gobat,24,FRA,FRA,30,-13,-116,,,,no
843,390,390,,no,no,Pedro Araújo,23,POR,POR,30,-31,-3,,,,no
844,820,820,,no,no,Michel Hopp,27,GER,GER,30,-10,-1,,Lost in Heraklion R32,,no
845,811,811,,no,no,Thiago Cigarran,25,ARG,ARG,30,,+1,,Lost in Yerba Buena R32,,no
846,501,501,,no,no,Christian Sigsgaard,28,DEN,DEN,29,,+2,,,,no
847,49,49,,no,no,Grégoire Barrère,32,FRA,FRA,29,,+2,,,,no
848,847,847,,no,no,Patrick Schoen,20,SUI,SUI,29,+7,+1,,Lost in Villena 2 R16 Lost in Monastir 12 R32,,no
849,508,508,,no,no,Manish Sureshkumar,26,IND,IND,29,,+2,,,,no
850,599,599,,no,no,Giorgio Tabacco,22,ITA,ITA,29,+13,+1,**Qual. Vale Do Lobo W**,Lost in Vale Do Lobo R32 Lost in Faro R16,,yes
851,814,814,,no,no,Jeffrey Von Der Schulenburg,24,SUI,SUI,29,-6,-1,,Lost in Trimbach R32,,no
852,821,821,,no,no,Vincent Marysko,20,GER,GER,29,,,,,,no
853,841,841,,no,no,Rafael Izquierdo Luque,26,ESP,ESP,29,,,,,,no
854,785,785,,no,no,Amit Vales,20,ISR,ISR,29,-7,-1,,Lost in San Jose 2 R32,,no
855,773,773,,no,no,Artur Kukasian,21,RUS,RUS,29,-41,-4,,Lost in Maanshan R32,,no
856,806,806,,no,no,Hoyoung Roh,19,KOR,KOR,28,,,,,,no
857,850,850,,no,no,Marc Van Der Merwe,31,RSA,RSA,28,,+1,,,,no
858,533,533,,no,no,Julio César Porras,28,ARG,ARG,28,,+3,,,,no
859,856,856,,no,no,Jack Kennedy,17,USA,USA,28,,+1,,,,no
860,694,694,,no,no,Xiaofei Wang,23,CHN,CHN,28,,+2,,,,no
861,CH,861,,yes,no,Andreja Petrovic,26,NOR,NOR,28,+7,+1,Torello R16 29 42,,,yes
862,736,736,,no,no,Jakub Filip,20,CZE,CZE,28,+10,+1,,Lost in Pszczyna R16 Lost in Heraklion R32,,no
863,788,788,,no,no,Joao Victor Couto Loureiro,22,BRA,BRA,28,+10,+1,,Lost in Naples 3 R32 Lost in Sherbrooke R16,,no
864,838,838,,no,no,Luca Pow,21,GBR,GBR,27,,+2,,,,no
865,453,453,,no,no,Arklon Huertas Del Pino Cordova,31,PER,PER,27,-15,-2,,,,no
866,65,65,,no,no,Egor Gerasimov,33,BLR,BLR,27,-39,-4,,,,no
867,857,857,,no,no,Charlie Robertson,19,GBR,GBR,27,,+2,,,,no
868,429,429,,no,no,Alvin Nicholas Tudorica,24,CAN,CAN,27,-12,-105,,Lost in Sherbrooke R32,,no
869,713,713,,no,no,Lautaro Agustin Falabella,28,ARG,ARG,27,,+2,,,,no
870,NCH (890),870,890,yes,yes,Anas Mazdrashki,19,BUL,BUL,27,+24,+2,,Lost in Sharm El Sheikh 5 QF Lost in Sharm El Sheikh 6 R32,,no
871,774,774,,no,no,Nitin Kumar Sinha,27,IND,IND,27,,+4,,Lost in Qual. Kigali 1 R1,,no
872,607,607,,no,no,Jacob Brumm,27,USA,USA,27,-8,-1,,,,no
873,830,830,,no,no,Carles Hernández,24,ESP,ESP,27,,+3,,Lost in Villena 2 R32,,no
874,NCH (881),874,881,yes,yes,Evan Bynoe,26,USA,USA,27,+22,+2,,Lost in Naples 3 QF,,no
875,666,666,,no,no,Niccolo Catini,28,ITA,ITA,27,-50,-5,,Lost in San Jose 2 R32,,no
876,636,636,,no,no,Taisei Ichikawa,25,JPN,JPN,27,-11,-1,,Lost in Burnie R16 Lost in Launceston R32,,no
877,NCH (878),877,878,yes,yes,Andrea Fiorentini,25,ITA,ITA,27,+8,+1,Antalya 9 R16,Lost in Antalya 8 R32 28 41,,yes
878,24,24,,no,no,Martin Kližan,36,SVK,SVK,26,,,,,,no
879,836,836,,no,no,Emon Van Loben Sels,21,USA,USA,26,,-2,,,,no
880,305,305,,no,no,Kalin Ivanovski,21,MKD,MKD,26,,-1,,,,no
881,NCH (904),881,904,yes,yes,Anton Shepp,23,NZL,NZL,26,+29,+3,,Lost in Monastir 11 QF Lost in Monastir 12 R16,,no
882,235,235,,no,no,Ivan Nedelko,39,RUS,RUS,26,,-1,,,,no
883,446,446,,no,no,Jumpei Yamasaki,28,JPN,JPN,26,-13,-1,,,,no
884,605,605,,no,no,Lorenzo Bocchi,28,ITA,ITA,26,,-2,,,,no
885,417,417,,no,no,Ajeet Rai,27,NZL,NZL,26,,-2,,Lost in Burnie QF Lost in Launceston R32,,no
886,641,641,,no,no,Kosuke Ogura,30,JPN,JPN,26,,,,,,no
887,714,714,,no,no,Niklas Schell,27,GER,GER,26,+12,+1,,Lost in Trimbach R16,,no
888,65,65,,no,no,Thanasi Kokkinakis,29,AUS,AUS,25,,-1,,,,no
889,858,858,,no,no,Manuel Plunger,23,ITA,ITA,25,,-1,,,,no
890,850,850,,no,no,Nicolas Ian Kotzen,22,USA,USA,25,,-1,,,,no
891,50,50,,no,no,Mikael Ymer,27,SWE,SWE,25,,-1,,,,no
892,742,742,,no,no,Aleksandr Lobanov,24,RUS,RUS,25,,,,,,no
893,687,687,,no,no,Daisuke Sumizawa,27,JPN,JPN,25,,,,,,no
894,782,782,,no,no,Stefano D'Agostino,22,ITA,ITA,25,,+1,,,,no
895,458,458,,no,no,Nicolas Zanellato,24,BRA,BRA,25,+9,+1,,Lost in Yerba Buena R16,,no
896,894,894,,no,no,Finn Murgett,24,GBR,GBR,25,,+1,,,,no
897,851,851,,no,no,Nicolas Jadoun,23,FRA,FRA,25,+8,+1,,Lost in San Jose 2 R16,,no
898,479,479,,no,no,Ilya Snițari,23,MDA,MDA,24,,+2,,,,no
899,845,845,,no,no,Shunsuke Nakagawa,26,JPN,JPN,24,,+2,,Lost in Qual. Fujairah 1 R1,,no
900,663,663,,no,no,Benjamin Pietri,29,FRA,FRA,24,+14,+1,,Lost in Heraklion R16,,no
901,792,792,,no,no,Mert Naci Türker,27,TUR,TUR,24,-27,-3,,Lost in Sharm El Sheikh 6 R16,,no
902,894,894,,no,no,Marcus Walters,27,GBR,GBR,24,,+1,,,,no
903,575,575,,no,no,Nikita Mashtakov,26,UKR,UKR,24,+13,+1,,Lost in Sharm El Sheikh 6 R16,,no
904,NCH (937),904,937,yes,yes,Lorenzo Angelini,20,ITA,ITA,24,+37,+3,Heraklion SF**Qual. Heraklion W**28 35,,,yes
905,743,743,,no,no,Seydina André,22,SEN,SEN,24,-7,-1,,Lost in San Jose 2 R16,,no
906,896,896,,no,no,Matthew Forbes,19,USA,USA,23,,,,,,no
907,903,903,,no,no,Theodore Dean,23,USA,USA,23,,,,,,no
908,48,48,,no,no,Pedro Cachín,30,ARG,ARG,23,,,,,,no
909,712,712,,no,no,Aoran Wang,29,CHN,CHN,23,-18,-2,,,,no
910,904,904,,no,no,Calvin Müller,25,GER,GER,23,,-1,,,,no
911,900,900,,no,no,Enzo Kohlmann De Freitas,19,BRA,BRA,23,,,,,,no
912,910,910,,no,no,Marc Majdandzic,21,GER,GER,23,,,,,,no
913,839,839,,no,no,Yaojie Zeng,24,CHN,CHN,23,+12,+1,,Lost in Maanshan R16,,no
914,869,869,,no,no,Kasra Rahmani,19,IRI,IRI,23,,-1,,,,no
915,837,837,,no,no,Marko Maksimović,20,SRB,SRB,23,,+2,,,,no
916,561,561,,no,no,Fermin Tenti,28,ARG,ARG,23,,+2,,Lost in Naples 3 R32,,no
917,833,833,,no,no,Jesse Delaney,27,AUS,AUS,23,+13,+1,,Lost in Burnie R32 Lost in Launceston R16,,no
918,469,469,,no,no,Ezekiel Clark,27,USA,USA,23,,+1,,Lost in Naples 3 R32,,no
919,888,888,,no,no,Paul Inchauspe,22,FRA,FRA,22,,+1,,,,no
920,620,620,,no,no,Trey Hilderbrand,25,USA,USA,22,,+1,,,,no
921,714,714,,no,no,Isaiah Strode,28,USA,USA,22,,+1,,,,no
922,NCH (925),922,925,yes,yes,Stijn Paardekooper,22,NED,NED,22,+14,+1,,Lost in Heraklion R16,,no
923,911,911,,no,no,Salvador Price,21,COL,COL,22,,,,,,no
924,536,536,,no,no,Ryotaro Taguchi,25,JPN,JPN,22,,,,Lost in Burnie R32 Lost in Launceston R32,,no
925,654,654,,no,no,Noah Schachter,26,USA,USA,22,-41,-4,,,,no
926,883,883,,no,no,Fernando Cavallo,20,ARG,ARG,22,,+1,,Lost in Yerba Buena R32,,no
927,604,604,,no,no,Dev Javia,23,IND,IND,22,,+2,,,,no
928,793,793,,no,no,Gabriele Maria Noce,30,ITA,ITA,22,+27,+2,Antalya 9 R16**Qual. Antalya 8 W**,Lost in Antalya 8 R16 23 36,,yes
929,830,830,,no,no,Mihai Razvan Marinescu,24,ROU,ROU,22,,+2,,,,no
930,713,713,,no,no,Grigoriy Lomakin,27,KAZ,KAZ,22,,+2,,,,no
931,898,898,,no,no,Zoran Ludoški,20,SRB,SRB,21,,+2,,,,no
932,411,411,,no,no,Micah Braswell,24,USA,USA,21,,+3,,,,no
933,150,150,,no,no,João Domingues,32,POR,POR,21,+9,+163,Faro SF,Lost in Vale Do Lobo R16 29 38,,yes
933,478,478,,no,no,Lucas Bouquet,28,FRA,FRA,21,,+4,,Lost in Poitiers R32,,no
935,769,769,,no,no,Miles Jones,25,USA,USA,21,-9,-1,,Lost in Heraklion R32,,no
936,859,859,,no,no,Adan Freire Da Silva,26,FRA,FRA,21,-8,-1,,Lost in Heraklion R32,,no
937,915,915,,no,no,Younes Lalami,24,MAR,MAR,21,+17,+1,Torello QF 23 34,,,yes
938,826,826,,no,no,Benjamin Thomas George,23,CAN,CAN,21,,+2,,Lost in Sherbrooke R32,,no
939,929,929,,no,no,Daniele Rapagnetta,19,ITA,ITA,21,,,,Lost in Monastir 11 R32,,no
940,NCH (943),940,943,yes,yes,Andrew Johnson,16,USA,USA,20,,+3,,Lost in Qual. Indian Wells R1,,no
941,463,463,,no,no,Sander Jong,25,NED,NED,20,+15,+434,**Villena 2 W**,,,yes
942,759,759,,no,no,Pablo Masjuan Ginel,23,ESP,ESP,20,,+2,,,,no
943,921,921,,no,no,Spencer Johnson,23,USA,USA,20,,+2,,,,no
944,233,233,,no,no,Yun seong Chung,27,KOR,KOR,20,,+2,,,,no
945,CH,945,,yes,no,Ryo Tabata,18,JPN,JPN,20,,+2,,,,no
946,NCH (998),946,998,yes,yes,Carles Cordoba,20,ESP,ESP,20,+52,+3,Antalya 9 R16**Qual. Antalya 8 W**,Lost in Antalya 8 QF **Qual. Antalya 9 W**21 34,,yes
947,927,927,,no,no,Qian Sun,24,CHN,CHN,20,,+1,,,,no
948,846,846,,no,no,Gabriele Bosio,25,ITA,ITA,20,,+1,,,,no
949,730,730,,no,no,Alexander Klintcharov,29,NZL,NZL,20,,+3,,,,no
950,939,939,,no,no,Nicolás Villalón,22,CHI,CHI,20,+39,+2,,Lost in Qual. Brasilia R2,,no
951,660,660,,no,no,Michael Zhu,33,USA,USA,20,-9,-1,,Lost in Qual. Villena 2 R3,,no
952,390,390,,no,no,David Pichler,30,AUT,AUT,19,,+4,,,,no
953,638,638,,no,no,Johannes Ingildsen,28,DEN,DEN,19,,+4,,,,no
954,612,612,,no,no,Ozan Baris,21,USA,USA,19,,+4,,,,no
955,946,946,,no,no,Taym Al Azmeh,21,GER,GER,19,,+4,,,,no
956,910,910,,no,no,Aleksa Ćirić,25,SRB,SRB,19,,+4,,Lost in Naples 3 R32,,no
957,466,466,,no,no,Jea Moon Lee,32,KOR,KOR,19,,+4,,,,no
958,952,952,,no,no,Pietro Romeo Scomparin,24,ITA,ITA,19,,+5,,,,no
959,950,950,,no,no,Thantub Suksumrarn,24,THA,THA,19,,+3,**Qual. Maanshan W**,Lost in Maanshan R32,,yes
960,585,585,,no,no,Ewen Lumsden,26,GBR,GBR,19,,+5,,,,no
961,759,759,,no,no,Jesse Flores,30,CRC,CRC,19,+22,+1,,Lost in San Jose 2 R16 Lost in Sherbrooke R16,,no
962,CH,962,,yes,no,Maxim Shin,22,UZB,UZB,19,,+4,,,,no
963,886,886,,no,no,Brian Bozemoj,22,NED,NED,19,-13,-1,**Qual. Pszczyna W**,Lost in Pszczyna R16,,yes
964,905,905,,no,no,Ezequiel Monferrer,22,ARG,ARG,19,+21,+1,,Lost in Yerba Buena R16,,no
965,NCH (967),965,967,yes,yes,Lucca Helguera Casado,20,ESP,ESP,19,,+2,,Lost in Qual. Antalya 8 R2 Lost in Antalya 9 R32,,no
966,NCH (968),966,968,yes,yes,Lorenzo Lorusso,26,ITA,ITA,19,,+2,,Lost in Poitiers R32,,no
967,652,652,,no,no,Diego Fernandez Flores,25,CHI,CHI,19,,+2,,,,no
968,237,237,,no,no,Nicolás Barrientos,38,COL,COL,18,,+2,,,,no
969,NCH (971),969,971,yes,yes,Dylan Dietrich,21,SUI,SUI,18,,+2,,,,no
970,14,14,,no,no,Aslan Karatsev,32,RUS,RUS,18,-25,-249,,,,no
971,144,144,,no,no,Cem İlkel,30,TUR,TUR,18,-15,-164,,,,no
972,925,925,,no,no,Alex Kuperstein,27,USA,USA,18,,,,Lost in San Jose 2 R32,,no
972,931,931,,no,no,Dante Pagani,17,ARG,ARG,18,,+1,,,,no
974,805,805,,no,no,Oliver Bonding,18,GBR,GBR,18,,+2,,,,no
975,142,142,,no,no,Joris De Loore,32,BEL,BEL,18,,+2,,,,no
976,971,971,,no,no,Markus Malaszszak,21,THA,THA,18,,+2,,Lost in Qual. Heraklion R3,,no
977,845,845,,no,no,Isaac Becroft,25,NZL,NZL,18,+41,+2,,Lost in Monastir 11 R16 Lost in Monastir 12 R16,,no
978,594,594,,no,no,Enzo Wallart,29,USA,USA,18,,+2,,,,no
979,NCH (984),979,984,yes,yes,William Rejchtman Vinciguerra,19,SWE,SWE,18,+21,+1,**Qual. Heraklion W**,Lost in Heraklion R16,,yes
980,923,923,,no,no,Justin Schlageter,24,GER,GER,18,-16,-1,,,,no
981,934,934,,no,no,Tomás Martínez,22,ARG,ARG,18,,+1,,Lost in Yerba Buena R32,,no
982,355,355,,no,no,Karl Friberg,26,SWE,SWE,18,,-1,**Qual. Villena 2 W**,Lost in Villena 2 R32,,yes
983,685,685,,no,no,Peter Buldorini,21,IRL,IRL,18,+20,+1,Antalya 9 R16,Lost in Antalya 8 R32 19 32,,yes
984,733,733,,no,no,Naoya Honda,19,JPN,JPN,18,-31,-2,,Lost in Qual. Vale Do Lobo R1 Lost in Qual. Faro R2,,no
985,977,977,,no,no,Daniel Salazar,24,COL,COL,18,,+1,,Lost in Qual. Heraklion R3,,no
986,922,922,,no,no,Rares Teodor Pieleanu,19,ROU,ROU,18,+19,+1,,Lost in Sherbrooke R16,,no
987,959,959,,no,no,Ruslan Tiukaev,20,RUS,RUS,18,,+1,,,,no
988,906,906,,no,no,Jeremy Gschwendtner,27,GBR,GBR,18,,-1,,Lost in Torello R32,,no
989,951,951,,no,no,Giannicola Misasi,25,ITA,ITA,18,,+1,,Lost in Qual. Antalya 8 R1,,no
990,929,929,,no,no,Andrew Delgado,20,USA,USA,17,,+2,,,,no
991,978,978,,no,no,Žiga Šeško,17,SLO,SLO,17,,,,Lost in Heraklion R32,,no
992,956,956,,no,no,Kuang Qing Xu,19,CHN,CHN,17,,+1,,,,no
993,595,595,,no,no,Mateo Barreiros Reyes,25,BRA,BRA,17,,+1,,,,no
994,975,975,,no,no,Alexander Vasilev,18,BUL,BUL,17,+33,+2,Antalya 9 R16,Lost in Antalya 8 R16 18 31,,yes
995,986,986,,no,no,Suk Hyun Choo,24,KOR,KOR,17,,,,,,no
996,958,958,,no,no,Dominique Rolland,21,USA,USA,17,,,,,,no
997,965,965,,no,no,Oskari Paldanius,18,FIN,FIN,17,-23,-1,,Lost in Pszczyna R32,,no
997,902,902,,no,no,Lorenzo Gagliardo,25,ITA,ITA,17,+15,+1,,Lost in Yerba Buena R16,,no
999,619,619,,no,no,Benjamin Winter Lopez,27,ESP,ESP,17,-24,-1,,,,no
1000,994,994,,no,no,Zach Stephens,19,GBR,GBR,17,,-1,"Fujairah 1 R32 21 67 Next In Play : **ATP1000** Indian Wells **CH100** Thionville **CH75** Brasilia,​Kigali 1 **CH50** Fujairah 1,​Hersonissos 1 **M25** Faro,​Launceston,​Trimbach,​Yerba Buena **M15** Antalya 9,​Heraklion,​Maanshan,​Monastir 12,​Poitiers,​Sharm El Sheikh 6,​Sherbrooke,​Torello Highlight Country :",,,yes
