rank,ch_raw,career_high,prev_career_high,at_career_high,is_new_career_high,player,age,country,flag,points,rank_change,current,previous,next,max,is_playing
556,CH,556,,yes,no,Reda Bennani,19,MAR,MAR,69,,+6,,Lost in Monastir 11 R32,,no
557,318,318,,no,no,Alex Martí Pujolras,27,ESP,ESP,69,-27,-7,,,,no
558,NCH (566),558,566,yes,yes,Miguel Tobon,19,COL,COL,69,+49,+8,,Lost in Naples 3 F Lost in Brasilia R32,,no
559,316,316,,no,no,Alberto Barroso Campos,29,ESP,ESP,69,+1,-1,,,,no
560,462,462,,no,no,Constantin Bittoun Kouzmine,27,FRA,FRA,69,,+4,,Lost in Qual. Hersonissos 1 R1,,no
561,509,509,,no,no,Radu Mihai Papoe,23,ROU,ROU,68,,+4,,,,no
562,395,395,,no,no,Alafia Ayeni,26,USA,USA,68,,+4,,,,no
563,277,277,,no,no,Michael Vrbenský,26,CZE,CZE,68,,+4,,,,no
564,177,177,,no,no,Nick Hardt,25,DOM,DOM,68,+48,+8,,Lost in San Jose 2 F,,no
565,NCH (608),565,608,yes,yes,Semen Pankin,26,RUS,RUS,68,+43,+7,Sharm El Sheikh 6 SF,Lost in Sharm El Sheikh 5 SF 72 79,,yes
566,170,170,,no,no,Maxime Janvier,29,FRA,FRA,68,-21,-6,,Lost in Qual. Thionville R1,,no
567,542,542,,no,no,Karl Poling,26,USA,USA,68,,+3,,Lost in Sherbrooke R32,,no
568,99,99,,no,no,Alexander Ritschard,31,SUI,SUI,67,,+3,,,,no
569,541,541,,no,no,Arda Azkara,22,TUR,TUR,67,,+4,,,,no
570,NCH (579),570,579,yes,yes,Alan Fernando Rubio Fierros,27,MEX,MEX,67,+22,+3,,Lost in San Jose 2 SF,,no
571,509,509,,no,no,Manuel Mazza,26,ITA,ITA,67,,+3,,,,no
572,NCH (576),572,576,yes,yes,Carlos Maria Zarate,20,ARG,ARG,67,,+4,,Lost in Yerba Buena QF,,no
573,NCH (579),573,579,yes,yes,Michal Krajčí,21,SVK,SVK,67,+25,+4,Sharm El Sheikh 6 SF,Lost in Sharm El Sheikh 5 R32 71 78,,yes
574,NCH (577),574,577,yes,yes,Massimo Giunta,21,ITA,ITA,67,,+3,,Lost in Vale Do Lobo R32 Lost in Faro R32,,no
575,486,486,,no,no,Sergi Perez Contri,28,ESP,ESP,67,,+3,,Lost in Villena 2 R32,,no
576,436,436,,no,no,Sebastian Gima,23,ROU,ROU,67,,+3,,,,no
577,477,477,,no,no,Kirill Kivattsev,28,RUS,RUS,67,+6,+1,,Lost in Monastir 11 QF Lost in Faro R32,,no
578,485,485,,no,no,Digvijaypratap Singh,25,IND,IND,66,,+4,,,,no
579,575,575,,no,no,Mario Gonzalez Fernandez,23,ESP,ESP,66,+45,+8,,Lost in Vale Do Lobo SF Lost in Faro R16,,no
580,469,469,,no,no,Juan Sebastián Gómez,34,COL,COL,65,,+4,,,,no
581,191,191,,no,no,Dragos Nicolae Madaras,28,SWE,SWE,65,,+4,,,,no
582,NCH (591),582,591,yes,yes,Koki Matsuda,25,JPN,JPN,65,+15,+2,Maanshan SF 69 76,,,yes
583,448,448,,no,no,Aleksandre Bakshi,28,GEO,GEO,65,-8,-2,,Lost in Sharm El Sheikh 5 R32 Lost in Sharm El Sheikh 6 R32,,no
584,438,438,,no,no,Woobin Shin,22,KOR,KOR,65,-15,-3,,,,no
585,429,429,,no,no,Tadeáš Paroulek,26,CZE,CZE,65,-74,-16,,Lost in Heraklion R32,,no
586,NCH (602),586,602,yes,yes,Pawit Sornlaksup,26,THA,THA,65,+23,+4,Maanshan SF 69 76,,,yes
587,NCH (588),587,588,yes,yes,Matthew William Donald,21,CZE,CZE,65,,+2,,Lost in Pszczyna R16,,no
588,394,394,,no,no,Bruno Kuzuhara,21,USA,USA,65,,+2,,Lost in Naples 3 R32,,no
589,432,432,,no,no,Iliyan Radulov,20,BUL,BUL,64,,+2,,Lost in Antalya 8 R32,,no
590,334,334,,no,no,Leo Borg,22,SWE,SWE,64,-3,-1,Torello R16 65 78,,,yes
591,560,560,,no,no,Taha Baadi,24,MAR,MAR,64,,+3,,Lost in Sherbrooke QF,,no
592,267,267,,no,no,Louis Weßels,27,GER,GER,64,+10,+2,,Lost in Naples 3 QF Lost in Antalya 9 R32,,no
593,451,451,,no,no,Dan Alexandru Tomescu,26,ROU,ROU,63,,+2,,,,no
594,189,189,,no,no,Arthur Bouquier,25,FRA,FRA,63,-50,-180,,Lost in Qual. Thionville R1,,no
595,303,303,,no,no,Francesco Forti,26,ITA,ITA,62,,+4,,,,no
596,544,544,,no,no,Adhithya Ganesan,20,USA,USA,62,,+4,,,,no
597,595,595,,no,no,S D Prajwal Dev,29,IND,IND,62,,+4,,Lost in Qual. Kigali 1 R1,,no
598,NCH (601),598,601,yes,yes,Felix Balshaw,19,FRA,FRA,62,+13,+1,Qual. Fujairah 1 R2 64 64,,,yes
599,549,549,,no,no,Paulo Andre Saraiva Dos Santos,25,BRA,BRA,62,-6,-2,,Lost in Qual. Brasilia R2,,no
600,318,318,,no,no,Gerard Campana Lee,21,KOR,KOR,62,,+3,,Lost in Villena 2 R32 Lost in Torello R32,,no
601,483,483,,no,no,Alec Deckers,25,NED,NED,61,,+4,,Lost in Trimbach R32,,no
602,388,388,,no,no,Anton Matusevich,24,GBR,GBR,61,+26,+4,Poitiers SF 65 72,,,yes
603,NCH (629),603,629,yes,yes,Juan Cruz Martin Manzano,21,ITA,ITA,61,+34,+5,Antalya 9 R16,Lost in Antalya 8 SF 62 75,,yes
604,251,251,,no,no,Ergi Kırkın,27,TUR,TUR,60,-36,-8,,Lost in Qual. Fujairah 1 R1,,no
605,496,496,,no,no,Denis Klok,27,RUS,RUS,60,,+9,,Lost in Qual. Kigali 1 R1,,no
606,128,128,,no,no,Andrea Vavassori,30,ITA,ITA,59,,+10,,,,no
607,533,533,,no,no,Luis Carlos Alvarez,21,MEX,MEX,59,,+10,,,,no
608,50,50,,no,no,Ričardas Berankis,35,LTU,LTU,59,-12,-4,,,,no
609,269,269,,no,no,Aidan Mayo,22,USA,USA,59,,+9,,,,no
610,285,285,,no,no,Alexander Weis,28,ITA,ITA,59,-79,-17,,,,no
611,107,107,,no,no,Nicolas Moreno De Alboran,28,USA,USA,58,+22,+2,,Lost in Qual. Brasilia R2,,no
612,548,548,,no,no,Yassine Dlimi,22,MAR,MAR,58,,+8,,,,no
613,363,363,,no,no,Damien Wenger,25,SUI,SUI,58,,+8,,,,no
614,604,604,,no,no,Andres Santamarta Roig,19,ESP,ESP,58,,+8,,,,no
615,465,465,,no,no,Egor Agafonov,23,RUS,RUS,58,-34,-8,,,,no
616,160,160,,no,no,Oleksii Krutykh,25,UKR,UKR,58,-30,-7,,Lost in Vale Do Lobo R32 Lost in Faro R32,,no
617,NCH (622),617,622,yes,yes,Karol Filar,27,POL,POL,58,,+6,,Lost in Pszczyna R32,,no
618,447,447,,no,no,Kuan Yi Lee,29,TWN,TWN,58,+1,-1,,Lost in Monastir 11 R32,,no
619,517,517,,no,no,Nino Ehrenschneider,24,GER,GER,58,-31,-7,,Lost in Heraklion R32,,no
620,470,470,,no,no,Imanol López Morillo,26,ESP,ESP,58,+10,+1,,Lost in Qual. Fujairah 1 R2,,no
621,603,603,,no,no,Aziz Ouakaa,26,TUN,TUN,58,,+4,,Lost in Kigali 1 R32,,no
622,204,204,,no,no,Máté Valkusz,27,HUN,HUN,57,,+4,,,,no
623,NCH (636),623,636,yes,yes,Daniel Siniakov,23,CZE,CZE,57,+17,+2,,Lost in Heraklion QF,,no
624,280,280,,no,no,Jakub Nicod,21,CZE,CZE,57,+17,+2,,Lost in Monastir 12 QF,,no
625,NCH (627),625,627,yes,yes,César Bouchelaghem,21,FRA,FRA,57,,+2,,Lost in Kigali 1 R32,,no
626,515,515,,no,no,Émilien Demanet,20,BEL,BEL,57,,+3,,,,no
627,599,599,,no,no,Giuseppe La Vela,25,ITA,ITA,57,,+4,,Lost in San Jose 2 QF,,no
628,535,535,,no,no,Kenta Miyoshi,21,JPN,JPN,56,,+6,,,,no
629,617,617,,no,no,Lorenzo Sciahbasi,20,ITA,ITA,56,,+6,,,,no
630,NCH (650),630,650,yes,yes,Luca Staeheli,25,SUI,SUI,56,+20,+2,,Lost in Villena 2 R32 Lost in Heraklion QF,,no
631,526,526,,no,no,Maxence Beaugé,25,FRA,FRA,56,+24,+3,Poitiers SF 60 67,,,yes
632,181,181,,no,no,Tristan Lamasine,33,FRA,FRA,55,-76,-15,,,,no
633,78,78,,no,no,Renzo Olivo,33,ARG,ARG,55,-61,-12,,,,no
634,628,628,,no,no,Yuta Kawahashi,28,JPN,JPN,55,+2,-1,,,,no
635,486,486,,no,no,Alex Knaff,28,LUX,LUX,55,,+9,,Lost in Qual. Thionville R1,,no
636,502,502,,no,no,Adrian Ötzbach,28,GER,GER,55,-4,-2,,,,no
637,443,443,,no,no,Federico Iannaccone,26,ITA,ITA,55,+14,+1,,Lost in Heraklion QF,,no
638,302,302,,no,no,Andrew Paulson,24,CZE,CZE,54,,+10,,,,no
639,290,290,,no,no,Shintaro Imai,32,JPN,JPN,54,+3,-1,,,,no
640,638,638,,no,no,Yusuke Kusuhara,28,JPN,JPN,54,,+9,,Lost in Qual. Fujairah 1 R1,,no
641,NCH (657),641,657,yes,yes,Jan Kumstát,19,CZE,CZE,54,+25,+3,,Lost in Pszczyna QF,,no
642,468,468,,no,no,Dominik Kellovský,29,CZE,CZE,54,+4,-1,,Lost in Pszczyna R16,,no
643,614,614,,no,no,William Grant,25,USA,USA,54,-5,-2,,Lost in Naples 3 R32,,no
644,NCH (676),644,676,yes,yes,Mika Petković,19,GER,GER,54,+32,+4,,Lost in Pszczyna R16 Lost in Trimbach QF,,no
645,352,352,,no,no,Giovanni Oradini,28,ITA,ITA,54,,+7,,,,no
646,450,450,,no,no,Yurii Dzhavakian,32,UKR,UKR,54,+24,+3,Sharm El Sheikh 6 SF,Lost in Sharm El Sheikh 5 R16 58 65,,yes
647,538,538,,no,no,Johan Alexander Rodriguez,22,COL,COL,53,,+6,,,,no
648,258,258,,no,no,Karue Sell,32,BRA,BRA,53,+10,+1,,Lost in Naples 3 R16,,no
649,NCH (672),649,672,yes,yes,Tiago Torres,23,POR,POR,53,+23,+3,,Lost in Faro QF,,no
650,625,625,,no,no,Igor Kudriashov,22,RUS,RUS,53,,+4,,,,no
651,527,527,,no,no,Ye Cong Mo,25,CHN,CHN,53,-6,-2,,,,no
652,182,182,,no,no,Maximilian Neuchrist,34,AUT,AUT,53,+16,+2,,Lost in Qual. Kigali 1 R2,,no
653,184,184,,no,no,Nicholas David Ionel,23,ROU,ROU,53,-38,-7,**Qual. Kigali 1 W**,Lost in Kigali 1 R32,,yes
654,49,49,,no,no,Federico Coria,33,ARG,ARG,52,-22,-117,,,,no
655,584,584,,no,no,Kyle Kang,21,USA,USA,52,,+1,,,,no
656,546,546,,no,no,Aidan Kim,21,USA,USA,52,,+1,,,,no
657,308,308,,no,no,Toby Kodat,23,USA,USA,52,,+2,,,,no
658,652,652,,no,no,Radu David Turcanu,19,ROU,ROU,52,+11,+1,,Lost in Antalya 8 R16,,no
659,NCH (682),659,682,yes,yes,Michael Bassem Sobhy,21,EGY,EGY,52,+23,+3,,Lost in Sharm El Sheikh 5 R16 Lost in Sharm El Sheikh 6 QF,,no
660,NCH (681),660,681,yes,yes,Ryan Dickerson,28,USA,USA,52,+23,+3,,Lost in San Jose 2 R16 Lost in Qual. Brasilia R2,,no
661,605,605,,no,no,Mitsuki Wei Kang Leong,21,MAS,MAS,52,,,,,,no
662,650,650,,no,no,Duncan Chan,20,CAN,CAN,51,,,,,,no
663,569,569,,no,no,James Watt,25,NZL,NZL,51,,,,,,no
664,NCH (667),664,667,yes,yes,Timofei Derepasko,19,RUS,RUS,51,,+3,,,,no
665,508,508,,no,no,Loann Massard,20,FRA,FRA,51,-55,-10,,Lost in Poitiers R32,,no
666,NCH (675),666,675,yes,yes,Dimitris Sakellaridis,19,GRE,GRE,51,+11,+1,,Lost in Monastir 11 R32 Lost in Heraklion QF,,no
667,654,654,,no,no,Chase Ferguson,27,AUS,AUS,50,+14,+1,,Lost in Maanshan R16,,no
668,NCH (674),668,674,yes,yes,Marcel Zieliński,25,POL,POL,50,,+6,,Lost in Antalya 8 R32,,no
669,NCH (698),669,698,yes,yes,Yanis Ghazouani Durand,25,FRA,FRA,50,+29,+3,Poitiers SF 54 61,,,yes
670,575,575,,no,no,Luca Castagnola,23,ITA,ITA,50,+14,+1,,Lost in Monastir 11 QF Lost in Heraklion R16,,no
671,NCH (705),671,705,yes,yes,Toufik Sahtali,27,ALG,ALG,50,+35,+4,,Lost in Monastir 11 SF Lost in Monastir 12 R16,,no
672,647,647,,no,no,Nicolas Tepmahc,24,FRA,FRA,50,,+3,,Lost in Poitiers R32,,no
673,230,230,,no,no,Max Hans Rehberg,22,GER,GER,49,+27,+3,,Lost in Trimbach QF,,no
674,339,339,,no,no,Govind Nanda,25,USA,USA,49,-35,-6,,,,no
675,557,557,,no,no,Pierluigi Basile,19,ITA,ITA,49,,+3,,,,no
676,327,327,,no,no,Naoki Nakagawa,29,JPN,JPN,49,,+3,,,,no
677,321,321,,no,no,Facundo Juárez,28,ITA,ITA,49,-12,-2,,,,no
678,430,430,,no,no,Sidharth Rawat,32,IND,IND,49,,+2,,,,no
679,437,437,,no,no,Michiel De Krom,27,NED,NED,49,+79,+9,**Qual. Kigali 1 W**,Lost in Kigali 1 R16,,yes
680,407,407,,no,no,Michael Agwi,22,IRL,IRL,48,-9,-2,,,,no
681,NCH (684),681,684,yes,yes,Ali Yazdani,22,IRI,IRI,48,+16,+1,Antalya 9 R16,Lost in Antalya 8 R32 49 62,,yes
682,151,151,,no,no,Enzo Couacaud,31,FRA,FRA,47,,+8,,,,no
683,80,80,,no,no,Jozef Kovalík,33,SVK,SVK,47,,+8,,,,no
684,460,460,,no,no,Arthur Reymond,26,FRA,FRA,47,,+8,,,,no
685,NCH (690),685,690,yes,yes,Kaylan Bigun,19,USA,USA,47,+25,+2,,Lost in Naples 3 QF,,no
686,660,660,,no,no,Cooper Williams,20,USA,USA,46,,+13,,,,no
687,NCH (731),687,731,yes,yes,Gavin Young,23,USA,USA,46,+44,+4,Sherbrooke SF 50 57,,,yes
688,40,40,,no,no,Ilya Ivashka,32,BLR,BLR,46,,+13,Qual. Fujairah 1 R2 48 48,,,yes
689,624,624,,no,no,Yaroslav Demin,20,RUS,RUS,46,+5,-1,,,,no
690,588,588,,no,no,Yuta Kikuchi,26,JPN,JPN,46,,+13,,,,no
691,680,680,,no,no,Abel Forger,20,NED,NED,46,+4,-1,,,,no
692,NCH (702),692,702,yes,yes,Bruno Fernandez,21,BRA,BRA,46,,+12,,Lost in Yerba Buena R32,,no
693,668,668,,no,no,Pierre Delage,25,FRA,FRA,46,+3,-1,,,,no
694,591,591,,no,no,Millen Hurrion,26,GBR,GBR,46,+24,+2,Torello R16,Lost in Villena 2 R16 47 60,,yes
695,686,686,,no,no,Leo Vithoontien,26,JPN,JPN,46,,+12,,,,no
696,375,375,,no,no,Strong Kirchheimer,30,USA,USA,46,+19,+1,,Lost in Sherbrooke QF,,no
697,14,14,,no,no,Kyle Edmund,31,GBR,GBR,45,,+11,,,,no
698,688,688,,no,no,Pablo Martinez Gomez,19,ESP,ESP,45,,+11,,,,no
699,675,675,,no,no,Matisse Bobichon,24,FRA,FRA,45,-12,-3,,Lost in Poitiers R16,,no
700,395,395,,no,no,Rigele Te,28,CHN,CHN,45,-94,-16,,,,no
701,618,618,,no,no,Santiago De La Fuente,24,ARG,ARG,45,-58,-10,,Lost in Qual. Brasilia R1,,no
702,440,440,,no,no,Alessandro Pecci,24,ITA,ITA,45,-9,-2,,Lost in Sharm El Sheikh 6 R16,,no
703,378,378,,no,no,Sora Fukuda,28,JPN,JPN,45,,+8,,,,no
704,660,660,,no,no,Daniel Antonio Núñez,24,CHI,CHI,45,-2,-1,,Lost in Yerba Buena R16,,no
705,NCH (774),705,774,yes,yes,Maximo Zeitune,20,ARG,ARG,45,+69,+8,Yerba Buena SF 53 62,,,yes
706,546,546,,no,no,Uisung Park,25,KOR,KOR,45,,+6,,Lost in Maanshan R32,,no
707,NCH (710),707,710,yes,yes,Gabriel Ghetu,18,ROU,ROU,45,,+6,,,,no
708,689,689,,no,no,Rodrigo Alujas,23,MEX,MEX,45,,+6,,Lost in Heraklion R32,,no
709,632,632,,no,no,Guillaume Dalmasso,23,FRA,FRA,45,+32,+3,,Lost in San Jose 2 SF,,no
710,NCH (716),710,716,yes,yes,Peter Makk,24,HUN,HUN,44,,+6,,Lost in Qual. Hersonissos 1 R1,,no
711,461,461,,no,no,Peter Bertran,30,DOM,DOM,44,,+6,,Lost in San Jose 2 R32,,no
712,505,505,,no,no,Stijn Slump,27,NED,NED,44,-24,-4,,Lost in Villena 2 R32 Lost in Torello R32,,no
713,NCH (742),713,742,yes,yes,Léo Raquillet,20,FRA,FRA,44,+42,+4,Monastir 12 SF 48 55,,,yes
714,NCH (746),714,746,yes,yes,Alejandro Juan Mano,21,ESP,ESP,44,+32,+3,,Lost in Villena 2 SF,,no
715,656,656,,no,no,Maik Steiner,31,GER,GER,44,,+4,,Lost in Qual. Kigali 1 R2,,no
716,694,694,,no,no,Maxence Bertimon,26,FRA,FRA,44,,+4,,Lost in Qual. Thionville R1,,no
717,340,340,,no,no,Colin Sinclair,31,NMI,NMI,44,+20,+2,,Lost in Burnie R16 Lost in Launceston R16,,no
718,605,605,,no,no,Leonardo Rossi,23,ITA,ITA,44,+31,+3,Poitiers SF 48 55,,,yes
719,37,37,,no,no,Emil Ruusuvuori,26,FIN,FIN,43,-18,-115,,,,no
720,642,642,,no,no,Pedro Rodrigues,19,BRA,BRA,43,,+2,,,,no
721,608,608,,no,no,Blu Baker,24,GBR,GBR,43,+12,+1,,Lost in San Jose 2 R16,,no
722,278,278,,no,no,Lucas Gerch,31,GER,GER,43,,+1,,,,no
723,677,677,,no,no,Kārlis Ozoliņš,23,LAT,LAT,43,,+2,,,,no
724,514,514,,no,no,Marlon Vankan,25,GER,GER,43,,+3,,Lost in Monastir 11 R32,,no
725,622,622,,no,no,Amaury Raynel,23,FRA,FRA,43,,+4,,,,no
726,520,520,,no,no,Conner Huertas del Pino,30,PER,PER,42,,+6,,,,no
727,614,614,,no,no,Alejandro Manzanera Pertusa,22,ESP,ESP,42,-3,-1,,,,no
728,NCH (732),728,732,yes,yes,Matyáš Černý,24,CZE,CZE,42,,+7,,,,no
729,232,232,,no,no,José Pereira,35,BRA,BRA,42,,+7,,,,no
730,479,479,,no,no,Felix Corwin,29,USA,USA,42,+14,+1,,Lost in Sherbrooke R16,,no
731,383,383,,no,no,Gabriele Pennaforti,25,ITA,ITA,42,-18,-118,,Lost in Kigali 1 R32,,no
732,552,552,,no,no,Keisuke Saitoh,24,JPN,JPN,42,+39,+4,,Lost in Burnie QF Lost in Launceston R16,,no
733,NCH (753),733,753,yes,yes,Matt Kuhar,29,USA,USA,42,+32,+3,Heraklion SF 46 53,,,yes
734,725,725,,no,no,Josip Šimundža,21,CRO,CRO,42,-4,-1,,,,no
735,NCH (736),735,736,yes,yes,Matteo Covato,20,ITA,ITA,42,,+4,,Lost in Qual. Kigali 1 R1,,no
736,691,691,,no,no,Matthew Summers,27,GBR,GBR,42,,+2,,Lost in Vale Do Lobo R32 Lost in Faro R32,,no
737,NCH (754),737,754,yes,yes,Samuel Heredia,19,COL,COL,42,+22,+2,,Lost in Villena 2 QF,,no
738,236,236,,no,no,JiSung Nam,32,KOR,KOR,41,-4,-1,,,,no
739,252,252,,no,no,Samuel Vincent Ruggeri,23,ITA,ITA,41,,+4,,Lost in Sharm El Sheikh 6 R32,,no
740,520,520,,no,no,Emile Hudd,25,GBR,GBR,41,+29,+3,Torello R16,Lost in Villena 2 QF 42 55,,yes
741,694,694,,no,no,Daniil Ostapenkov,22,BLR,BLR,41,+13,+1,Qual. Fujairah 1 R2,Lost in Monastir 11 R32 43 43,,yes
742,704,704,,no,no,Mwendwa Mbithi,28,USA,USA,41,,+3,,,,no
743,271,271,,no,no,Evan Zhu,27,USA,USA,41,,+4,,Lost in Maanshan R32,,no
744,443,443,,no,no,Yanaki Milev,21,BUL,BUL,41,-4,-1,,Lost in Antalya 8 R32,,no
745,476,476,,no,no,Ignacio Monzón,28,ARG,ARG,41,-3,-1,,Lost in Naples 3 R16,,no
746,546,546,,no,no,Diego Augusto Barreto Sánchez,23,ESP,ESP,41,,+2,,Lost in Villena 2 R16,,no
747,362,362,,no,no,Tim Handel,29,GER,GER,41,-62,-8,,Lost in Vale Do Lobo R32 Lost in Faro R32,,no
748,45,45,,no,no,Maximilian Marterer,30,GER,GER,40,,+2,,,,no
749,326,326,,no,no,Alexis Gautier,28,FRA,FRA,40,,+3,,Lost in Poitiers R32,,no
750,NCH (773),750,773,yes,yes,Karim Bennani,18,MAR,MAR,40,+31,+4,Monastir 12 SF 44 51,,,yes
751,215,215,,no,no,Khumoyun Sultanov,27,UZB,UZB,40,-65,-8,,,,no
752,627,627,,no,no,Ryan Fishback,23,USA,USA,40,-15,-105,,,,no
753,620,620,,no,no,Ben Jones,27,GBR,GBR,40,-64,-8,,,,no
754,636,636,,no,no,Aleksandr Braynin,26,UKR,UKR,40,+19,+2,,Lost in Pszczyna R16 Lost in Trimbach R16,,no
755,740,740,,no,no,Pierre Yves Bailly,22,BEL,BEL,39,,+5,,,,no
756,NCH (990),756,990,yes,yes,Enzo Aguiard,23,AUS,AUS,39,+26,+310,**Burnie W**,Lost in Launceston R16,,yes
757,666,666,,no,no,Tuncay Duran,21,TUR,TUR,39,,+4,,Lost in Sharm El Sheikh 5 R32 Lost in Sharm El Sheikh 6 QF,,no
758,409,409,,no,no,Juan Carlos Aguilar,27,CAN,CAN,39,,+6,,,,no
759,530,530,,no,no,M Rifki Fitriadi,27,INA,INA,39,+34,+4,Maanshan SF 43 50,,,yes
760,NCH (764),760,764,yes,yes,Daniel De Jonge,26,NED,NED,39,+16,+2,Sherbrooke SF 43 50,,,yes
761,NCH (786),761,786,yes,yes,Benjamin Torrealba,20,CHI,CHI,39,+34,+4,**Qual. Brasilia W**,Lost in Brasilia R32,,yes
762,513,513,,no,no,Kai Wehnelt,30,GER,GER,39,-6,-1,,Lost in Trimbach R32,,no
763,760,760,,no,no,Fryderyk Lechno-Wasiutyński,20,POL,POL,38,,+4,,,,no
764,595,595,,no,no,Théo Papamalamis,20,FRA,FRA,38,,+4,,,,no
765,447,447,,no,no,Tomás Farjat,25,ARG,ARG,38,-12,-2,,Lost in Yerba Buena R16,,no
766,640,640,,no,no,Axel Garcian,23,FRA,FRA,38,,+4,,,,no
767,NCH (913),767,913,yes,yes,Nikolai Barsukov,19,GER,GER,38,+15,+148,**Monastir 11 W**,Lost in Monastir 12 R32,,yes
768,757,757,,no,no,Amir Omarkhanov,18,KAZ,KAZ,38,-11,-2,,,,no
769,741,741,,no,no,Samuel Alejandro Linde Palacios,18,COL,COL,38,-3,-1,,Lost in Villena 2 R32,,no
770,364,364,,no,no,Mikalai Haliak,27,BLR,BLR,37,,+5,,Lost in Pszczyna R32,,no
771,675,675,,no,no,Francisco Rocha,26,POR,POR,37,+15,+1,,Lost in Vale Do Lobo R16 Lost in Faro R32,,no
772,NCH (773),772,773,yes,yes,Melios Efstathiou,27,CYP,CYP,37,+25,+2,,Lost in Hersonissos 1 R16,,no
773,363,363,,no,no,Oscar Jose Gutierrez,32,ESP,ESP,37,+14,+1,,Lost in Villena 2 R16 Lost in Torello R32,,no
774,603,603,,no,no,Oscar Weightman,24,GBR,GBR,36,+15,+1,,Lost in Vale Do Lobo R16 Lost in Faro R32,,no
775,700,700,,no,no,Jack Anthrop,22,USA,USA,36,,+5,,,,no
776,265,265,,no,no,Evgenii Tiurnev,28,RUS,RUS,36,,+8,,Lost in Qual. Maanshan R1,,no
777,NCH (780),777,780,yes,yes,Ivan Ivanov,17,BUL,BUL,36,,+6,Fujairah 1 R32 40 86,,,yes
778,85,85,,no,no,Dennis Novak,32,AUT,AUT,36,-16,-118,,,,no
779,744,744,,no,no,Attila Boros,22,HUN,HUN,36,+23,+2,Torello R16,Lost in Sharm El Sheikh 5 R16 37 50,,yes
780,62,62,,no,no,Kenny de Schepper,38,FRA,FRA,36,-52,-7,,,,no
781,549,549,,no,no,Tianhui Zhang,20,CHN,CHN,36,-76,-10,,,,no
782,403,403,,no,no,Lorenzo Rottoli,24,ITA,ITA,36,-10,-2,,Lost in Sharm El Sheikh 5 R16 Lost in Trimbach R32,,no
783,748,748,,no,no,Lucas Andrade Da Silva,21,BRA,BRA,35,,+5,,,,no
784,525,525,,no,no,Alexander Donski,27,BUL,BUL,35,-5,-1,,,,no
785,756,756,,no,no,Roger Pascual Ferra,19,ESP,ESP,35,,+5,,,,no
786,673,673,,no,no,Gustavo Ribeiro De Almeida,19,BRA,BRA,35,-4,-1,,,,no
787,547,547,,no,no,Matyas Fuele,27,HUN,HUN,35,-25,-4,,,,no
788,664,664,,no,no,Cruz Hewitt,17,AUS,AUS,35,-16,-124,Fujairah 1 R32,Lost in Burnie R32 39 85,,yes
789,352,352,,no,no,Kris Van Wyk,29,RSA,RSA,35,,+2,,Lost in Sharm El Sheikh 6 R32,,no
790,709,709,,no,no,Iannis Miletich,20,ITA,ITA,35,,+6,,,,no
791,784,784,,no,no,Nikita Bilozertsev,17,UKR,UKR,34,,+8,,,,no
792,NCH (837),792,837,yes,yes,Ryan Colby,22,USA,USA,34,+48,+4,Heraklion SF 38 45,,,yes
793,NCH (800),793,800,yes,yes,Oskar Brostrom Poulsen,24,DEN,DEN,34,,+7,,,,no
794,451,451,,no,no,Marko Miladinović,25,SRB,SRB,34,,+7,,Lost in Sharm El Sheikh 5 R32,,no
795,509,509,,no,no,Alec Beckley,24,RSA,RSA,34,-3,-1,,Lost in Qual. Kigali 1 R1,,no
796,699,699,,no,no,Martin Van Der Meerschen,25,BEL,BEL,34,-19,-3,,,,no
797,557,557,,no,no,John Echeverria,24,ESP,ESP,34,-16,-124,Torello QF,Lost in Vale Do Lobo R16 36 47,,yes
798,655,655,,no,no,Thanapet Chanta,26,THA,THA,34,-13,-2,,Lost in Maanshan R16,,no
799,756,756,,no,no,Ignacio Parisca Romera,20,VEN,VEN,34,+23,+2,Antalya 9 R16,Lost in Antalya 8 QF 35 48,,yes
800,NCH (805),800,805,yes,yes,Jorge Plans,24,ESP,ESP,34,,+5,,Lost in Villena 2 R32 Lost in Torello R32,,no
801,682,682,,no,no,Albert Pedrico Kravtsov,20,ESP,ESP,33,,+7,,,,no
802,NCH (808),802,808,yes,yes,Dong Ju Kim,23,KOR,KOR,33,,+7,,,,no
803,553,553,,no,no,Pedro Rodenas,21,ESP,ESP,33,,+7,,,,no
804,637,637,,no,no,Linang Xiao,25,CHN,CHN,33,-1,-1,,Lost in Maanshan R32,,no
805,801,801,,no,no,Alejandro Turriziani Álvarez,23,ESP,ESP,33,+24,+2,**Qual. Vale Do Lobo W**,Lost in Vale Do Lobo R16 Lost in Faro R16,,yes
806,501,501,,no,no,Shinji Hazawa,26,JPN,JPN,33,+25,+2,,Lost in Burnie QF Lost in Launceston R32,,no
807,NCH (824),807,824,yes,yes,Yannik Kelm,21,GER,GER,33,+28,+2,,Lost in Monastir 12 QF,,no
808,731,731,,no,no,Axel Nefve,25,USA,USA,33,,+5,,,,no
809,NCH (854),809,854,yes,yes,John Hallquist Lithen,24,SWE,SWE,33,+45,+4,,Lost in Naples 3 SF,,no
810,763,763,,no,no,Dragos Nicolae Cazacu,22,ROU,ROU,33,,+6,,,,no
811,688,688,,no,no,Alexandre Aubriot,26,FRA,FRA,33,+15,+1,,Lost in Monastir 12 QF,,no
