rank,ch_raw,career_high,prev_career_high,at_career_high,is_new_career_high,player,age,country,flag,points,rank_change,current,previous,next,max,is_playing
78,71,71,,no,no,Juan Manuel Cerúndolo,24,ARG,ARG,706,+2,-11,Rio de Janeiro R32,Lost in Buenos Aires R16 Lost in Buenos Aires R16 Rio de Janeiro R32,,yes
79,45,45,,no,no,Alexander Shevchenko,25,KAZ,KAZ,696,+5,+6,,Lost in Pau QF,,no
80,46,46,,no,no,James Duckworth,34,AUS,AUS,691,,+3,,Lost in Dallas R32,,no
81,76,76,,no,no,Filip Misolic,24,AUT,AUT,687,-5,-41,Lille R32,,,yes
82,9,9,,no,no,Roberto Bautista Agut,37,ESP,ESP,685,,+3,,Lost in Rotterdam R32,,no
83,27,27,,no,no,Miomir Kecmanović,26,SRB,SRB,670,-17,-150,Delray Beach R32,Lost in Dallas QF Lost in Dallas QF Delray Beach R32,,yes
84,49,49,,no,no,Jacob Fearnley,24,GBR,GBR,668,,+3,Lille R32,,,yes
85,30,30,,no,no,Matteo Arnaldi,24,ITA,ITA,665,-13,-100,,,,no
86,71,71,,no,no,Jesper de Jong,25,NED,NED,665,,-8,Doha R32,Lost in Rotterdam R32 Lost in Rotterdam R32 Doha R32,,yes
87,78,78,,no,no,Vít Kopřiva,28,CZE,CZE,660,+8,+28,Rio de Janeiro R32,Lost in Buenos Aires QF Lost in Buenos Aires QF Rio de Janeiro R32,,yes
88,48,48,,no,no,Aleksandar Vukic,29,AUS,AUS,656,,,,Lost in Qual. Doha R1,,no
89,17,17,,no,no,Cristian Garín,29,CHI,CHI,656,,,Rio de Janeiro R32,,,yes
90,45,45,,no,no,Yannick Hanfmann,34,GER,GER,653,,,Rio de Janeiro R32,,,yes
91,NCH (96),91,96,yes,yes,Ignacio Buse,21,PER,PER,648,+5,+25,Rio de Janeiro R32,Lost in Buenos Aires R16 Lost in Buenos Aires R16 Rio de Janeiro R32,,yes
92,90,90,,no,no,Thiago Agustín Tirante,24,ARG,ARG,647,,,Rio de Janeiro R32,,,yes
93,74,74,,no,no,Adam Walton,26,AUS,AUS,643,,,Qual. Delray Beach R2,Lost in Dallas R32 Lost in Dallas R32 Qual. Delray Beach R2,,yes
94,67,67,,no,no,Luca Nardi,22,ITA,ITA,629,+3,+8,,Lost in Pau R16,,no
95,53,53,,no,no,Christopher O'Connell,31,AUS,AUS,626,+24,+115,**Qual. Rotterdam W**,Lost in Rotterdam QF,,yes
96,58,58,,no,no,Hugo Gaston,25,FRA,FRA,619,+3,+3,Lille R32,Lost in Qual. Rotterdam R2 Lost in Qual. Rotterdam R2 Lille R32,,yes
97,57,57,,no,no,Hamad Medjedović,22,SRB,SRB,615,-18,-102,,Lost in Qual. Rotterdam R2 Lost in Rotterdam R16,,no
98,3,3,,no,no,Stan Wawrinka,40,SUI,SUI,612,+8,+50,,Lost in Rotterdam R16,,no
99,86,86,,no,no,Dalibor Svrčina,23,CZE,CZE,612,-1,-6,Qual. Delray Beach R2,,,yes
100,83,83,,no,no,Carlos Taberner,28,ESP,ESP,608,,,Rio de Janeiro R32 Advertisement,,,yes
101,36,36,,no,no,Pedro Martínez,28,ESP,ESP,586,-7,-50,Rio de Janeiro R32,Lost in Buenos Aires QF Lost in Buenos Aires QF Rio de Janeiro R32,,yes
102,NCH (103),102,103,yes,yes,Román Andrés Burruchaga,24,ARG,ARG,580,+2,+12,Rio de Janeiro R32,Lost in Buenos Aires R16 Lost in Buenos Aires R16 Rio de Janeiro R32,,yes
103,101,101,,no,no,Adolfo Daniel Vallejo,21,PAR,PAR,580,,-2,,Lost in Qual. Rio de Janeiro R1,,no
104,95,95,,no,no,Alexander Blockx,20,BEL,BEL,570,,-1,Lille R32,Lost in Pau R32 Lost in Pau R32 Lille R32,,yes
105,NCH (107),105,107,yes,yes,Patrick Kypson,26,USA,USA,565,+4,+13,Delray Beach R32,Lost in Qual. Dallas R2 Lost in Dallas R32 Lost in Qual. Dallas R2 Lost in Dallas R32 Delray Beach R32,,yes
106,102,102,,no,no,Zachary Svajda,23,USA,USA,563,+4,+12,Qual. Delray Beach R2**Qual. Dallas W**,Lost in Dallas R32 **Qual. Dallas W** Lost in Dallas R32 Qual. Delray Beach R2,,yes
107,93,93,,no,no,Tomás Barrios Vera,28,CHI,CHI,563,+7,+17,Qual. Rio de Janeiro R2,Lost in Buenos Aires R16 Lost in Buenos Aires R16 Qual. Rio de Janeiro R2,,yes
108,95,95,,no,no,Tristan Schoolkate,24,AUS,AUS,556,-6,-14,Qual. Delray Beach R2,,,yes
109,63,63,,no,no,Mattia Bellucci,24,ITA,ITA,553,,-2,Delray Beach R32,Lost in Dallas R32 Lost in Dallas R32 Delray Beach R32,,yes
110,108,108,,no,no,Francesco Maestrelli,23,ITA,ITA,553,,-2,,Lost in Tenerife 2 R16,,no
111,26,26,,no,no,Jordan Thompson,31,AUS,AUS,548,,,,,,no
112,42,42,,no,no,Benjamin Bonzi,29,FRA,FRA,548,+19,+64,Pau F 609 609,,,yes
113,62,62,,no,no,Rinky Hijikata,24,AUS,AUS,546,,,Qual. Delray Beach R2,,,yes
114,27,27,,no,no,Laslo Djere,30,SRB,SRB,538,-23,-113,,Lost in Buenos Aires R32,,no
115,83,83,,no,no,Chun Hsin Tseng,24,TWN,TWN,536,,+1,,Lost in Qual. Rio de Janeiro R1,,no
116,37,37,,no,no,Mackenzie McDonald,30,USA,USA,535,-4,-12,Delray Beach R32,,,yes
117,92,92,,no,no,Shintaro Mochizuki,22,JPN,JPN,525,-2,-12,,Lost in Qual. Doha R2,,no
118,NCH (124),118,124,yes,yes,Rafael Jódar,19,ESP,ESP,523,+6,+25,Delray Beach R32**Qual. Dallas W**,Lost in Dallas R32 **Qual. Dallas W** Lost in Dallas R32 Delray Beach R32,,yes
119,7,7,,no,no,David Goffin,35,BEL,BEL,515,,-2,Lille R32,Lost in Pau R32 Lost in Pau R32 Lille R32,,yes
120,CH,120,,yes,no,Titouan Droguet,24,FRA,FRA,510,,,Lille R32,,,yes
121,102,102,,no,no,Elmer Møller,22,DEN,DEN,509,,,,Lost in Qual. Rio de Janeiro R1,,no
122,115,115,,no,no,Dino Prižmić,20,CRO,CRO,507,,,Qual. Rio de Janeiro R2,,,yes
123,10,10,,no,no,Pablo Carreño Busta,34,ESP,ESP,504,-18,-62,Doha R32,Lost in Qual. Rotterdam R1 **Qual. Doha W**Lost in Qual. Rotterdam R1 **Qual. Doha W** Doha R32,,yes
124,123,123,,no,no,Jan Choinski,29,GBR,GBR,498,,+1,Doha R32,Lost in Qual. Rotterdam R1 **Qual. Doha W**Lost in Qual. Rotterdam R1 **Qual. Doha W** Doha R32,,yes
125,NCH (130),125,130,yes,yes,Martin Damm,22,USA,USA,492,+5,+6,,Lost in Pau R16,,no
126,CH,126,,yes,no,Vilius Gaubas,21,LTU,LTU,490,,+1,Qual. Rio de Janeiro R2,,,yes
127,12,12,,no,no,Borna Ćorić,29,CRO,CRO,488,,+2,,,,no
128,91,91,,no,no,Otto Virtanen,24,FIN,FIN,488,-10,-25,,,,no
129,23,23,,no,no,Dušan Lajović,35,SRB,SRB,485,-6,-18,Qual. Rio de Janeiro R2,,,yes
130,63,63,,no,no,Luca Van Assche,21,FRA,FRA,477,-4,-16,Lille R32,Lost in Pau QF Lost in Pau QF Lille R32,,yes
131,112,112,,no,no,Marco Trungelliti,36,ARG,ARG,472,,+3,,Lost in Qual. Doha R1,,no
132,37,37,,no,no,Sebastian Ofner,29,AUT,AUT,471,,+3,Lille R32,Lost in Tenerife 2 R32 Lost in Tenerife 2 R32 Lille R32,,yes
133,132,132,,no,no,Nicolai Budkov Kjaer,19,NOR,NOR,470,-1,-6,,Lost in Rotterdam R32,,no
134,NCH (138),134,138,yes,yes,Dane Sweeny,25,AUS,AUS,468,+4,+4,New Delhi R32,Lost in Brisbane 2 QF Lost in Brisbane 2 QF New Delhi R32,,yes
135,CH,135,,yes,no,Sho Shimabukuro,28,JPN,JPN,466,+9,+25,Qual. Delray Beach R2**Qual. Dallas W**,Lost in Dallas R32**Qual. Dallas W** Lost in Dallas R32 Qual. Delray Beach R2,,yes
136,16,16,,no,no,Nikoloz Basilashvili,33,GEO,GEO,464,,+1,,Lost in Qual. Rotterdam R1 Lost in Qual. Doha R1,,no
137,128,128,,no,no,Coleman Wong,21,HKG,HKG,458,-1,-8,Qual. Delray Beach R2,,,yes
138,NCH (173),138,173,yes,yes,Jack Pinnington Jones,22,GBR,GBR,456,+43,+125,**Qual. Dallas W**,Lost in Dallas QF,,yes
139,134,134,,no,no,Moez Echargui,33,TUN,TUN,449,+7,+15,Doha R32,Lost in Pau QF Lost in Pau QF Doha R32,,yes
140,126,126,,no,no,Andrea Pellegrino,28,ITA,ITA,447,+5,+13,**Qual. Buenos Aires W**,Lost in Buenos Aires R32 Lost in Qual. Rio de Janeiro R1,,yes
141,133,133,,no,no,Colton Smith,22,USA,USA,446,,+1,,Lost in Qual. Delray Beach R1,,no
142,138,138,,no,no,Chris Rodesch,24,LUX,LUX,446,-3,-10,,Lost in Qual. Lille R1,,no
143,16,16,,no,no,Nicolás Jarry,30,CHI,CHI,441,,,,Lost in Qual. Rio de Janeiro R1,,no
144,101,101,,no,no,Billy Harris,31,GBR,GBR,438,-11,-36,,Lost in Qual. Rotterdam R1 Lost in Qual. Doha R2,,no
145,NCH (152),145,152,yes,yes,Daniel Mérida,21,ESP,ESP,432,+7,+21,,Lost in Tenerife 2 SF,,no
146,54,54,,no,no,Yibing Wu,26,CHN,CHN,427,,+1,Qual. Delray Beach R2,,,yes
147,87,87,,no,no,Jaime Faria,22,POR,POR,425,,+1,Qual. Rio de Janeiro R2,,,yes
148,64,64,,no,no,Yunchaokete Bu,24,CHN,CHN,424,-7,-25,,,,no
149,113,113,,no,no,Liam Draxl,24,CAN,CAN,422,,,,Lost in Qual. Delray Beach R1,,no
150,109,109,,no,no,Lukáš Klein,27,SVK,SVK,421,,+1,,Lost in Pau R16 Advertisement,,no
151,99,99,,no,no,Brandon Holt,27,USA,USA,418,-11,-35,,,,no
152,148,148,,no,no,Michael Zheng,22,USA,USA,414,,-1,,Lost in Dallas R32,,no
153,102,102,,no,no,Kyrian Jacquet,24,FRA,FRA,414,-25,-75,,Lost in Qual. Rotterdam R1,,no
154,147,147,,no,no,Guy Den Ouden,23,NED,NED,405,+15,+50,,Lost in Rotterdam R16,,no
155,31,31,,no,no,Lloyd Harris,28,RSA,RSA,399,+31,+75,Lille R32**Tenerife 2 W****Tenerife 2 W** Lille R32,,,yes
156,110,110,,no,no,Giulio Zeppieri,24,ITA,ITA,397,-2,+4,Lille R32,Lost in Pau R16 Lost in Pau R16 Lille R32,,yes
157,152,152,,no,no,Arthur Fery,23,GBR,GBR,396,,-4,,,,no
158,64,64,,no,no,Hugo Dellien,32,BOL,BOL,393,+9,+38,**Qual. Buenos Aires W**,Lost in Buenos Aires R16 Lost in Qual. Rio de Janeiro R1,,yes
159,110,110,,no,no,Martin Landaluce,20,ESP,ESP,390,-4,+2,Lille R32,Lost in Pau R16 Lost in Pau R16 Lille R32,,yes
160,125,125,,no,no,Alex Bolt,33,AUS,AUS,383,+18,+44,,Lost in Brisbane 2 F,,no
161,145,145,,no,no,Mark Lajal,22,EST,EST,378,,-3,,Lost in Pau R32,,no
162,156,156,,no,no,Arthur Géa,21,FRA,FRA,377,-6,-10,,,,no
163,89,89,,no,no,Francesco Passaro,25,ITA,ITA,376,,-4,Qual. Rio de Janeiro R2**Qual. Buenos Aires W**,Lost in Buenos Aires R32**Qual. Buenos Aires W** Lost in Buenos Aires R32 Qual. Rio de Janeiro R2,,yes
164,139,139,,no,no,Ugo Blanchet,27,FRA,FRA,375,,-4,Lille R32,,,yes
165,159,159,,no,no,Luka Mikrut,21,CRO,CRO,371,-1,+12,,Lost in Tenerife 2 QF,,no
166,60,60,,no,no,Stefano Travaglia,34,ITA,ITA,370,-3,+10,,Lost in Tenerife 2 QF,,no
167,125,125,,no,no,Matteo Gigante,24,ITA,ITA,367,,-6,,,,no
168,159,159,,no,no,Rei Sakamoto,19,JPN,JPN,364,+6,+20,New Delhi R32,Lost in Brisbane 2 SF Lost in Brisbane 2 SF New Delhi R32,,yes
169,24,24,,no,no,Yoshihito Nishioka,30,JPN,JPN,361,-12,-25,,Lost in Qual. Delray Beach R1,,no
170,6,6,,no,no,Gaël Monfils,39,FRA,FRA,360,,-8,,,,no
171,167,167,,no,no,Daniil Glinka,25,EST,EST,359,-1,+4,Lille R32,Lost in Pau R16 Lost in Pau R16 Lille R32,,yes
172,149,149,,no,no,Henrique Rocha,21,POR,POR,357,,-7,,,,no
173,117,117,,no,no,Leandro Riedi,24,SUI,SUI,356,,+8,Lille R32,Lost in Pau R16 Lost in Pau R16 Lille R32,,yes
174,103,103,,no,no,Harold Mayot,24,FRA,FRA,355,,-6,,,,no
175,49,49,,no,no,Roberto Carballés Baena,32,ESP,ESP,350,,+7,Doha R32,Lost in Qual. Rotterdam R2 **Qual. Doha W**Lost in Qual. Rotterdam R2 **Qual. Doha W** Doha R32,,yes
176,87,87,,no,no,Jurij Rodionov,26,AUT,AUT,350,,-4,,,,no
177,72,72,,no,no,Yosuke Watanuki,27,JPN,JPN,349,-11,-7,,,,no
178,106,106,,no,no,Zsombor Piros,26,HUN,HUN,341,,-2,,,,no
179,168,168,,no,no,Nicolás Mejía,26,COL,COL,341,,-2,,Lost in Qual. Delray Beach R1,,no
180,170,170,,no,no,Alex Barrena,23,ARG,ARG,336,,,,Lost in Buenos Aires R32,,no
181,156,156,,no,no,Vitaliy Sachko,28,UKR,UKR,333,-2,-3,Lille R32,Lost in Qual. Rotterdam R1 Lost in Qual. Rotterdam R1 Lille R32,,yes
182,133,133,,no,no,Federico Agustin Gomez,29,ARG,ARG,331,+14,+25,New Delhi R32,Lost in Chennai F Lost in Chennai F New Delhi R32,,yes
183,125,125,,no,no,Juan Pablo Ficovich,29,ARG,ARG,331,,-1,Metepec R32,,,yes
184,56,56,,no,no,Daniel Elahi Galán,29,COL,COL,330,+3,+7,,Lost in Qual. Buenos Aires R2 Lost in Qual. Rio de Janeiro R1,,no
185,153,153,,no,no,Jay Clarke,27,GBR,GBR,329,,-2,New Delhi R32,Lost in Chennai R32 Lost in Chennai R32 New Delhi R32,,yes
186,36,36,,no,no,Roman Safiullin,28,RUS,RUS,328,,-2,Lille R32,,,yes
187,17,17,,no,no,Bernard Tomic,33,AUS,AUS,319,+5,+6,Metepec R32,Lost in Qual. Dallas R2 Lost in Qual. Dallas R2 Metepec R32,,yes
188,105,105,,no,no,Elias Ymer,29,SWE,SWE,315,-3,-12,,Lost in Qual. Doha R2,,no
189,131,131,,no,no,Pablo Llamas Ruiz,23,ESP,ESP,314,+16,+22,,Lost in Tenerife 2 SF,,no
190,36,36,,no,no,Pierre Hugues Herbert,34,FRA,FRA,313,-19,-38,Doha R32**Qual. Doha W****Qual. Doha W** Doha R32,,,yes
191,NCH (198),191,198,yes,yes,Clément Tabur,26,FRA,FRA,311,+22,+38,**Qual. Pau W**,Lost in Pau SF,,yes
192,99,99,,no,no,Nishesh Basavareddy,20,USA,USA,310,,+1,Qual. Lille R1,,,yes
193,95,95,,no,no,Hugo Grenier,29,FRA,FRA,310,-5,-13,**Qual. Rotterdam W**,Lost in Rotterdam R32,,yes
194,180,180,,no,no,Justin Engel,18,GER,GER,309,,,Lille R32,Lost in Pau R32 Lost in Pau R32 Lille R32,,yes
195,123,123,,no,no,Timofey Skatov,25,KAZ,KAZ,308,-4,-6,Lille R32,Lost in Pau R32 Lost in Pau R32 Lille R32,,yes
196,111,111,,no,no,Zdeněk Kolář,29,CZE,CZE,308,-7,-8,,Lost in Pau R16,,no
197,123,123,,no,no,Jérôme Kym,23,SUI,SUI,307,,-2,Lille R32,Lost in Pau R32 Lost in Pau R32 Lille R32,,yes
198,21,21,,no,no,Daniel Evans,35,GBR,GBR,306,-8,-8,,,,no
199,144,144,,no,no,August Holmgren,27,DEN,DEN,303,,,Lille R32,,,yes
200,38,38,,no,no,Alex Molčan,28,SVK,SVK,302,,,Advertisement,,,yes
201,194,194,,no,no,Dan Added,26,FRA,FRA,299,,,,Lost in Pau R32,,no
202,175,175,,no,no,Álvaro Guillén Meza,23,ECU,ECU,298,,,Tigre 1 R32,,,yes
203,63,63,,no,no,Jason Kubler,32,AUS,AUS,295,,,,,,no
204,200,200,,no,no,George Loffhagen,24,GBR,GBR,295,,,,Lost in Tenerife 2 R32,,no
205,184,184,,no,no,Clément Chidekh,24,FRA,FRA,292,-7,-12,Lille R32,Lost in Pau R32 Lost in Pau R32 Lille R32,,yes
206,127,127,,no,no,Lorenzo Giustino,34,ITA,ITA,292,,,,Lost in Tenerife 2 R32,,no
207,187,187,,no,no,João Lucas Reis Da Silva,25,BRA,BRA,291,,,Rio de Janeiro R32,,,yes
208,61,61,,no,no,Thiago Monteiro,31,BRA,BRA,290,+1,+7,Qual. Rio de Janeiro R2,Lost in Qual. Buenos Aires R2 Lost in Qual. Buenos Aires R2 Qual. Rio de Janeiro R2,,yes
209,184,184,,no,no,Luka Pavlovic,25,FRA,FRA,286,+10,+24,**Qual. Rotterdam W**,Lost in Rotterdam R32,,yes
