rank,ch_raw,career_high,prev_career_high,at_career_high,is_new_career_high,player,age,country,flag,points,rank_change,current,previous,next,max,is_playing
210,164,164,,no,no,James McCabe,22,AUS,AUS,283,-2,-6,,Lost in Qual. Doha R1,,no
211,201,201,,no,no,Gilles Arnaud Bailly,20,BEL,BEL,280,,-1,,,,no
212,208,208,,no,no,Juan Carlos Prado Angelo,20,BOL,BOL,279,,-1,,,,no
213,212,212,,no,no,Remy Bertola,27,SUI,SUI,276,-1,+2,**Qual. Pau W**,Lost in Pau R32,,yes
214,CH,214,,yes,no,Ilia Simakin,22,RUS,RUS,274,,+1,,Lost in Chennai SF,,no
215,183,183,,no,no,Oliver Crawford,26,GBR,GBR,273,,,New Delhi R32,Lost in Chennai R16 Lost in Chennai R16 New Delhi R32,,yes
216,16,16,,no,no,Marco Cecchinato,33,ITA,ITA,270,+1,+4,,Lost in Qual. Buenos Aires R2,,no
217,106,106,,no,no,Tristan Boyer,24,USA,USA,268,,-1,,Lost in Qual. Dallas R2,,no
218,205,205,,no,no,Gonzalo Bueno,21,PER,PER,265,,,Tigre 1 R32,,,yes
219,58,58,,no,no,Thiago Seyboth Wild,25,BRA,BRA,262,-22,-43,,Lost in Qual. Buenos Aires R2 Lost in Buenos Aires R32,,no
220,CH,220,,yes,no,Yi Zhou,20,CHN,CHN,261,,,,Lost in Brisbane 2 R32,,no
221,158,158,,no,no,Yu-hsiou Hsu,26,TWN,TWN,259,,,,,,no
222,157,157,,no,no,Lukas Neumayer,23,AUT,AUT,255,,+1,,,,no
223,191,191,,no,no,Nerman Fatić,31,BIH,BIH,254,,+1,,,,no
224,168,168,,no,no,Frederico Ferreira Silva,30,POR,POR,254,+31,+44,New Delhi R32**Chennai W****Chennai W** New Delhi R32,,,yes
225,202,202,,no,no,Federico Cina,18,ITA,ITA,252,,,New Delhi R32,,,yes
226,NCH (229),226,229,yes,yes,Lautaro Midon,21,ARG,ARG,252,+3,+7,Tigre 1 R32**Qual. Buenos Aires W**,Lost in Buenos Aires R32 **Qual. Buenos Aires W** Lost in Buenos Aires R32 Tigre 1 R32,,yes
227,47,47,,no,no,Marc-Andrea Hüsler,29,SUI,SUI,250,+3,+6,,Lost in Tenerife 2 R16,,no
228,196,196,,no,no,Rodrigo Pacheco Mendez,20,MEX,MEX,248,-6,-8,Metepec R32,,,yes
229,131,131,,no,no,Genaro Alberto Olivieri,27,ARG,ARG,247,,-2,Tigre 1 R32,Lost in Qual. Buenos Aires R1 Lost in Qual. Buenos Aires R1 Tigre 1 R32,,yes
230,153,153,,no,no,Alexis Galarneau,26,CAN,CAN,246,+6,+9,Baton Rouge F 271 271,,,yes
231,157,157,,no,no,Santiago Taverna,26,ARG,ARG,246,,-3,Tigre 1 R32,Lost in Qual. Buenos Aires R1 Lost in Qual. Buenos Aires R1 Tigre 1 R32,,yes
232,231,231,,no,no,Matej Dodig,20,CRO,CRO,244,,,Qual. Lille R2,Lost in Tenerife 2 R32 Lost in Tenerife 2 R32 Qual. Lille R2,,yes
233,177,177,,no,no,Andrea Collarini,34,ARG,ARG,244,,,Tigre 1 R32,Lost in Qual. Buenos Aires R1 Lost in Qual. Buenos Aires R1 Tigre 1 R32,,yes
234,123,123,,no,no,Ryan Peniston,30,GBR,GBR,242,-3,-2,,Lost in Tenerife 2 R32,,no
235,CH,235,,yes,no,Max Houkes,25,NED,NED,242,,,Qual. Lille R2,,,yes
236,155,155,,no,no,Dmitry Popko,29,KAZ,KAZ,241,-10,-7,,,,no
237,72,72,,no,no,Borna Gojo,27,CRO,CRO,236,,,Metepec R32,,,yes
238,117,117,,no,no,Felipe Meligeni Alves,27,BRA,BRA,236,-4,-7,,Lost in Qual. Buenos Aires R1,,no
239,236,236,,no,no,Marko Topo,22,GER,GER,234,,-1,,,,no
240,212,212,,no,no,Johannus Monday,24,GBR,GBR,233,,-1,,,,no
241,172,172,,no,no,Murphy Cassone,23,USA,USA,233,+1,+6,,Lost in Qual. Dallas R2 Lost in Qual. Delray Beach R1,,no
242,147,147,,no,no,Kaichi Uchida,31,JPN,JPN,231,,-2,,Lost in Vila Real De Santo Antonio QF,,no
243,NCH (244),243,244,yes,yes,Toby Samuel,23,GBR,GBR,230,+1,+6,,Lost in Tenerife 2 R16,,no
244,142,142,,no,no,Alejandro Moro Cañas,25,ESP,ESP,229,+32,+38,,Lost in Tenerife 2 F,,no
245,NCH (251),245,251,yes,yes,Tom Gentzsch,22,GER,GER,227,+6,+10,,Lost in Tenerife 2 QF,,no
246,235,235,,no,no,Joel Schwärzler,20,AUT,AUT,226,,-3,Lille R32,,,yes
247,210,210,,no,no,Filip Jianu,24,ROU,ROU,225,+2,+7,**Antalya 5 W**,Lost in Antalya 6 R32,,yes
248,169,169,,no,no,Henri Squire,25,GER,GER,223,+34,+40,Qual. Lille R1**Qual. Pau W**,Lost in Pau SF**Qual. Pau W** Lost in Pau SF Qual. Lille R1,,yes
249,135,135,,no,no,Mitchell Krueger,32,USA,USA,221,,-4,,Lost in Qual. Dallas R1,,no
250,196,196,,no,no,Rio Noguchi,27,JPN,JPN,221,,-4,New Delhi R32,Lost in Chennai R32 Lost in Chennai R32 New Delhi R32 Advertisement,,yes
251,97,97,,no,no,Kimmer Coppejans,32,BEL,BEL,220,,-4,Qual. Lille R1,Lost in Qual. Rotterdam R1 Lost in Qual. Rotterdam R1 Qual. Lille R1,,yes
252,232,232,,no,no,Andrés Andrade,27,ECU,ECU,219,+2,+8,Metepec R32,Lost in Baton Rouge SF Lost in Baton Rouge SF Metepec R32,,yes
253,142,142,,no,no,Ivan Gakhov,29,RUS,RUS,219,,-5,,,,no
254,201,201,,no,no,Edas Butvilas,21,LTU,LTU,217,,-4,New Delhi R32,,,yes
255,197,197,,no,no,Pol Martín Tiffon,26,ESP,ESP,215,+7,+12,,Lost in Tenerife 2 QF,,no
256,253,253,,no,no,Pedro Boscardin Dias,23,BRA,BRA,213,,-3,,Lost in Qual. Rio de Janeiro R1,,no
257,240,240,,no,no,Patrick Zahraj,26,GER,GER,209,+4,+5,Qual. Lille R1**Qual. Pau W**,Lost in Pau R32**Qual. Pau W** Lost in Pau R32 Qual. Lille R1,,yes
258,142,142,,no,no,Gustavo Heide,23,BRA,BRA,207,,-1,Rio de Janeiro R32,,,yes
259,235,235,,no,no,Charles Broom,27,GBR,GBR,206,,-1,,,,no
260,241,241,,no,no,Daniel Michalski,26,POL,POL,206,-19,-23,New Delhi R32,,,yes
261,47,47,,no,no,Juncheng Shang,21,CHN,CHN,205,,-2,Doha R32,,,yes
262,108,108,,no,no,Franco Agamenone,32,ITA,ITA,204,,-2,Tigre 1 R32,Lost in Qual. Buenos Aires R1 Lost in Qual. Buenos Aires R1 Tigre 1 R32,,yes
263,39,39,,no,no,Mikhail Kukushkin,38,KAZ,KAZ,203,-7,-5,Qual. Lille R1,Lost in Qual. Pau R2 Lost in Pau R32 Lost in Qual. Pau R2 Lost in Pau R32 Qual. Lille R1,,yes
264,198,198,,no,no,Fajing Sun,29,CHN,CHN,202,,+1,,Lost in Brisbane 2 R32,,no
265,159,159,,no,no,Dimitar Kuzmanov,32,BUL,BUL,202,-1,-1,New Delhi R32,,,yes
266,134,134,,no,no,Geoffrey Blancaneaux,27,FRA,FRA,201,,+1,,Lost in Qual. Pau R2,,no
267,193,193,,no,no,Sascha Gueymard Wayenburg,22,FRA,FRA,201,-4,-2,Lille R32,Lost in Tenerife 2 R32 Lost in Tenerife 2 R32 Lille R32,,yes
268,78,78,,no,no,Nicolás Kicker,33,ARG,ARG,200,,-1,Tigre 1 R32,Lost in Qual. Buenos Aires R1 Lost in Qual. Buenos Aires R1 Tigre 1 R32,,yes
269,260,260,,no,no,Tiago Pereira,21,POR,POR,200,,-1,,Lost in Tenerife 2 R32,,no
270,264,264,,no,no,Andres Martin,24,USA,USA,198,,,Metepec R32,Lost in Baton Rouge R32 Lost in Baton Rouge R32 Metepec R32,,yes
271,CH,271,,yes,no,Florent Bax,26,FRA,FRA,197,,,,Lost in Chennai R32,,no
272,103,103,,no,no,Stefan Kozlov,28,USA,USA,196,,+1,Metepec R32,,,yes
273,NCH (278),273,278,yes,yes,Darwin Blanch,18,USA,USA,195,+7,+11,,Lost in Brisbane 2 QF,,no
274,238,238,,no,no,Nikolás Sánchez Izquierdo,26,ESP,ESP,194,,,,,,no
275,CH,275,,yes,no,Stefanos Sakellaridis,21,GRE,GRE,193,,,New Delhi R32,,,yes
276,NCH (304),276,304,yes,yes,Harry Wendelken,24,GBR,GBR,193,+28,+24,**Sheffield W**,,,yes
277,181,181,,no,no,Daniel Rincon,23,ESP,ESP,191,-25,-22,,Lost in Tenerife 2 R32,,no
278,168,168,,no,no,Murkel Dellien,28,BOL,BOL,186,,-1,Tigre 1 R32,,,yes
279,237,237,,no,no,Saba Purtseladze,24,GEO,GEO,185,-10,-14,**Sharm El Sheikh 3 W**,,,yes
280,60,60,,no,no,Juan Pablo Varillas,30,PER,PER,184,,-2,Tigre 1 R32,,,yes
281,279,279,,no,no,Andrej Nedić,21,BIH,BIH,184,,-2,,,,no
282,93,93,,no,no,Liam Broady,32,GBR,GBR,184,,-1,,Lost in Vila Real De Santo Antonio SF,,no
283,4,4,,no,no,Kei Nishikori,36,JPN,JPN,182,,+1,,,,no
284,47,47,,no,no,Facundo Díaz Acosta,25,ARG,ARG,182,,+1,Tigre 1 R32,Lost in Buenos Aires R32 Lost in Buenos Aires R32 Tigre 1 R32,,yes
285,78,78,,no,no,Yasutaka Uchiyama,33,JPN,JPN,182,+12,+6,,Lost in Brisbane 2 R16,,no
286,CH,286,,yes,no,Petr Brunclík,19,CZE,CZE,181,,,,,,no
287,143,143,,no,no,Benjamin Hassan,31,LBN,LBN,180,-15,-16,,Lost in Tenerife 2 R16,,no
288,CH,288,,yes,no,Fabrizio Andaloro,25,ITA,ITA,180,,,,,,no
289,190,190,,no,no,Matheus Pucinelli De Almeida,24,BRA,BRA,180,,,,,,no
290,260,260,,no,no,Robin Bertrand,22,FRA,FRA,180,,,,Lost in Qual. Pau R2 Lost in Qual. Lille R1,,no
291,CH,291,,yes,no,Lilian Marmousez,24,FRA,FRA,179,,,,,,no
292,171,171,,no,no,Beibit Zhukayev,25,KAZ,KAZ,178,,,New Delhi R32,,,yes
293,287,287,,no,no,Hynek Bartoň,21,CZE,CZE,178,-6,-2,Qual. Lille R2,Lost in Qual. Tenerife 2 R2 Lost in Tenerife 2 R16 Lost in Qual. Tenerife 2 R2 Lost in Tenerife 2 R16 Qual. Lille R2,,yes
294,116,116,,no,no,Calvin Hémery,31,FRA,FRA,177,,+1,Qual. Lille R2,Lost in Qual. Pau R1 Lost in Qual. Pau R1 Qual. Lille R2,,yes
295,254,254,,no,no,Mats Rosenkranz,27,GER,GER,177,,+1,,,,no
296,261,261,,no,no,Alex Rybakov,29,USA,USA,176,-2,-1,,Lost in Qual. Dallas R1,,no
297,68,68,,no,no,Sumit Nagal,28,IND,IND,175,-4,-3,New Delhi R32,Lost in Chennai R16 Lost in Chennai R16 New Delhi R32,,yes
298,80,80,,no,no,Norbert Gombos,35,SVK,SVK,175,,,,,,no
299,212,212,,no,no,Michael Geerts,31,BEL,BEL,173,-16,-10,New Delhi R32,,,yes
300,298,298,,no,no,Jacopo Berrettini,27,ITA,ITA,172,+6,+4,,Lost in Tenerife 2 R16,,no
301,CH,301,,yes,no,Maximus Jones,21,THA,THA,172,,,,,,no
302,144,144,,no,no,Akira Santillan,28,JPN,JPN,172,+7,+7,,Lost in Antalya 5 F Lost in Antalya 6 SF,,no
303,267,267,,no,no,Petr Bar Biryukov,23,RUS,RUS,172,+2,+3,New Delhi R32,Lost in Chennai QF,,yes
304,299,299,,no,no,Sandro Kopp,25,AUT,AUT,171,,-2,,,,no
305,NCH (315),305,315,yes,yes,Miguel Damas,26,ESP,ESP,168,+10,+7,Tigre 1 R32**Qual. Tenerife 2 W**,Lost in Tenerife 2 R16,,yes
306,NCH (307),306,307,yes,yes,Gianluca Cadenasso,21,ITA,ITA,166,,+1,Tigre 1 R32,,,yes
307,279,279,,no,no,Garrett Johns,25,USA,USA,166,-4,-5,,Lost in Baton Rouge R32,,no
308,CH,308,,yes,no,Keegan Smith,27,USA,USA,165,,,,Lost in Baton Rouge R32,,no
309,263,263,,no,no,Eliakim Coulibaly,23,CIV,CIV,164,+4,+1,,Lost in Monastir 6 R16 **Monastir 8 W**,,no
310,NCH (312),310,312,yes,yes,Diego Dedura,17,GER,GER,164,,+2,,,,no
311,307,307,,no,no,Philip Henning,25,RSA,RSA,160,,+5,,,,no
312,192,192,,no,no,Gauthier Onclin,24,BEL,BEL,160,,+5,,Lost in Vila Real De Santo Antonio SF,,no
313,NCH (314),313,314,yes,yes,Gabi Adrian Boitan,26,ROU,ROU,159,+1,-2,**Antalya 6 W**,,,yes
314,249,249,,no,no,Mathys Erhard,24,FRA,FRA,159,,+4,,Lost in Qual. Tenerife 2 R1,,no
315,71,71,,no,no,Cedrik Marcel Stebe,35,GER,GER,158,,+4,,,,no
316,289,289,,no,no,Renta Tokuda,27,JPN,JPN,157,,+4,,,,no
317,240,240,,no,no,Matías Soto,26,CHI,CHI,157,,+4,,,,no
318,181,181,,no,no,Abdullah Shelbayh,22,JOR,JOR,156,-8,-8,**Qual. Tenerife 2 W**,Lost in Tenerife 2 R32,,yes
319,31,31,,no,no,Zhizhen Zhang,29,CHN,CHN,155,+46,+25,Doha R32**Brisbane 2 W**,,,yes
320,207,207,,no,no,Daniel Dutra da Silva,37,BRA,BRA,155,,+4,Tigre 1 R32,Lost in Qual. Dallas R1,,yes
321,NCH (323),321,323,yes,yes,Maxim Mrva,18,CZE,CZE,154,+2,-2,Qual. Lille R1,,,yes
322,302,302,,no,no,Felix Gill,23,GBR,GBR,152,,+4,New Delhi R32,Lost in Chennai R32,,yes
323,NCH (328),323,328,yes,yes,Sergey Fomin,25,UZB,UZB,151,,+5,,Lost in Qual. Tenerife 2 R2,,no
324,NCH (329),324,329,yes,yes,Oliver Tarvet,22,GBR,GBR,150,,+5,,,,no
325,180,180,,no,no,Paul Jubb,26,GBR,GBR,150,+31,+16,,Lost in Sheffield F **Oberhaching W**,,no
326,222,222,,no,no,Viktor Durasovic,28,NOR,NOR,150,-15,-14,,Lost in Qual. Pau R1,,no
327,304,304,,no,no,Giles Hussey,28,GBR,GBR,150,+11,+7,,Lost in Sheffield R32 **Qual. Tenerife 2 W** Lost in Tenerife 2 R16,,no
328,278,278,,no,no,Tyler Zink,25,USA,USA,150,,+2,,Lost in Baton Rouge R16,,no
329,93,93,,no,no,Andrej Martin,36,SVK,SVK,149,,+2,Qual. Antalya 7 R2,Lost in Antalya 6 QF,,yes
330,170,170,,no,no,Mattéo Martineau,27,FRA,FRA,149,,+2,,Lost in Qual. Pau R1,,no
331,252,252,,no,no,Tom Paris,23,FRA,FRA,148,,+2,,,,no
332,170,170,,no,no,James Trotter,26,JPN,JPN,145,-7,-8,Qual. Lille R1**Qual. Pau W**,Lost in Pau R32,,yes
333,127,127,,no,no,Facundo Mena,33,ARG,ARG,145,,+1,Metepec R32,,,yes
334,159,159,,no,no,Hady Habib,27,LBN,LBN,143,,+2,Doha R32,,,yes
335,52,52,,no,no,Soonwoo Kwon,28,KOR,KOR,142,,+4,,,,no
336,50,50,,no,no,Pavel Kotov,27,RUS,RUS,142,,+4,,Lost in Pau R32,,no
337,127,127,,no,no,Jelle Sels,30,NED,NED,142,,-1,,,,no
338,336,336,,no,no,Franco Roncadelli,26,URU,URU,142,,+3,Tigre 1 R32,,,yes
339,336,336,,no,no,Hamish Stewart,26,GBR,GBR,142,,+3,,,,no
340,121,121,,no,no,Raúl Brancaccio,28,ITA,ITA,142,,+3,,Lost in Tenerife 2 R32,,no
341,NCH (344),341,344,yes,yes,Sean Cuenin,21,FRA,FRA,141,,+3,Qual. Lille R2,,,yes
342,260,260,,no,no,Carlos Sánchez Jover,25,ESP,ESP,141,,+3,Tigre 1 R32,,,yes
343,336,336,,no,no,Antoine Ghibaudo,21,FRA,FRA,140,,+4,,Lost in Baton Rouge R32,,no
344,314,314,,no,no,Martin Krumich,23,CZE,CZE,140,-9,-5,,Lost in Qual. Pau R2,,no
345,NCH (348),345,348,yes,yes,Florian Broska,28,GER,GER,139,,+3,,Lost in Qual. Lille R1,,no
346,105,105,,no,no,Duje Ajduković,25,CRO,CRO,139,-19,-12,New Delhi R32,Lost in Chennai R16,,yes
347,336,336,,no,no,Guido Iván Justo,28,ARG,ARG,139,,+2,Tigre 1 R32,,,yes
348,258,258,,no,no,Igor Marcondes,28,BRA,BRA,138,,+2,Qual. Rio de Janeiro R2,,,yes
349,NCH (352),349,352,yes,yes,Sanhui Shin,28,KOR,KOR,138,,+3,New Delhi R32,,,yes
350,153,153,,no,no,Denis Yevseyev,32,KAZ,KAZ,138,+12,+6,Qual. New Delhi R2,Lost in Chennai QF,,yes
351,243,243,,no,no,Marat Sharipov,23,RUS,RUS,137,-52,-37,Qual. Lille R1,Lost in Qual. Pau R2,,yes
352,268,268,,no,no,Gonzalo Villanueva,31,ARG,ARG,137,,+2,Tigre 1 R32,,,yes
353,307,307,,no,no,Oleg Prihodko,28,UKR,UKR,136,,+2,,Lost in Pau R32,,no
354,81,81,,no,no,Michael Mmoh,28,USA,USA,134,-54,-38,,Lost in Qual. Delray Beach R1,,no
355,226,226,,no,no,Juan Bautista Torres,23,ARG,ARG,134,-9,-7,Tigre 1 R32,Lost in Qual. Buenos Aires R1,,yes
356,7,7,,no,no,Richard Gasquet,39,FRA,FRA,133,,+2,,,,no
357,189,189,,no,no,Arthur Bouquier,25,FRA,FRA,133,+45,+16,Lille R32,Lost in Pau QF,,yes
358,341,341,,no,no,Gabriele Piraino,22,ITA,ITA,133,-5,-4,**Qual. Tenerife 2 W**,Lost in Tenerife 2 R32,,yes
359,NCH (360),359,360,yes,yes,Juan Manuel La Serna,22,ARG,ARG,132,,+1,Tigre 1 R32,Lost in Qual. Buenos Aires R1,,yes
360,NCH (363),360,363,yes,yes,Trevor Svajda,19,USA,USA,131,,+3,,Lost in Dallas R32,,no
361,217,217,,no,no,Jonáš Forejtek,24,CZE,CZE,131,,+3,,,,no
362,263,263,,no,no,Christoph Negritu,31,GER,GER,131,-3,-2,,,,no
363,319,319,,no,no,Christian Langmo,29,USA,USA,131,+6,+3,,Lost in Baton Rouge R16,,no
364,339,339,,no,no,Andre Ilagan,25,USA,USA,130,-3,-2,,Lost in Baton Rouge SF,,no
365,NCH (367),365,367,yes,yes,Max Basing,23,GBR,GBR,129,+2,+1,Vila Real De Santo Antonio F,Lost in Sheffield R16,,yes
366,NCH (387),366,387,yes,yes,Ioannis Xilas,24,GRE,GRE,129,+22,+8,Qual. New Delhi R2,Lost in Chennai QF,,yes
367,NCH (368),367,368,yes,yes,Viacheslav Bielinskyi,22,UKR,UKR,128,,+1,,,,no
368,116,116,,no,no,Marc Polmans,28,AUS,AUS,128,+15,+5,,Lost in Brisbane 2 R16,,no
369,360,360,,no,no,Hayato Matsuoka,21,JPN,JPN,128,+36,+11,,Lost in Brisbane 2 QF,,no
370,168,168,,no,no,Maks Kaśnikowski,22,POL,POL,127,+49,+14,Qual. New Delhi R2,Lost in Chennai SF,,yes
371,NCH (381),371,381,yes,yes,Raphaël Pérot,24,FRA,FRA,127,+10,+4,,Lost in Baton Rouge R16,,no
372,180,180,,no,no,Yuta Shimizu,26,JPN,JPN,127,,-2,,,,no
373,158,158,,no,no,Tung Lin Wu,27,TWN,TWN,127,,-2,,,,no
374,160,160,,no,no,Li Tu,29,AUS,AUS,126,+41,+12,,Lost in Brisbane 2 QF,,no
375,88,88,,no,no,Dominic Stricker,23,SUI,SUI,126,,-3,,,,no
376,211,211,,no,no,Javier Barranco Cosano,27,ESP,ESP,126,-25,-12,,Lost in Tenerife 2 R32 Lost in Qual. Lille R1,,no
377,288,288,,no,no,Cezar Crețu,24,ROU,ROU,126,,-3,,,,no
378,345,345,,no,no,Iñaki Montes De La Torre,23,ESP,ESP,125,,-2,,,,no
379,177,177,,no,no,Omar Jasika,28,AUS,AUS,125,+19,+6,,Lost in Brisbane 2 R16,,no
380,49,49,,no,no,Federico Coria,33,ARG,ARG,124,-58,-32,,Lost in Buenos Aires R32,,no
381,271,271,,no,no,Pedro Sakamoto,32,BRA,BRA,124,,-3,Tigre 1 R32,Lost in Qual. Dallas R1,,yes
382,375,375,,no,no,Mert Alkaya,25,TUR,TUR,124,-7,-2,,Lost in Qual. Doha R1,,no
383,369,369,,no,no,Daniel Milavsky,24,USA,USA,124,+21,+7,,Lost in Baton Rouge QF,,no
384,292,292,,no,no,David Jordá Sanchis,31,ESP,ESP,124,,-5,New Delhi R32,Lost in Brisbane 2 R32,,yes
385,CH,385,,yes,no,Dan Martin,26,CAN,CAN,122,,,Metepec R32,,,yes
386,298,298,,no,no,Aidan McHugh,25,GBR,GBR,122,-2,-1,,,,no
387,342,342,,no,no,Luciano Emanuel Ambrogi,22,ARG,ARG,122,,-1,Tigre 1 R32,,,yes
388,57,57,,no,no,Gastão Elias,35,POR,POR,121,,-1,,Lost in Vila Real De Santo Antonio QF,,no
389,257,257,,no,no,Mili Poljičak,21,CRO,CRO,121,+5,+1,,Lost in Sharm El Sheikh 2 R16 Lost in Sharm El Sheikh 3 SF,,no
390,315,315,,no,no,Alfredo Perez,28,USA,USA,121,-33,-13,,,,no
391,55,55,,no,no,Facundo Bagnis,35,ARG,ARG,120,,-2,,,,no
392,29,29,,no,no,Christopher Eubanks,29,USA,USA,120,,-2,,,,no
393,289,289,,no,no,Adria Soriano Barrera,26,COL,COL,120,,-2,Vila Real De Santo Antonio F,,,yes
394,389,389,,no,no,Carlo Alberto Caniato,20,ITA,ITA,120,,-2,,Lost in Vila Real De Santo Antonio R32,,no
395,19,19,,no,no,Hyeon Chung,29,KOR,KOR,120,,-2,Qual. New Delhi R2,,,yes
396,183,183,,no,no,Federico Arnaboldi,25,ITA,ITA,120,,-1,,,,no
397,346,346,,no,no,Kasidit Samrej,25,THA,THA,120,,-1,,,,no
398,221,221,,no,no,Hernán Casanova,32,ARG,ARG,119,,-1,,,,no
399,270,270,,no,no,Corentin Denolly,28,FRA,FRA,119,,,,Lost in Brisbane 2 R32,,no
400,17,17,,no,no,Albert Ramos Viñolas,38,ESP,ESP,118,,,,,,no
401,185,185,,no,no,Aziz Dougaz,28,TUN,TUN,118,-28,-8,,,,no
402,366,366,,no,no,Max Alcalá Gurri,23,ESP,ESP,118,-36,-12,,Lost in Antalya 6 F,,no
403,58,58,,no,no,Taro Daniel,33,JPN,JPN,117,-26,-7,,Lost in Brisbane 2 R32,,no
404,331,331,,no,no,Andrea Picchione,27,ITA,ITA,117,,-1,,,,no
405,229,229,,no,no,Marek Gengel,30,CZE,CZE,117,,+1,,,,no
406,347,347,,no,no,Samir Banerjee,22,USA,USA,116,,+1,,,,no
407,237,237,,no,no,Alastair Gray,27,GBR,GBR,116,,+1,New Delhi R32,Lost in Chennai R32,,yes
408,136,136,,no,no,Alexey Vatutin,33,RUS,RUS,116,,+1,,,,no
409,402,402,,no,no,Olle Wallin,24,SWE,SWE,116,,+1,,Lost in Vila Real De Santo Antonio QF,,no
410,385,385,,no,no,Aryan Shah,20,IND,IND,116,-9,-2,,,,no
411,409,409,,no,no,Michele Ribecai,23,ITA,ITA,116,,,,Lost in Qual. Pau R1,,no
412,303,303,,no,no,Arthur Weber,33,FRA,FRA,115,+18,+6,,Lost in Brisbane 2 R16,,no
413,334,334,,no,no,Kilian Feldbausch,20,SUI,SUI,115,,-1,,,,no
414,400,400,,no,no,Luca Castelnuovo,29,SUI,SUI,115,+24,+8,Qual. New Delhi R2,Lost in Chennai QF,,yes
415,409,409,,no,no,Alex Hernandez,26,MEX,MEX,115,,-2,,Lost in Sunrise R16,,no
416,412,412,,no,no,Alex Martinez,24,ESP,ESP,115,+2,+1,,Lost in Qual. Tenerife 2 R2,,no
417,244,244,,no,no,Lucas Poullain,30,FRA,FRA,115,,-3,,Lost in Qual. Pau R1,,no
418,150,150,,no,no,Oriol Roca Batalla,32,ESP,ESP,114,,-2,,Lost in Antalya 6 QF,,no
419,387,387,,no,no,Mariano Kestelboim,30,ARG,ARG,114,,-2,Tigre 1 R32,,,yes
420,319,319,,no,no,Patrick Maloney,26,USA,USA,113,,,,,,no
421,321,321,,no,no,Robert Strombachs,26,LAT,LAT,113,+10,+4,,Lost in Baton Rouge R16,,no
422,280,280,,no,no,Jie Cui,28,CHN,CHN,113,,-1,,,,no
423,422,422,,no,no,Buvaysar Gadamauri,25,BEL,BEL,113,,-1,,,,no
424,NCH (483),424,483,yes,yes,Braden Shick,22,USA,USA,112,+59,+23,**Huamantla 2 W**,Lost in Baton Rouge QF,,yes
425,39,39,,no,no,Radu Albot,36,MDA,MDA,112,,-2,,,,no
426,219,219,,no,no,Nicolás Álvarez Varona,24,ESP,ESP,111,-44,-12,,,,no
427,346,346,,no,no,Stuart Parker,28,GBR,GBR,111,,-2,,,,no
428,384,384,,no,no,Neil Oberleitner,26,AUT,AUT,111,-4,-1,,,,no
429,357,357,,no,no,Luca Potenza,25,ITA,ITA,111,,-2,,,,no
430,426,426,,no,no,Cyril Vandermeersch,26,FRA,FRA,111,,-4,,Lost in Qual. Pau R1 Lost in Qual. Lille R1,,no
431,389,389,,no,no,Stefan Dostanic,24,USA,USA,110,+74,+28,Baton Rouge F**Qual. Baton Rouge W**135 135,,,yes
432,430,430,,no,no,Erik Arutiunian,21,BLR,BLR,110,+8,+3,,Lost in Baton Rouge R16,,no
433,299,299,,no,no,Vadym Ursu,29,UKR,UKR,110,,-4,,,,no
434,176,176,,no,no,Daniel Masur,31,GER,GER,108,,-1,,Lost in Oberhaching QF,,no
435,358,358,,no,no,Svyatoslav Gulin,23,RUS,RUS,108,-3,-1,,,,no
436,388,388,,no,no,Karan Singh,22,IND,IND,108,,-2,New Delhi R32,Lost in Chennai R32,,yes
437,121,121,,no,no,Stefano Napolitano,30,ITA,ITA,107,,-1,,Lost in Oberhaching SF,,no
438,325,325,,no,no,Yankı Erel,25,TUR,TUR,107,,-1,**Monastir 9 W**,,,yes
439,146,146,,no,no,Rudolf Molleker,25,GER,GER,107,,+2,,,,no
440,421,421,,no,no,Hikaru Shiraishi,25,JPN,JPN,107,,+2,,Lost in Brisbane 2 R32,,no
441,211,211,,no,no,Roberto Cid Subervi,32,DOM,DOM,106,-6,-1,,,,no
442,383,383,,no,no,Lukáš Pokorný,23,SVK,SVK,106,,+1,,,,no
443,415,415,,no,no,Lorenzo Carboni,19,ITA,ITA,106,-15,-4,,Lost in Chennai R16 Lost in Qual. New Delhi R1,,no
444,CH,444,,yes,no,Juan Estevez,20,ARG,ARG,106,,,Qual. Tigre 1 R1,,,yes
445,382,382,,no,no,Federico Bondioli,20,ITA,ITA,106,,,,Lost in Qual. Tenerife 2 R2,,no
446,271,271,,no,no,Blake Ellis,27,AUS,AUS,105,+12,+6,,Lost in Brisbane 2 R16,,no
447,287,287,,no,no,Marvin Möller,27,GER,GER,105,,-1,,Lost in Oberhaching F,,no
448,433,433,,no,no,Dali Blanch,22,USA,USA,105,-1,+1,,Lost in Qual. Tenerife 2 R2,,no
449,420,420,,no,no,Stefan Palosi,26,ROU,ROU,104,,-1,Qual. Tigre 1 R1,,,yes
450,438,438,,no,no,Andrew Fenty,25,USA,USA,103,+5,+2,,Lost in Palm Coast QF Lost in Sunrise R16,,no
451,NCH (454),451,454,yes,yes,Lui Maxted,22,GBR,GBR,102,+3,+1,,Lost in Sheffield R16 Lost in Vila Real De Santo Antonio R32,,no
452,416,416,,no,no,Étienne Donnet,24,FRA,FRA,102,,-3,,,,no
453,316,316,,no,no,Eduardo Ribeiro,27,BRA,BRA,102,,-3,,,,no
